kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0213613,Myotis emarginatus,POP_PRESENCE,ano,2015,6057c,Malešov,9173818,5505163,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213613,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,6057c,Malešov,9173818,5505163,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0213621,Myotis emarginatus,POP_PRESENCE,ano,2026,6051a,vodní štola ve Velké Americe,15546237,5517604,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0213621,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2026,6051a,vodní štola ve Velké Americe,15546237,5517604,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214003,Myotis emarginatus,POP_PRESENCE,ano,2026,6050c,Koněpruské jeskyně,15545630,998553,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214003,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2026,6050c,Koněpruské jeskyně,15545630,998553,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214012,Myotis emarginatus,POP_PRESENCE,ano,"2016, 2018",5456c,"Krtola, Krtola u Příhraz - jeskyně","9789933, 10730034","4929536, 5062270",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214012,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2016, 2018",5456c,"Krtola, Krtola u Příhraz - jeskyně","9789933, 10730034","4929536, 5062270",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214013,Myotis emarginatus,POP_PRESENCE,ano,"2019, 2020","5453c, 5553b","Dubá, Vojtěchov – pivovarský sklep","10861330, 11290462","7175933, 7050237",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214013,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2019, 2020","5453c, 5553b","Dubá, Vojtěchov – pivovarský sklep","10861330, 11290462","7175933, 7050237",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214017,Myotis emarginatus,POP_PRESENCE,ano,"2015, 2014, 2023, 2025, 2026, 2021, 2018, 2016, 2024, 2020, 2013, 2019, 2022","6050b, 6051a, 6050d","Alkazar, Alkazar - Kozel, Gaislerova štola, Hostim u Berouna - lom Alkazar prostřední štola (štola B), JK16, Jeskyně Arnoldka, Malá Amerika, Romanovského štola, SB33, Srbsko u Karlštejna - Chlumské jeskyně, Srbské jeskyně, Srbské jeskyně a jeskyně Netopýrka, Svatý Jan pod Skalou - klášter půda, Terasová jeskyně, Tomáškova propast, jeskyně Nad Kačákem, propast Čeřinka, štola za trafačkou v Tomáškově lomu, štoly v lomu Kozel - Alkazar","9633334, 9371164, 12227890, 15314217, 12747141, 15555330, 11759319, 11297694, 12746568, 10125420, 9807790, 9639266, 13056805, 10983607, 8903259, 9371394, 9640246, 15555329, 10576834, 11741307, 12819322, 12819324, 12819325, 12819326, 12819327, 12819328, 12819329, 12819332, 12819334, 12820086, 12820087, 12820091, 12820092, 12820108, 12820109, 12820111, 12820112","5902481, 5668015, 998548, 12696213, 9560272, 998515, 5901649, 998547, 9559465, 5496630, 5062686, 998567, 1003763, 998662, 5062691, 998565, 998527, 998612, 998603",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,1
CZ0214017,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2015, 2014, 2023, 2025, 2026, 2021, 2018, 2016, 2024, 2020, 2013, 2019, 2022","6050b, 6051a, 6050d","Alkazar, Alkazar - Kozel, Gaislerova štola, Hostim u Berouna - lom Alkazar prostřední štola (štola B), JK16, Jeskyně Arnoldka, Malá Amerika, Romanovského štola, SB33, Srbsko u Karlštejna - Chlumské jeskyně, Srbské jeskyně, Srbské jeskyně a jeskyně Netopýrka, Svatý Jan pod Skalou - klášter půda, Terasová jeskyně, Tomáškova propast, jeskyně Nad Kačákem, propast Čeřinka, štola za trafačkou v Tomáškově lomu, štoly v lomu Kozel - Alkazar","9633334, 9371164, 12227890, 15314217, 12747141, 15555330, 11759319, 11297694, 12746568, 10125420, 9807790, 9639266, 13056805, 10983607, 8903259, 9371394, 9640246, 15555329, 10576834, 11741307, 12819322, 12819324, 12819325, 12819326, 12819327, 12819328, 12819329, 12819332, 12819334, 12820086, 12820087, 12820091, 12820092, 12820108, 12820109, 12820111, 12820112","5902481, 5668015, 998548, 12696213, 9560272, 998515, 5901649, 998547, 9559465, 5496630, 5062686, 998567, 1003763, 998662, 5062691, 998565, 998527, 998612, 998603",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0214025,Myotis emarginatus,POP_PRESENCE,ano,2015,5556b,EVL Plakánek - PL5,9545382,5834984,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214025,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,5556b,EVL Plakánek - PL5,9545382,5834984,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214037,Myotis emarginatus,POP_PRESENCE,ano,2019,6050c,NPP Kotýz,11459315,1011594,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214037,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2019,6050c,NPP Kotýz,11459315,1011594,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314124,Myotis emarginatus,POP_PRESENCE,ano,"2013, 2020","22,""7152a"", 7152a","EVL Blanský les (projekt JCK), Jamné - 3 štoly v údolí Vltavy","9150602, 11290398","5496503, 6841234",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314124,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2013, 2020","22,""7152a"", 7152a","EVL Blanský les (projekt JCK), Jamné - 3 štoly v údolí Vltavy","9150602, 11290398","5496503, 6841234",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320140,Myotis emarginatus,POP_PRESENCE,ano,2015,6447c,"lokalita ""Kámen-vrchol""",10077098,6320219,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320140,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,6447c,"lokalita ""Kámen-vrchol""",10077098,6320219,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0414110,Myotis emarginatus,POP_PRESENCE,ano,2023,"5643a, 5642b","Hřebečná, Mauritius - horní jáma, Mauricius - důl","12728439, 12957050","6855791, 5375795",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0414110,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2023,"5643a, 5642b","Hřebečná, Mauritius - horní jáma, Mauricius - důl","12728439, 12957050","6855791, 5375795",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0414127,Myotis emarginatus,POP_PRESENCE,ano,2020,5744a,Doupov - údolí Petrovského potoka,11257668,7629971,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0414127,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,5744a,Doupov - údolí Petrovského potoka,11257668,7629971,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424111,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2017","5151a, 5151c","Hřensko, Stelzigova jeskyně, NPR Kaňon Labe","15278091, 10070300","12636896, 6312249",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424111,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2017","5151a, 5151c","Hřensko, Stelzigova jeskyně, NPR Kaňon Labe","15278091, 10070300","12636896, 6312249",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424127,Myotis emarginatus,POP_PRESENCE,ano,2022,5446b,Jezerka - rozsedlinová jeskyně,12494782,10695474,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424127,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,5446b,Jezerka - rozsedlinová jeskyně,12494782,10695474,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510191,Myotis emarginatus,POP_PRESENCE,ano,2024,5357c,Sluj Českých bratří - Kalich,13122067,10214469,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510191,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2024,5357c,Sluj Českých bratří - Kalich,13122067,10214469,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510400,Myotis emarginatus,POP_PRESENCE,ano,2014,5156b,Loupežnická jeskyně - Jizerské hory,9120787,5475621,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510400,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2014,5156b,Loupežnická jeskyně - Jizerské hory,9120787,5475621,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513662,Myotis emarginatus,POP_PRESENCE,ano,2015,5254b,Lemberk - zámek,9545105,5062991,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513662,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,5254b,Lemberk - zámek,9545105,5062991,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513663,Myotis emarginatus,POP_PRESENCE,ano,2022,5457c,EVL Podhájí - chalupa,12068272,9561120,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513663,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,5457c,EVL Podhájí - chalupa,12068272,9561120,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514041,Myotis emarginatus,POP_PRESENCE,ano,2020,5153d,Ledová jeskyně Naděje,11234811,4929473,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514041,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,5153d,Ledová jeskyně Naděje,11234811,4929473,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514042,Myotis emarginatus,POP_PRESENCE,ano,2022,5353c,Novozámecká průrva,12062691,8781287,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514042,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,5353c,Novozámecká průrva,12062691,8781287,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514113,Myotis emarginatus,POP_PRESENCE,ano,"2020, 2017, 2012","5457c, 5457a, 99,""5457c""","Hrubá Skála, Jeskyně U Hlavatice, Podsemín, Věžák","11290844, 11290268, 10087787, 8910951","5378076, 5062039, 5378075, 5382020",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514113,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2020, 2017, 2012","5457c, 5457a, 99,""5457c""","Hrubá Skála, Jeskyně U Hlavatice, Podsemín, Věžák","11290844, 11290268, 10087787, 8910951","5378076, 5062039, 5378075, 5382020",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514243,Myotis emarginatus,POP_PRESENCE,ano,"2015, 2025",5454c,"Bezděz jeskyně, Paledová jeskyně Na Bezdězu","9648723, 9648781, 15288656","5379528, 6048111",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514243,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2015, 2025",5454c,"Bezděz jeskyně, Paledová jeskyně Na Bezdězu","9648723, 9648781, 15288656","5379528, 6048111",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514667,Myotis emarginatus,POP_PRESENCE,ano,2024,5255a,"Jítrava,Západní jeskyně",14119014,5062036,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514667,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2024,5255a,"Jítrava,Západní jeskyně",14119014,5062036,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514668,Myotis emarginatus,POP_PRESENCE,ano,2019,5255d,Vápenice,10767945,1233946,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514668,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2019,5255d,Vápenice,10767945,1233946,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520604,Myotis emarginatus,POP_PRESENCE,ano,"2017, 2016, 2014, 2022",5864a,"Erzloch, Orlické hory, štola Erzloch, Popelov - štola Erzloch, Popelov – štola Erzloch","10087058, 9799798, 9173423, 12063048","6329800, 5691722, 5518014, 6329936",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520604,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2017, 2016, 2014, 2022",5864a,"Erzloch, Orlické hory, štola Erzloch, Popelov - štola Erzloch, Popelov – štola Erzloch","10087058, 9799798, 9173423, 12063048","6329800, 5691722, 5518014, 6329936",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523675,Myotis emarginatus,POP_PRESENCE,ano,"2022, 2025",5658a,"EVL Jičíněves - zámek, Jičíněves","12068230, 15620732","9874511, 5378083",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523675,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2022, 2025",5658a,"EVL Jičíněves - zámek, Jičíněves","12068230, 15620732","9874511, 5378083",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523676,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2026, 2014",5661d,"EVL Josefov - pevnost, EVL Josefov - pevnost, Jaroměř, Předbastion VIII, podzemní chodby, Josefov, pevnost - přístupná část (EVL)","14931314, 15577334, 10091720","1215093, 10857840, 6333365",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523676,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2026, 2014",5661d,"EVL Josefov - pevnost, EVL Josefov - pevnost, Jaroměř, Předbastion VIII, podzemní chodby, Josefov, pevnost - přístupná část (EVL)","14931314, 15577334, 10091720","1215093, 10857840, 6333365",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523677,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2020",5556b,"Kost, Kost - hrad","15620731, 11290310","5378062, 5062987",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523677,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2020",5556b,"Kost, Kost - hrad","15620731, 11290310","5378062, 5062987",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523680,Myotis emarginatus,POP_PRESENCE,ano,"2026, 2024, 2023",5563c,"Dobrošov, Dobrošov - Pevnost Dobrošov, EVL Pevnost Dobrošov","15567733, 14119098, 12956708","12914612, 1849578, 9892621",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523680,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2026, 2024, 2023",5563c,"Dobrošov, Dobrošov - Pevnost Dobrošov, EVL Pevnost Dobrošov","15567733, 14119098, 12956708","12914612, 1849578, 9892621",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523682,Myotis emarginatus,POP_PRESENCE,ano,2025,5657a,Staré Hrady,15620733,5378084,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523682,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,5657a,Staré Hrady,15620733,5378084,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523683,Myotis emarginatus,POP_PRESENCE,ano,2020,5663d,EVL Štola Portál,13440392,9892686,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523683,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,5663d,EVL Štola Portál,13440392,9892686,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0524044,Myotis emarginatus,POP_PRESENCE,ano,"2018, 2025","5359b, 5361c","Herlíkovice - štoly, Žacléř","10729322, 15567724","7050202, 12914603",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0524044,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2018, 2025","5359b, 5361c","Herlíkovice - štoly, Žacléř","10729322, 15567724","7050202, 12914603",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530020,Myotis emarginatus,POP_PRESENCE,ano,2016,6265c,Jeskyně Pod Mariánským obrazem,12956555,5063545,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0530020,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2016,6265c,Jeskyně Pod Mariánským obrazem,12956555,5063545,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530146,Myotis emarginatus,POP_PRESENCE,ano,2020,5867a,Tvarožné díry,11290642,5063011,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0530146,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,5867a,Tvarožné díry,11290642,5063011,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530500,Myotis emarginatus,POP_PRESENCE,ano,2023,6159b,Lichnice - sklepení hradu,"12226806, 12232265, 12956753",5479301,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0530500,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2023,6159b,Lichnice - sklepení hradu,"12226806, 12232265, 12956753",5479301,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530501,Myotis emarginatus,POP_PRESENCE,ano,2015,"63,""6063b""",EVL Brandýs,9826900,6082733,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0530501,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,"63,""6063b""",EVL Brandýs,9826900,6082733,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533684,Myotis emarginatus,POP_PRESENCE,ano,2020,6159d,EVL Běstvina - krypta,"10985882, 11290481",9676314,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0533684,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,6159d,EVL Běstvina - krypta,"10985882, 11290481",9676314,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533686,Myotis emarginatus,POP_PRESENCE,ano,2022,5966a,EVL Bouda u Těchonína,11919360,5938422,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0533686,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2022,5966a,EVL Bouda u Těchonína,11919360,5938422,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533687,Myotis emarginatus,POP_PRESENCE,ano,2024,6062c,EVL Jeskyně Bětník,14118859,5938419,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0533687,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2024,6062c,EVL Jeskyně Bětník,14118859,5938419,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533688,Myotis emarginatus,POP_PRESENCE,ano,2025,6163c,EVL Jeskyně u Horního Újezda,15620397,5943320,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0533688,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,6163c,EVL Jeskyně u Horního Újezda,15620397,5943320,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533693,Myotis emarginatus,POP_PRESENCE,ano,2023,6159b,EVL Podolská a Páterova jeskyně,12956897,1215121,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0533693,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2023,6159b,EVL Podolská a Páterova jeskyně,12956897,1215121,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0610005,Myotis emarginatus,POP_PRESENCE,ano,"2013, 2015, 2023",6464c,"Boží Požehnání, Boží požehnání, šachta Boží požehnání a štola Bárov","9371635, 9173053, 12956847","5668276, 5517664, 5090775",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0610005,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2013, 2015, 2023",6464c,"Boží Požehnání, Boží požehnání, šachta Boží požehnání a štola Bárov","9371635, 9173053, 12956847","5668276, 5517664, 5090775",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0610056,Myotis emarginatus,POP_PRESENCE,ano,2014,6464c,NPP Švařec,"9152271, 9152275",5502329,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0610056,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2014,6464c,NPP Švařec,"9152271, 9152275",5502329,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0612145,Myotis emarginatus,POP_PRESENCE,ano,2015,6560d,EVL Rychtářský rybník,9635032,4940698,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0612145,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,6560d,EVL Rychtářský rybník,9635032,4940698,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0613699,Myotis emarginatus,POP_PRESENCE,ano,2012,6762d,EVL Náměšť nad Oslavou - zámeček,8542762,5074310,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0613699,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2012,6762d,EVL Náměšť nad Oslavou - zámeček,8542762,5074310,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0613700,Myotis emarginatus,POP_PRESENCE,ano,"2024, 2023, 2014, 2015, 2016",6461b,"Zámek Žďár, Zámek Žďár - garáže, Zámek Žďár nad Sázavou, Žďár nad Sázavou, Santiniho, Žďár nad Sázavou-garáže","13095417, 12521637, 9371451, 9410061, 9808123","10163755, 9302329, 5668126, 5691147, 6324148",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0613700,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2024, 2023, 2014, 2015, 2016",6461b,"Zámek Žďár, Zámek Žďár - garáže, Zámek Žďár nad Sázavou, Žďár nad Sázavou, Santiniho, Žďár nad Sázavou-garáže","13095417, 12521637, 9371451, 9410061, 9808123","10163755, 9302329, 5668126, 5691147, 6324148",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0614059,Myotis emarginatus,POP_PRESENCE,ano,2020,6361a,"35014, Radostín","11250252, 11250308",7618905,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0614059,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2020,6361a,"35014, Radostín","11250252, 11250308",7618905,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0614131,Myotis emarginatus,POP_PRESENCE,ano,"2021, 2012","6863a, 6862b","Březník, Transekt podél Oslavy","11731194, 8225303","8252123, 4994589",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0614131,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2021, 2012","6863a, 6862b","Březník, Transekt podél Oslavy","11731194, 8225303","8252123, 4994589",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0614134,Myotis emarginatus,POP_PRESENCE,ano,2021,6863c,"Mohelno 134, 675 75 Mohelno",11874509,8469116,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0614134,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2021,6863c,"Mohelno 134, 675 75 Mohelno",11874509,8469116,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0615014,Myotis emarginatus,POP_PRESENCE,ano,2025,6461b,116490 - Zámek Žďár,15068367,6074285,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0615014,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,6461b,116490 - Zámek Žďár,15068367,6074285,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0623016,Myotis emarginatus,POP_PRESENCE,ano,2015,7166d,Lednice - sklepy pod zámeckým skleníkem,9544816,5061813,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0623016,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2015,7166d,Lednice - sklepy pod zámeckým skleníkem,9544816,5061813,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0623329,Myotis emarginatus,POP_PRESENCE,ano,"2015, 2024",6564c,"Prudká č.p.257, Prudká č.p.257, areál papírny","9548653, 14119397","5836926, 5917309",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0623329,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2015, 2024",6564c,"Prudká č.p.257, Prudká č.p.257, areál papírny","9548653, 14119397","5836926, 5917309",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0623717,Myotis emarginatus,POP_PRESENCE,ano,2025,6962d,Tavíkovice,15620840,5379135,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0623717,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,6962d,Tavíkovice,15620840,5379135,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0623718,Myotis emarginatus,POP_PRESENCE,ano,"2023, 2025",7059d,"Uherčice, Uherčice - zámek","12957147, 15620484","5379146, 5061822",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0623718,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2023, 2025",7059d,"Uherčice, Uherčice - zámek","12957147, 15620484","5379146, 5061822",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0623719,Myotis emarginatus,POP_PRESENCE,ano,2025,7160b,Vranov nad Dyjí - škola,15620779,5061825,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0623719,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2025,7160b,Vranov nad Dyjí - škola,15620779,5061825,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624065,Myotis emarginatus,POP_PRESENCE,ano,"2025, 2015, 2021","6664a, 6664b","Květnice - Nová Králova jeskyně, Květnice - Stará Králova jeskyně, Květnice - propast, Květnice - Čtyřpatrová štola, Květnice - štola Královna, Květnice – jeskyně Pod křížem","15620374, 15620373, 9545091, 9545088, 11777382, 11777391","5834895, 5834894, 5068729, 5062301, 5062302, 5834893",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624065,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2025, 2015, 2021","6664a, 6664b","Květnice - Nová Králova jeskyně, Květnice - Stará Králova jeskyně, Květnice - propast, Květnice - Čtyřpatrová štola, Květnice - štola Královna, Květnice – jeskyně Pod křížem","15620374, 15620373, 9545091, 9545088, 11777382, 11777391","5834895, 5834894, 5068729, 5062301, 5062302, 5834893",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624070,Myotis emarginatus,POP_PRESENCE,ano,2013,"45,""7168b""",EVL Hodonínská doubrava,9153908,5387913,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624070,Myotis emarginatus,CELKOVE_HODNOCENI,NA,2013,"45,""7168b""",EVL Hodonínská doubrava,9153908,5387913,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0624096,Myotis emarginatus,POP_PRESENCE,ano,"2023, 2015, 2025","7161a, 7161c, 7160b","Ledové sluje, Nový Hrádek - sklepy, Vranov nad Dyjí - zámek","12818449, 12818450, 9544909, 15620474","9650591, 5061829, 5067544",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0624096,Myotis emarginatus,CELKOVE_HODNOCENI,NA,"2023, 2015, 2025","7161a, 7161c, 7160b","Ledové sluje, Nový Hrádek - sklepy, Vranov nad Dyjí - zámek","12818449, 12818450, 9544909, 15620474","9650591, 5061829, 5067544",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
