kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0423224,Rhinolophus hipposideros,POP_PRESENCE,ano,"2025, 2024",5451a,"Zámek Ploskovice - podzemní štola s potokem, Zámek Ploskovice – grotty a sklepení, Zámek Ploskovice – věž (kopule)","15620715, 14119424, 15620932","9874646, 11876425, 11876426",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0423224,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2025, 2024",5451a,"Zámek Ploskovice - podzemní štola s potokem, Zámek Ploskovice – grotty a sklepení, Zámek Ploskovice – věž (kopule)","15620715, 14119424, 15620932","9874646, 11876425, 11876426",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424031,Rhinolophus hipposideros,POP_PRESENCE,ano,"2012, 2024, 2023, 2022, 2025","96,""5151d"", 5151b, 5152a","5151, Hřensko, NP České Švýcarsko, Vysoká Lípa - Zámeček, Vysoká Lípa – Zámeček – bývalá hájovna","9009787, 12825006, 13112674, 13112749, 13112787, 13112863, 13112906, 11932282, 15620854","1802038, 9663104, 10200092, 8562898, 6062835",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424031,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2012, 2024, 2023, 2022, 2025","96,""5151d"", 5151b, 5152a","5151, Hřensko, NP České Švýcarsko, Vysoká Lípa - Zámeček, Vysoká Lípa – Zámeček – bývalá hájovna","9009787, 12825006, 13112674, 13112749, 13112787, 13112863, 13112906, 11932282, 15620854","1802038, 9663104, 10200092, 8562898, 6062835",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424037,Rhinolophus hipposideros,POP_PRESENCE,ano,2013,5450c,NPR Lovoš,9005467,1818401,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424037,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2013,5450c,NPR Lovoš,9005467,1818401,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424039,Rhinolophus hipposideros,POP_PRESENCE,ano,2013,5548d,NPR Oblík,9003324,5398886,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424039,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2013,5548d,NPR Oblík,9003324,5398886,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424111,Rhinolophus hipposideros,POP_PRESENCE,ano,"2019, 2023, 2026, 2024, 2018, 2015, 2021, 2025, 2022, 2017","5151a, 5151c, 47,""5151c""","Bivaková Jeskyně, Bivaková jeskyně, NPR Kaňon Labe, Cipískova jeskyně, Cipískova jeskyně, NPR Kaňon Labe, Dámská, Dámská jeskyně, Dámská jeskyně, NPR Kaňon Labe, Hřensko, Hřensko, jeskyně Pŕátelství, Hřensko. Mechova jeskyně, Jeskyně Nadějí, Jeskyně Otto Mörtzsche (Liščí nora), NPR Kaňon Labe, Jeskyně Přátel Přírody, Jeskyně Přátel přírody, Jeskyně Přátelství, Jeskyně nadějí, NPR Kaňon Labe, Jeskyně přátel přírody, NPR Kaňon Labe, Kaňon Labe, Krakonošova, Krakonošova jeskyně, Krakonošova jeskyně, NPR Kaňon Labe, Lesní díra, NPR Kaňon Labe, Loupežnická - Pytlácká jeskyně, NPR Kaňon Labe, Loupežnická j., Loupežnická jeskyně, Loupežnická jeskyně, NPR Kaňon Labe, Mechová, Mechová jeskyně, Mechová jeskyně, NPR Kaňon Labe, Máslová díra, Máslová díra, NPR Kaňon Labe, NPR Kaňon Labe, NPR Kaňon Labe - Mechová jeskyně, NPR Kaňon Labe, Cipískova jeskyne, NPR Kaňon Labe, Dámská jeskyně, NPR Kaňon Labe, jeskyně Přátel prirody, NPR Kaňon Labe.  Cipískova jeskyně, NPR Kaňon Labe.  Krakonošova jeskyně, NPR Kaňon Labe.  Mechová jeskyně, NPR Kaňon Labe.  Netopýří jeskyně, NPR Kaňon Labe.  Stelzigova jeskyně, NPR Kaňon Labe.  jeskyně  nadějí, NPR Kaňon Labe.  jeskyně přátel přírody, NPR Kaňon Labe.  loupežnická jeskyně, NPR Kaňon Labe. Dámská jeskyně, NPR Kaňon Labe. Netopýří jeskyně, NPR Kaňon Labe. jeskyně Nadějí, NPR Kaňon Labe. jeskyně Přátel přírody, NPR Kaňon Labe. krakonošova jeskyně, NPR Kaňon Labe.jeskyne Nadějí, Nadějí, Netopýří j., Netopýří jeskyně, Netopýří jeskyně, NPR Kaňon Labe, Pytlácká jeskyně, Pytlácká jeskyně, NPR Kaňon Labe, Přátel přírody, Stelzigova jeskyně, Stelzigova jeskyně, NPR Kaňon Labe, jeskyně Krakonošova a j. Netopýří, kaňon Labe","10867488, 10581407, 12227406, 10550396, 12244388, 10867502, 10576231, 15597875, 12227077, 12795118, 10867497, 10541907, 10867500, 9547207, 12244319, 10576230, 10576232, 11478372, 12244345, 13770372, 10576223, 10541911, 10543146, 12244314, 13821740, 10554647, 12244281, 11739470, 10581405, 10867494, 10576227, 12820662, 13730574, 13820118, 12808732, 12808733, 15596364, 15568165, 15552020, 12808731, 15541227, 15583319, 15583318, 15595510, 13455683, 15568164, 13455685, 13455684, 12808730, 12808734, 12244403, 12244282, 13770371, 10576224, 10867506, 10554644, 12244423, 13446793, 10543155, 10069478, 12956732","7182907, 6859985, 8951829, 6311121, 8977895, 7182916, 6830501, 12954099, 8951460, 9619825, 7182913, 6830498, 7182915, 5835806, 8977826, 6311124, 6311123, 7886442, 8977852, 10806211, 6311125, 6311135, 6831389, 8977821, 10848499, 6311122, 8977788, 8267819, 6311132, 7182912, 6856923, 9653147, 10765621, 10844470, 9640571, 9640572, 12951847, 12915192, 12905312, 9640570, 12892108, 12933696, 12933695, 12949385, 10693743, 12915191, 10693745, 10693744, 9640569, 9640573, 8977910, 8977789, 10806210, 6311126, 7182917, 6842765, 8977930, 10681933, 6312249, 6311082, 5061293",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424111,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2019, 2023, 2026, 2024, 2018, 2015, 2021, 2025, 2022, 2017","5151a, 5151c, 47,""5151c""","Bivaková Jeskyně, Bivaková jeskyně, NPR Kaňon Labe, Cipískova jeskyně, Cipískova jeskyně, NPR Kaňon Labe, Dámská, Dámská jeskyně, Dámská jeskyně, NPR Kaňon Labe, Hřensko, Hřensko, jeskyně Pŕátelství, Hřensko. Mechova jeskyně, Jeskyně Nadějí, Jeskyně Otto Mörtzsche (Liščí nora), NPR Kaňon Labe, Jeskyně Přátel Přírody, Jeskyně Přátel přírody, Jeskyně Přátelství, Jeskyně nadějí, NPR Kaňon Labe, Jeskyně přátel přírody, NPR Kaňon Labe, Kaňon Labe, Krakonošova, Krakonošova jeskyně, Krakonošova jeskyně, NPR Kaňon Labe, Lesní díra, NPR Kaňon Labe, Loupežnická - Pytlácká jeskyně, NPR Kaňon Labe, Loupežnická j., Loupežnická jeskyně, Loupežnická jeskyně, NPR Kaňon Labe, Mechová, Mechová jeskyně, Mechová jeskyně, NPR Kaňon Labe, Máslová díra, Máslová díra, NPR Kaňon Labe, NPR Kaňon Labe, NPR Kaňon Labe - Mechová jeskyně, NPR Kaňon Labe, Cipískova jeskyne, NPR Kaňon Labe, Dámská jeskyně, NPR Kaňon Labe, jeskyně Přátel prirody, NPR Kaňon Labe.  Cipískova jeskyně, NPR Kaňon Labe.  Krakonošova jeskyně, NPR Kaňon Labe.  Mechová jeskyně, NPR Kaňon Labe.  Netopýří jeskyně, NPR Kaňon Labe.  Stelzigova jeskyně, NPR Kaňon Labe.  jeskyně  nadějí, NPR Kaňon Labe.  jeskyně přátel přírody, NPR Kaňon Labe.  loupežnická jeskyně, NPR Kaňon Labe. Dámská jeskyně, NPR Kaňon Labe. Netopýří jeskyně, NPR Kaňon Labe. jeskyně Nadějí, NPR Kaňon Labe. jeskyně Přátel přírody, NPR Kaňon Labe. krakonošova jeskyně, NPR Kaňon Labe.jeskyne Nadějí, Nadějí, Netopýří j., Netopýří jeskyně, Netopýří jeskyně, NPR Kaňon Labe, Pytlácká jeskyně, Pytlácká jeskyně, NPR Kaňon Labe, Přátel přírody, Stelzigova jeskyně, Stelzigova jeskyně, NPR Kaňon Labe, jeskyně Krakonošova a j. Netopýří, kaňon Labe","10867488, 10581407, 12227406, 10550396, 12244388, 10867502, 10576231, 15597875, 12227077, 12795118, 10867497, 10541907, 10867500, 9547207, 12244319, 10576230, 10576232, 11478372, 12244345, 13770372, 10576223, 10541911, 10543146, 12244314, 13821740, 10554647, 12244281, 11739470, 10581405, 10867494, 10576227, 12820662, 13730574, 13820118, 12808732, 12808733, 15596364, 15568165, 15552020, 12808731, 15541227, 15583319, 15583318, 15595510, 13455683, 15568164, 13455685, 13455684, 12808730, 12808734, 12244403, 12244282, 13770371, 10576224, 10867506, 10554644, 12244423, 13446793, 10543155, 10069478, 12956732","7182907, 6859985, 8951829, 6311121, 8977895, 7182916, 6830501, 12954099, 8951460, 9619825, 7182913, 6830498, 7182915, 5835806, 8977826, 6311124, 6311123, 7886442, 8977852, 10806211, 6311125, 6311135, 6831389, 8977821, 10848499, 6311122, 8977788, 8267819, 6311132, 7182912, 6856923, 9653147, 10765621, 10844470, 9640571, 9640572, 12951847, 12915192, 12905312, 9640570, 12892108, 12933696, 12933695, 12949385, 10693743, 12915191, 10693745, 10693744, 9640569, 9640573, 8977910, 8977789, 10806210, 6311126, 7182917, 6842765, 8977930, 10681933, 6312249, 6311082, 5061293",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424125,Rhinolophus hipposideros,POP_PRESENCE,ano,2023,5645a,"Lestkov, bývalý objekt rekreačního střediska, Lestkov, u vodní nádrže","12957258, 12957259","8787733, 8787734",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424125,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2023,5645a,"Lestkov, bývalý objekt rekreačního střediska, Lestkov, u vodní nádrže","12957258, 12957259","8787733, 8787734",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424127,Rhinolophus hipposideros,POP_PRESENCE,ano,"2012, 2014, 2019, 2016, 2017, 2021, 2020, 2015, 2022","96,""5249a"", 96,""5347a"", 96,""5348c"", 99,""5348a"", 5347d, 5446d, 5447a, 5349a, 5348a, 5348c, 75,""5347d""","5249, 5347, 5348, Buky na Bouřňáku, Buky pod Mikulovem, Dlouhá Louka - štola, Dlouhá Louka - štola, J od obce (u silnice na Osek), Drmaly, Hovězí skály, Jezeří - štola, Jezeří – odvodňovací štola pod zámkem, Jánský vrch - Jezeří, Krupka - štola 1 (""Stříbrná""), S od obce (rev.Knédl), Krupka - štola 3 (u borovice), S od obce (rev.Knédl), Loučná - štola, Loučná u lomu - štola, Mikulov - štola 2 (Sv. Kříže), J od obce, Mikulov - štola 3, Mikulov - štola 7 (Liščí), J od obce, Mikulov - štola 8, Nové Město u Mikulova, Osek - štola ""Pod Stropníkem"" (S od zast. ČD), Unčín u Krupky, VD Jirkov - Červený hrádek, Vlčí důl, zámek Jezeří a okolí, Štola jezeří","9010807, 9010813, 9010814, 10141040, 10141041, 11290208, 9643193, 10141048, 10141078, 8130249, 8528820, 10446492, 5610897, 5610896, 11777533, 10857522, 5610882, 11290568, 9628571, 11223601, 5605746, 5605747, 9643187, 12065822, 10141049, 10141035, 9929665, 11321838","1802110, 1307204, 1810429, 6072419, 5836465, 5062305, 1256372, 5836459, 5836460, 4951563, 5064825, 6692208, 1227553, 1227551, 7581961, 7171492, 1229771, 7581962, 1729273, 7581965, 4944378, 1258636, 8785443, 6078119, 5836466, 6178408, 7787001",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424127,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2012, 2014, 2019, 2016, 2017, 2021, 2020, 2015, 2022","96,""5249a"", 96,""5347a"", 96,""5348c"", 99,""5348a"", 5347d, 5446d, 5447a, 5349a, 5348a, 5348c, 75,""5347d""","5249, 5347, 5348, Buky na Bouřňáku, Buky pod Mikulovem, Dlouhá Louka - štola, Dlouhá Louka - štola, J od obce (u silnice na Osek), Drmaly, Hovězí skály, Jezeří - štola, Jezeří – odvodňovací štola pod zámkem, Jánský vrch - Jezeří, Krupka - štola 1 (""Stříbrná""), S od obce (rev.Knédl), Krupka - štola 3 (u borovice), S od obce (rev.Knédl), Loučná - štola, Loučná u lomu - štola, Mikulov - štola 2 (Sv. Kříže), J od obce, Mikulov - štola 3, Mikulov - štola 7 (Liščí), J od obce, Mikulov - štola 8, Nové Město u Mikulova, Osek - štola ""Pod Stropníkem"" (S od zast. ČD), Unčín u Krupky, VD Jirkov - Červený hrádek, Vlčí důl, zámek Jezeří a okolí, Štola jezeří","9010807, 9010813, 9010814, 10141040, 10141041, 11290208, 9643193, 10141048, 10141078, 8130249, 8528820, 10446492, 5610897, 5610896, 11777533, 10857522, 5610882, 11290568, 9628571, 11223601, 5605746, 5605747, 9643187, 12065822, 10141049, 10141035, 9929665, 11321838","1802110, 1307204, 1810429, 6072419, 5836465, 5062305, 1256372, 5836459, 5836460, 4951563, 5064825, 6692208, 1227553, 1227551, 7581961, 7171492, 1229771, 7581962, 1729273, 7581965, 4944378, 1258636, 8785443, 6078119, 5836466, 6178408, 7787001",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424141,Rhinolophus hipposideros,POP_PRESENCE,ano,"2026, 2023, 2015, 2022, 2025, 2021, 2020","5251a, 5350b, 5350c","Děčín, Kvádrberk, Kvádrberk - štola, Loubí - štola, Loupežnická jeskyně, Olešnice - jeskyně, Olešnice u Svádova, Olešnice, PP Loupežnická jeskyně, PP Loupežnická jeskyně, PP Loupežnická jeskyně 2144, Prostřední Žleb, Ústecký","15567605, 12225809, 12956721, 9544820, 12494698, 12956672, 15574116, 15288654, 11298013, 10991531, 13445684, 15299328, 11580603","12914423, 8948902, 5061314, 5061296, 5480517, 5061310, 12923511, 9633798, 7675472, 1297831, 10679657, 8068842",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0424141,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2026, 2023, 2015, 2022, 2025, 2021, 2020","5251a, 5350b, 5350c","Děčín, Kvádrberk, Kvádrberk - štola, Loubí - štola, Loupežnická jeskyně, Olešnice - jeskyně, Olešnice u Svádova, Olešnice, PP Loupežnická jeskyně, PP Loupežnická jeskyně, PP Loupežnická jeskyně 2144, Prostřední Žleb, Ústecký","15567605, 12225809, 12956721, 9544820, 12494698, 12956672, 15574116, 15288654, 11298013, 10991531, 13445684, 15299328, 11580603","12914423, 8948902, 5061314, 5061296, 5480517, 5061310, 12923511, 9633798, 7675472, 1297831, 10679657, 8068842",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510164,Rhinolophus hipposideros,POP_PRESENCE,ano,"2025, 2021",5458c,"Kozlov, štola, Košov, Lomnice nad Popelkou","15620382, 11960702","10667064, 8626112",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510164,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2025, 2021",5458c,"Kozlov, štola, Košov, Lomnice nad Popelkou","15620382, 11960702","10667064, 8626112",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510191,Rhinolophus hipposideros,POP_PRESENCE,ano,"2020, 2025, 2024, 2023, 2018","5457a, 5357c","Jeskyně Husova kaple, Jeskyně Postojna, Jeskyně Semikraska, Jeskyně pod Kalichem, Kalich a Pod Kalichem - transekt č. 1, Kalich a Pod Kalichem - transekt č. 2, Kalich a Pod Kalichem - transekt č. 4, Kalich a Pod Kalichem - transekt č. 6, Kalich a Pod Kalichem - transekt č. 7, Klokočí 14 (Tunčov), Kristova jeskyně - Klokočské skály, PR Klokočské skály, Postojná jeskyně, Pseudovrstevní jeskyně - Betlémské skály, Sloupová jeskyně - Klokočské skály, jeskyně Meta Menardi","11290318, 15620376, 15620569, 15288651, 13116360, 13116351, 13116355, 13116353, 13116356, 13116348, 13116364, 13116365, 15620870, 12256568, 10405758, 12256558, 12256559, 12256560, 12256571, 12256564, 15620363","7050227, 7050221, 7050233, 1337122, 10205918, 10205920, 10205924, 10205914, 10205916, 8787731, 9011152, 6677664, 6048108, 9011181, 9011146, 9011185",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0510191,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2020, 2025, 2024, 2023, 2018","5457a, 5357c","Jeskyně Husova kaple, Jeskyně Postojna, Jeskyně Semikraska, Jeskyně pod Kalichem, Kalich a Pod Kalichem - transekt č. 1, Kalich a Pod Kalichem - transekt č. 2, Kalich a Pod Kalichem - transekt č. 4, Kalich a Pod Kalichem - transekt č. 6, Kalich a Pod Kalichem - transekt č. 7, Klokočí 14 (Tunčov), Kristova jeskyně - Klokočské skály, PR Klokočské skály, Postojná jeskyně, Pseudovrstevní jeskyně - Betlémské skály, Sloupová jeskyně - Klokočské skály, jeskyně Meta Menardi","11290318, 15620376, 15620569, 15288651, 13116360, 13116351, 13116355, 13116353, 13116356, 13116348, 13116364, 13116365, 15620870, 12256568, 10405758, 12256558, 12256559, 12256560, 12256571, 12256564, 15620363","7050227, 7050221, 7050233, 1337122, 10205918, 10205920, 10205924, 10205914, 10205916, 8787731, 9011152, 6677664, 6048108, 9011181, 9011146, 9011185",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0512100,Rhinolophus hipposideros,POP_PRESENCE,ano,2020,5452b,Tuhanec,11277765,7652214,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0512100,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2020,5452b,Tuhanec,11277765,7652214,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513659,Rhinolophus hipposideros,POP_PRESENCE,ano,2014,5453b,Doksy,9648459,5378050,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513659,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2014,5453b,Doksy,9648459,5378050,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513662,Rhinolophus hipposideros,POP_PRESENCE,ano,2025,5254b,"Lemberk, Lemberk - zámek","15620788, 15620572","5378056, 5062991",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513662,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2025,5254b,"Lemberk, Lemberk - zámek","15620788, 15620572","5378056, 5062991",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513663,Rhinolophus hipposideros,POP_PRESENCE,ano,2022,5457c,EVL Podhájí - chalupa,"12068173, 12068272",9561120,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513663,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2022,5457c,EVL Podhájí - chalupa,"12068173, 12068272",9561120,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513665,Rhinolophus hipposideros,POP_PRESENCE,ano,2022,5253c,EVL Skalice u České Lípy,12495272,1215123,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0513665,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2022,5253c,EVL Skalice u České Lípy,12495272,1215123,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514041,Rhinolophus hipposideros,POP_PRESENCE,ano,2025,5153d,Trávník u Cvikova - jeskyně Milštejn,15620504,5067780,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514041,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2025,5153d,Trávník u Cvikova - jeskyně Milštejn,15620504,5067780,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514042,Rhinolophus hipposideros,POP_PRESENCE,ano,2012,"96,""5353c""",5353,9010816,1790501,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514042,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2012,"96,""5353c""",5353,9010816,1790501,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514113,Rhinolophus hipposideros,POP_PRESENCE,ano,"2025, 2021, 2020, 2017, 2015","5457c, 5457a, 99,""5457c""","Hrubá Skála, Hrubá Skála - zámek, Jeskyně U Hlavatice, Karlovice, Podsemín, Věžák","15620631, 15620875, 11777173, 11292677, 10087787, 9649133","5378076, 5068320, 5062039, 7667867, 5378075, 5382020",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514113,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2025, 2021, 2020, 2017, 2015","5457c, 5457a, 99,""5457c""","Hrubá Skála, Hrubá Skála - zámek, Jeskyně U Hlavatice, Karlovice, Podsemín, Věžák","15620631, 15620875, 11777173, 11292677, 10087787, 9649133","5378076, 5068320, 5062039, 7667867, 5378075, 5382020",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514243,Rhinolophus hipposideros,POP_PRESENCE,ano,"2022, 2025",5454c,"Bezděz jeskyně, Paledová jeskyně Na Bezdězu","12956617, 15288646, 15288656","5379528, 6048111",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514243,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2022, 2025",5454c,"Bezděz jeskyně, Paledová jeskyně Na Bezdězu","12956617, 15288646, 15288656","5379528, 6048111",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514667,Rhinolophus hipposideros,POP_PRESENCE,ano,"2013, 2025",5255a,"Jitrava - PR Velký Vápenný - Západní jeskyně, Jítrava,Západní jeskyně","8901481, 15620543","1336567, 5062036",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514667,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2013, 2025",5255a,"Jitrava - PR Velký Vápenný - Západní jeskyně, Jítrava,Západní jeskyně","8901481, 15620543","1336567, 5062036",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514668,Rhinolophus hipposideros,POP_PRESENCE,ano,"2019, 2025","5256c, 5255d","Malá Basa - jeskyně, Malá Basa - propast, Vápenice","11223263, 15620304, 10767945","5062029, 9238855, 1233946",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514668,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2019, 2025","5256c, 5255d","Malá Basa - jeskyně, Malá Basa - propast, Vápenice","11223263, 15620304, 10767945","5062029, 9238855, 1233946",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0514670,Rhinolophus hipposideros,POP_PRESENCE,ano,2020,"45,""5352d"", 56,""5352d""","PR Vlhošť 1908, PR Vlhošť- Detektor 7","11234810, 11246128","5355869, 7612662",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0514670,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2020,"45,""5352d"", 56,""5352d""","PR Vlhošť 1908, PR Vlhošť- Detektor 7","11234810, 11246128","5355869, 7612662",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520518,Rhinolophus hipposideros,POP_PRESENCE,ano,2013,"4,""5463d"", 45,""5463d""","NPP Polické stěny 5325, NPR Broumovské stěny","9015094, 8915904, 8915908","5405071, 1011466",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520518,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2013,"4,""5463d"", 45,""5463d""","NPP Polické stěny 5325, NPR Broumovské stěny","9015094, 8915904, 8915908","5405071, 1011466",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520519,Rhinolophus hipposideros,POP_PRESENCE,ano,2013,"73,""5462b""",NPR Adršpašsko-teplické skály 2401,8917494,1262315,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520519,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2013,"73,""5462b""",NPR Adršpašsko-teplické skály 2401,8917494,1262315,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520604,Rhinolophus hipposideros,POP_PRESENCE,ano,"2018, 2025, 2014, 2023",5864a,"Erzloch, KÚ: Nebeská Rybná, Orlické hory, štola Erzloch, Popelov - štola Erzloch, Popelov – štola Erzloch","10279137, 11189614, 15587417, 9173423, 12820083","6329800, 7528015, 5691722, 5518014, 6329936",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0520604,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2018, 2025, 2014, 2023",5864a,"Erzloch, KÚ: Nebeská Rybná, Orlické hory, štola Erzloch, Popelov - štola Erzloch, Popelov – štola Erzloch","10279137, 11189614, 15587417, 9173423, 12820083","6329800, 7528015, 5691722, 5518014, 6329936",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523009,Rhinolophus hipposideros,POP_PRESENCE,ano,"2023, 2025",5863c,"EVL Zámek v Kostelci nad Orlicí, Kostelec nad Orlicí - sklep pod zámeckým skleníkem","12956693, 15620674","9892831, 5061318",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523009,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2023, 2025",5863c,"EVL Zámek v Kostelci nad Orlicí, Kostelec nad Orlicí - sklep pod zámeckým skleníkem","12956693, 15620674","9892831, 5061318",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523288,Rhinolophus hipposideros,POP_PRESENCE,ano,2016,5661d,"Ptačí park Josefovské louky, vstupní areál",13111098,10197660,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523288,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2016,5661d,"Ptačí park Josefovské louky, vstupní areál",13111098,10197660,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523669,Rhinolophus hipposideros,POP_PRESENCE,ano,2017,5560b,EVL Bílá Třemešná,10729314,9713669,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523669,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,2017,5560b,EVL Bílá Třemešná,10729314,9713669,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523675,Rhinolophus hipposideros,POP_PRESENCE,ano,"2022, 2025",5658a,"EVL Jičíněves - zámek, Jičíněves","12068230, 15620732","9874511, 5378083",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0523675,Rhinolophus hipposideros,CELKOVE_HODNOCENI,NA,"2022, 2025",5658a,"EVL Jičíněves - zámek, Jičíněves","12068230, 15620732","9874511, 5378083",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
