kod_chu,DRUH,POSLEDNI_NALEZ
CZ0624104,Carabus hungaricus,2024-09-20
CZ0624104,Cerambyx cerdo,2023-07-11
CZ0624104,Chazara briseis,1995-01-01
CZ0624104,Cucujus cinnaberinus,2015-03-24
CZ0624104,Dianthus lumnitzeri,2025-05-20
CZ0624104,Eriogaster catax,2025-04-23
CZ0624104,Euplagia quadripunctaria,2025-08-01
CZ0624104,Iris arenaria,2023-05-04
CZ0624104,Lucanus cervus,2025-08-04
CZ0624104,Lycaena dispar,2007-05-01
CZ0624104,Myotis bechsteinii,2012-05-23
CZ0624104,Myotis blythii,2000-01-01
CZ0624104,Myotis emarginatus,2006-08-14
CZ0624104,Myotis myotis,2015-09-08
CZ0624104,Pulsatilla grandis,2024-03-31
CZ0624104,Rhinolophus hipposideros,2006-08-14
CZ0624104,Rumex sp.,2004-04-20
CZ0624104,Spermophilus citellus,2002-01-01
CZ0624104,Triturus dobrogicus,2018-04-17
CZ0624106,Barbastella barbastellus,2015-08-13
CZ0624106,Bombina bombina,2025-04-21
CZ0624106,Cerambyx cerdo,2023-05-13
CZ0624106,Echium maculatum,2005-01-01
CZ0624106,Eriogaster catax,2006-10-09
CZ0624106,Euplagia quadripunctaria,2012-08-10
CZ0624106,Lucanus cervus,2023-07-05
CZ0624106,Myotis bechsteinii,2015-08-13
CZ0624106,Myotis emarginatus,2014-08-13
CZ0624106,Myotis myotis,2015-07-23
CZ0624106,Rhinolophus hipposideros,2015-08-10
CZ0624108,Crambe tataria,2025-11-07
CZ0624108,Euplagia quadripunctaria,2008-08-01
CZ0624112,Crambe tataria,2025-05-14
CZ0624112,Lycaena dispar,2015-06-04
CZ0624112,Pulsatilla grandis,2004-01-01
CZ0624112,Spermophilus citellus,2000-01-01
CZ0624114,Cucujus cinnaberinus,2023-11-09
CZ0624114,Echium maculatum,2001-06-06
CZ0624114,Euplagia quadripunctaria,2021-08-21
CZ0624114,Lucanus cervus,2023-11-09
CZ0624114,Lycaena dispar,2017-06-01
CZ0624114,Pulsatilla grandis,2023-03-23
CZ0624115,Colias myrmidone,2003-05-23
CZ0624115,Cucujus cinnaberinus,2018-11-01
CZ0624115,Cypripedium calceolus,2024-05-02
CZ0624115,Echium maculatum,2025-06-04
CZ0624115,Euplagia quadripunctaria,2024-08-04
CZ0624115,Lycaena dispar,2011-08-17
CZ0624115,Pulsatilla grandis,2025-04-06
CZ0624116,Artemisia pancicii,2024-09-03
CZ0624116,Carabus hungaricus,2002-03-20
CZ0624116,Crambe tataria,2025-04-23
CZ0624116,Echium maculatum,2025-06-11
CZ0624116,Klasea lycopifolia,2024-05-06
CZ0624116,Lucanus cervus,2015-06-29
CZ0624116,Lycaena dispar,2021-06-02
CZ0624116,Pulsatilla grandis,2023-03-21
CZ0624118,Eriogaster catax,2025-04-22
CZ0624118,Pulsatilla grandis,2025-04-01
CZ0624119,Abramis brama,2025-07-07
CZ0624119,Acipenser ruthenus,2021-06-10
CZ0624119,Ameiurus melas,2024-08-27
CZ0624119,Ameiurus nebulosus,2024-08-27
CZ0624119,Anisus vorticulus,2025-09-08
CZ0624119,Anodonta sp.,2018-10-04
CZ0624119,Ballerus ballerus,2012-08-28
CZ0624119,Ballerus sapa,2019-11-08
CZ0624119,Barbastella barbastellus,2015-06-24
CZ0624119,Blicca bjoerkna,2025-09-30
CZ0624119,Bombina bombina,2025-07-20
CZ0624119,Castor fiber,2026-03-15
CZ0624119,Cerambyx cerdo,2025-07-29
CZ0624119,Cobitis elongatoides,2019-10-31
CZ0624119,Cobitis sp.,2023-09-07
CZ0624119,Cucujus cinnaberinus,2024-05-11
CZ0624119,Emys orbicularis,2019-07-01
CZ0624119,Eriogaster catax,2023-12-19
CZ0624119,Euphydryas maturna,2006-08-17
CZ0624119,Euplagia quadripunctaria,2024-07-27
CZ0624119,Graphoderus bilineatus,2021-05-21
CZ0624119,Gymnocephalus baloni,2019-11-08
CZ0624119,Gymnocephalus schraetser,2019-01-03
CZ0624119,Lemna trisulca,2025-07-23
CZ0624119,Leuciscus aspius,2025-09-30
CZ0624119,Limoniscus violaceus,2002-03-05
CZ0624119,Lucanus cervus,2025-06-26
CZ0624119,Lutra lutra,2026-03-15
CZ0624119,Lycaena dispar,2025-05-03
CZ0624119,Misgurnus fossilis,2023-09-08
CZ0624119,Myotis alcathoe/emarginatus,2015-07-23
CZ0624119,Myotis bechsteinii,2015-07-23
CZ0624119,Myotis dasycneme,2011-06-21
CZ0624119,Myotis emarginatus,2014-05-21
CZ0624119,Myotis myotis,2015-06-24
CZ0624119,Ophiogomphus cecilia,2020-06-30
CZ0624119,Osmoderma barnabita,2023-08-24
CZ0624119,Pelecus cultratus,2012-08-28
CZ0624119,Phengaris nausithous,2012-08-09
CZ0624119,Phengaris teleius,2024-07-19
CZ0624119,Rhinolophus hipposideros,2012-06-21
CZ0624119,Rhodeus amarus,2025-09-30
CZ0624119,Rhysodes sulcatus,2020-06-22
CZ0624119,Romanogobio vladykovi,2025-09-30
CZ0624119,Rosalia alpina,2025-07-29
CZ0624119,Rumex sp.,2001-08-02
CZ0624119,Rutilus virgo,2016-01-31
CZ0624119,Salmo trutta,2019-01-01
CZ0624119,Sanguisorba officinalis,2025-09-29
CZ0624119,Scardinius erythrophthalmus,2025-08-12
CZ0624119,Spermophilus citellus,2002-01-01
CZ0624119,Triturus dobrogicus,2025-07-20
CZ0624119,Unio crassus,2025-11-22
CZ0624119,Zingel streber,2019-10-31
CZ0624119,Zingel zingel,2020-11-15
CZ0624128,Cerambyx cerdo,2025-04-22
CZ0624128,Cucujus cinnaberinus,2015-05-11
CZ0624128,Dianthus moravicus,2022-06-09
CZ0624128,Euplagia quadripunctaria,2023-08-16
CZ0624128,Lucanus cervus,2025-06-25
CZ0624128,Lutra lutra,2006-10-22
CZ0624128,Myotis myotis,2005-04-14
CZ0624128,Pulsatilla grandis,2024-04-16
CZ0624128,Rhinolophus hipposideros,2014-05-21
CZ0624128,Spermophilus citellus,2005-04-14
CZ0624128,Unio crassus,2000-06-07
CZ0624129,Anodonta sp.,2021-04-26
CZ0624129,Bombina bombina,2013-08-02
CZ0624129,Cucujus cinnaberinus,2026-02-20
CZ0624129,Lutra lutra,2024-11-15
CZ0624129,Lycaena dispar,2025-08-06
CZ0624129,Phengaris nausithous,2025-08-06
CZ0624129,Sanguisorba officinalis,2025-07-22
CZ0624129,Triturus cristatus,2025-03-19
CZ0624129,Vertigo angustior,2014-09-23
CZ0624130,Abramis brama,2022-03-23
CZ0624130,Anodonta sp.,2022-03-23
CZ0624130,Barbastella barbastellus,2026-03-03
CZ0624130,Bombina bombina,2010-04-20
CZ0624130,Buxbaumia viridis,2025-12-18
CZ0624130,Canis lupus,2025-11-07
CZ0624130,Castor fiber,2026-02-19
CZ0624130,Cerambyx cerdo,1995-06-01
CZ0624130,Chamaecytisus sp.,2002-07-06
CZ0624130,Cottus gobio,2025-03-08
CZ0624130,Cucujus cinnaberinus,2022-10-17
CZ0624130,Cypripedium calceolus,2024-06-05
CZ0624130,Dicranum viride,2024-11-26
CZ0624130,Echium maculatum,2025-06-04
CZ0624130,Euplagia quadripunctaria,2025-08-29
CZ0624130,Lemna trisulca,2007-06-01
CZ0624130,Limoniscus violaceus,2023-11-18
CZ0624130,Lucanus cervus,2025-07-30
CZ0624130,Lutra lutra,2025-08-29
CZ0624130,Lycaena dispar,2025-08-15
CZ0624130,Lynx lynx,2019-02-01
CZ0624130,Myotis alcathoe/emarginatus,2024-08-08
CZ0624130,Myotis bechsteinii,2026-02-06
CZ0624130,Myotis blythii,2012-06-21
CZ0624130,Myotis dasycneme,2026-02-06
CZ0624130,Myotis emarginatus,2026-02-09
CZ0624130,Myotis myotis,2026-03-03
CZ0624130,Myotis sp.,2026-03-03
CZ0624130,Osmoderma barnabita,2024-04-07
CZ0624130,Phengaris nausithous,2025-08-11
CZ0624130,Phengaris teleius,2020-07-31
CZ0624130,Pulsatilla grandis,2025-03-26
CZ0624130,Rhinolophus hipposideros,2026-03-03
CZ0624130,Rumex sp.,2007-12-07
CZ0624130,Salmo trutta,2022-10-08
CZ0624130,Sanguisorba officinalis,2025-08-29
CZ0624130,Scardinius erythrophthalmus,2024-10-11
CZ0624130,Triturus cristatus,2024-09-18
CZ0624132,Barbastella barbastellus,2017-12-02
CZ0624132,Canis lupus,2022-01-08
CZ0624132,Castor fiber,2026-01-28
CZ0624132,Euplagia quadripunctaria,2021-07-31
CZ0624132,Limoniscus violaceus,2015-04-16
CZ0624132,Lutra lutra,2006-10-20
CZ0624132,Lycaena dispar,2022-08-19
CZ0624132,Lynx lynx,2021-01-21
CZ0624132,Ophiogomphus cecilia,2012-07-03
CZ0624132,Phengaris nausithous,2020-07-31
CZ0624132,Phengaris teleius,2020-07-31
CZ0624132,Rhinolophus hipposideros,2024-10-28
CZ0624132,Rumex sp.,2013-04-01
CZ0624234,Cerambyx cerdo,2025-07-21
CZ0624234,Cucujus cinnaberinus,2019-05-06
CZ0624234,Euplagia quadripunctaria,2025-08-02
CZ0624234,Iris arenaria,2024-04-29
CZ0624234,Lucanus cervus,2025-08-03
CZ0624234,Lycaena dispar,2007-05-21
CZ0624234,Pulsatilla grandis,2000-09-20
CZ0624234,Spermophilus citellus,2001-05-15
CZ0624235,Lycaena dispar,2018-06-10
CZ0624235,Pulsatilla grandis,2025-04-21
CZ0624236,Echium maculatum,2025-06-06
CZ0624236,Euplagia quadripunctaria,2024-07-30
CZ0624236,Lucanus cervus,2021-07-07
CZ0624236,Lycaena dispar,2015-08-18
CZ0624236,Pulsatilla grandis,2025-03-20
CZ0624238,Abramis brama,2025-08-11
CZ0624238,Blicca bjoerkna,2025-08-11
CZ0624238,Castor fiber,2024-06-02
CZ0624238,Cucujus cinnaberinus,2025-04-07
CZ0624238,Leuciscus aspius,2025-08-11
CZ0624238,Lutra lutra,2019-04-19
CZ0624238,Ophiogomphus cecilia,2019-08-25
CZ0624238,Rhodeus amarus,2025-08-11
CZ0624238,Romanogobio vladykovi,2025-08-11
CZ0624238,Sabanejewia balcanica,2025-08-11
CZ0624238,Salmo trutta,2014-08-08
CZ0624238,Unio crassus,2025-07-13
CZ0625020,Buxbaumia viridis,2023-12-14
CZ0625020,Dicranum viride,2023-12-14
CZ0710004,Euplagia quadripunctaria,2020-08-21
CZ0710004,Lucanus cervus,2020-08-05
CZ0710004,Lycaena dispar,2003-01-01
CZ0710004,Myotis bechsteinii,2021-07-17
CZ0710004,Sanguisorba officinalis,2022-03-29
CZ0710004,Succisa pratensis,2022-03-29
CZ0710006,Euplagia quadripunctaria,2022-08-04
CZ0710006,Lycaena dispar,2011-08-03
CZ0710006,Phengaris nausithous,2010-08-10
CZ0710006,Sanguisorba officinalis,2022-08-23
CZ0710007,Euplagia quadripunctaria,2021-08-11
CZ0710148,Cucujus cinnaberinus,2021-04-03
CZ0710148,Euplagia quadripunctaria,2021-08-11
CZ0710148,Lutra lutra,2016-04-29
CZ0710161,Bombina bombina,2006-01-01
CZ0710161,Cucujus cinnaberinus,2022-05-21
CZ0710161,Dicranum viride,2024-04-06
CZ0710161,Lemna trisulca,2021-03-03
CZ0710161,Lutra lutra,2011-01-03
CZ0710161,Lycaena dispar,2024-08-29
CZ0710161,Succisa pratensis,2006-01-01
CZ0710161,Triturus cristatus,2024-04-06
CZ0710182,Bombina variegata,2008-07-26
CZ0710182,Castor fiber,2021-05-20
CZ0710182,Cucujus cinnaberinus,2018-04-22
CZ0710182,Leucorrhinia pectoralis,2021-06-17
CZ0710182,Lycaena dispar,2024-07-23
CZ0710182,Phengaris nausithous,2021-07-27
CZ0710182,Phengaris teleius,2010-08-17
CZ0710182,Sanguisorba officinalis,2017-07-06
CZ0710182,Succisa pratensis,2017-06-02
CZ0710182,Triturus cristatus,2018-05-01
CZ0710183,Barbastella barbastellus,2020-08-08
CZ0710183,Buxbaumia viridis,2015-09-24
CZ0710183,Canis lupus,2023-02-04
CZ0710183,Carabus variolosus,2012-11-08
CZ0710183,Lutra lutra,2016-11-18
CZ0710183,Myotis bechsteinii,2020-08-08
CZ0710183,Salmo trutta,2024-11-25
CZ0710505,Euplagia quadripunctaria,2020-08-06
CZ0710505,Pulsatilla grandis,2023-06-14
CZ0712186,Abramis brama,2020-09-20
CZ0712186,Angelica palustris,2024-04-24
CZ0712186,Blicca bjoerkna,2005-09-07
CZ0712186,Bombina bombina,2024-04-05
CZ0712186,Castor fiber,2023-01-26
CZ0712186,Cucujus cinnaberinus,2022-10-28
CZ0712186,Lemna trisulca,2017-09-18
CZ0712186,Lycaena dispar,2018-08-05
CZ0712186,Misgurnus fossilis,2020-09-20
CZ0712186,Myotis myotis,2014-08-28
CZ0712186,Phengaris nausithous,2017-07-16
CZ0712186,Rhodeus amarus,2000-01-01
CZ0712186,Scardinius erythrophthalmus,2020-09-20
CZ0712186,Triturus cristatus,2024-04-10
CZ0712187,Asplenium adulterinum,2022-04-10
CZ0712187,Sanguisorba officinalis,2021-04-30
CZ0712189,Barbastella barbastellus,2000-01-22
CZ0712189,Cypripedium calceolus,2023-06-13
CZ0712189,Myotis myotis,2001-01-27
CZ0712189,Rhinolophus hipposideros,2001-01-27
CZ0712191,Gentianella praecox subsp. bohemica,2023-09-25
CZ0712191,Succisa pratensis,2001-08-23
CZ0712192,Lycaena dispar,2004-01-01
CZ0712192,Pulsatilla grandis,2025-03-20
CZ0712193,Lycaena dispar,2017-09-10
CZ0712193,Pulsatilla grandis,2024-04-15
CZ0712197,Asplenium adulterinum,2024-10-16
CZ0712225,Pulsatilla grandis,2024-04-08
CZ0712226,Cypripedium calceolus,2023-06-08
CZ0713004,Cottus gobio,2017-09-29
CZ0713004,Eudontomyzon mariae,2023-10-01
CZ0713004,Lampetra planeri,2013-09-23
CZ0713004,Lutra lutra,2015-09-16
CZ0713004,Myotis myotis,2015-09-16
CZ0713004,Salmo trutta,2019-08-14
CZ0713008,Bombina bombina,2025-08-29
CZ0713008,Triturus cristatus,2025-08-29
CZ0713374,Abramis brama,2004-01-01
CZ0713374,Castor fiber,2022-09-22
CZ0713374,Cottus gobio,2025-09-03
CZ0713374,Lampetra planeri,2025-09-03
CZ0713374,Lutra lutra,2015-09-27
CZ0713374,Salmo trutta,2025-09-03
CZ0713375,Castor fiber,2025-12-07
CZ0713375,Cucujus cinnaberinus,2024-12-20
CZ0713375,Lutra lutra,2016-10-24
CZ0713383,Triturus cristatus,2024-05-23
CZ0713385,Bombina bombina,2021-04-27
CZ0713385,Bombina variegata,2025-06-04
CZ0713385,Leucorrhinia pectoralis,2022-06-03
CZ0713385,Lutra lutra,2016-04-13
CZ0713385,Myotis myotis,2015-10-09
CZ0713385,Salmo trutta,2015-10-23
CZ0713385,Triturus cristatus,2025-06-08
CZ0713388,Lycaena dispar,2020-08-20
CZ0713388,Phengaris nausithous,2022-08-22
CZ0713388,Sanguisorba officinalis,2021-07-29
CZ0713391,Anisus vorticulus,2025-08-02
CZ0713391,Lemna trisulca,2015-06-10
CZ0713394,Abramis brama,2020-09-16
CZ0713394,Bombina bombina,2026-05-07
CZ0713394,Rumex sp.,2020-05-17
CZ0713394,Scardinius erythrophthalmus,2020-09-16
CZ0713394,Triturus cristatus,2015-08-08
CZ0713395,Bombina variegata,2005-06-11
CZ0713395,Castor fiber,2024-04-12
CZ0713395,Lemna trisulca,2020-07-19
CZ0713395,Leucorrhinia pectoralis,2020-09-05
CZ0713395,Lycaena dispar,2020-07-04
CZ0713395,Phengaris nausithous,2020-08-13
CZ0713395,Phengaris teleius,2020-08-13
CZ0713395,Sanguisorba officinalis,2022-07-27
CZ0713395,Succisa pratensis,2022-07-27
CZ0713395,Triturus cristatus,2006-06-13
CZ0713395,Vertigo geyeri,2024-06-11
CZ0713397,Carabus variolosus,2013-08-03
CZ0713397,Lissotriton montandoni,2025-08-24
CZ0713397,Lutra lutra,2015-04-21
CZ0713397,Lynx lynx,2007-02-01
CZ0713397,Salmo trutta,2025-08-24
CZ0713397,Scardinius erythrophthalmus,2025-08-24
CZ0713397,Triturus cristatus,2025-05-06
CZ0713398,Bombina bombina,2023-05-23
CZ0713398,Bombina variegata,2025-09-22
CZ0713398,Castor fiber,2025-09-19
CZ0713398,Lampetra planeri,2020-09-07
CZ0713398,Leucorrhinia pectoralis,2023-06-01
CZ0713398,Lissotriton montandoni,2024-04-11
CZ0713398,Lutra lutra,2015-08-23
CZ0713398,Lycaena dispar,2013-06-12
CZ0713398,Myotis emarginatus,2015-08-23
CZ0713398,Myotis myotis,2015-08-23
CZ0713398,Scardinius erythrophthalmus,2020-09-07
CZ0713398,Triturus cristatus,2025-06-04
CZ0713526,Barbastella barbastellus,2022-01-23
CZ0713526,Myotis bechsteinii,2022-01-23
CZ0713526,Myotis emarginatus,2022-01-23
CZ0713526,Myotis myotis,2022-01-23
CZ0713526,Rhinolophus hipposideros,2022-01-23
CZ0713720,Myotis myotis,2021-07-22
CZ0713722,Barbastella barbastellus,2025-02-03
CZ0713722,Myotis emarginatus,2025-07-29
CZ0713722,Rhinolophus hipposideros,2025-07-29
CZ0713723,Barbastella barbastellus,2017-01-25
CZ0713723,Myotis myotis,2021-01-19
CZ0713723,Myotis sp.,2019-02-15
CZ0713723,Rhinolophus hipposideros,2021-07-15
CZ0713724,Rhinolophus hipposideros,2011-07-20
CZ0713725,Myotis emarginatus,2011-07-20
CZ0713726,Myotis myotis,2006-06-24
CZ0713728,Myotis myotis,2005-07-01
CZ0713730,Barbastella barbastellus,2025-08-22
CZ0713730,Bombina variegata,2001-06-19
CZ0713730,Myotis bechsteinii,2004-08-02
CZ0713730,Myotis emarginatus,2025-01-25
CZ0713730,Myotis myotis,2025-01-25
CZ0713730,Myotis sp.,2024-01-26
CZ0713730,Rhinolophus hipposideros,2025-08-22
CZ0713730,Triturus cristatus,2008-09-05
CZ0713734,Myotis emarginatus,2011-07-08
CZ0713735,Rhinolophus hipposideros,2021-08-02
CZ0713736,Myotis myotis,2006-06-28
CZ0713739,Barbastella barbastellus,2004-12-31
CZ0713739,Myotis myotis,2021-07-26
CZ0713739,Rhinolophus hipposideros,2021-07-26
CZ0713740,Myotis myotis,2021-07-30
CZ0713740,Rhinolophus hipposideros,2021-07-30
CZ0713741,Barbastella barbastellus,2022-01-17
CZ0713741,Myotis bechsteinii,2021-01-18
CZ0713741,Myotis emarginatus,2022-01-17
CZ0713741,Myotis myotis,2022-01-17
CZ0713741,Myotis sp.,2024-11-16
CZ0713741,Rhinolophus hipposideros,2024-11-16
CZ0713742,Barbastella barbastellus,2024-01-13
CZ0713742,Myotis bechsteinii,2025-02-16
CZ0713742,Myotis emarginatus,2025-02-16
CZ0713742,Myotis myotis,2025-02-16
CZ0713742,Rhinolophus hipposideros,2025-02-16
CZ0713743,Barbastella barbastellus,2022-01-21
CZ0713743,Myotis emarginatus,2022-01-21
CZ0713743,Myotis myotis,2022-01-21
CZ0713743,Rhinolophus hipposideros,2022-01-21
CZ0713745,Barbastella barbastellus,2001-02-10
CZ0713745,Myotis emarginatus,2001-02-10
CZ0713746,Myotis myotis,2021-06-14
CZ0713747,Myotis emarginatus,2011-07-05
CZ0713827,Barbastella barbastellus,2004-03-16
CZ0713827,Bombina variegata,2024-07-31
CZ0713827,Castor fiber,2023-12-16
CZ0713827,Cottus gobio,2004-01-01
CZ0713827,Lampetra planeri,2004-01-01
CZ0713827,Salmo trutta,2004-01-01
CZ0713827,Triturus cristatus,2024-06-17
CZ0714073,Abramis brama,2023-11-04
CZ0714073,Ameiurus nebulosus,2016-04-21
CZ0714073,Angelica palustris,2003-01-01
CZ0714073,Anisus vorticulus,2025-11-01
CZ0714073,Barbastella barbastellus,2025-12-17
CZ0714073,Blicca bjoerkna,2004-01-01
CZ0714073,Bombina bombina,2026-02-05
CZ0714073,Canis lupus,2017-12-28
CZ0714073,Castor fiber,2026-03-04
CZ0714073,Cottus gobio,2023-10-05
CZ0714073,Cucujus cinnaberinus,2024-03-17
CZ0714073,Euplagia quadripunctaria,2020-08-02
CZ0714073,Lampetra planeri,2015-09-01
CZ0714073,Lemna trisulca,2024-07-03
CZ0714073,Leuciscus aspius,2012-06-08
CZ0714073,Leucorrhinia pectoralis,2021-07-18
CZ0714073,Lucanus cervus,2015-06-06
CZ0714073,Lutra lutra,2026-01-19
CZ0714073,Lycaena dispar,2025-06-02
CZ0714073,Misgurnus fossilis,2022-09-01
CZ0714073,Myotis alcathoe/emarginatus,2022-06-02
CZ0714073,Myotis bechsteinii,2022-10-05
CZ0714073,Myotis blythii,2012-06-21
CZ0714073,Myotis dasycneme,2022-06-02
CZ0714073,Myotis emarginatus,2023-02-16
CZ0714073,Myotis myotis,2023-12-06
CZ0714073,Myotis sp.,2004-01-30
CZ0714073,Ophiogomphus cecilia,2025-08-07
CZ0714073,Phengaris nausithous,2025-08-10
CZ0714073,Phengaris teleius,2004-07-17
CZ0714073,Rhinolophus hipposideros,2025-12-17
CZ0714073,Rhodeus amarus,2023-11-04
CZ0714073,Rumex sp.,2022-09-30
CZ0714073,Salmo trutta,2018-09-23
CZ0714073,Sanguisorba officinalis,2024-07-26
CZ0714073,Scardinius erythrophthalmus,2022-09-01
CZ0714073,Succisa pratensis,2024-07-26
CZ0714073,Triturus cristatus,2026-02-05
CZ0714073,Unio crassus,2025-08-18
CZ0714075,Barbastella barbastellus,2011-12-21
CZ0714075,Buxbaumia viridis,2024-08-22
CZ0714075,Canis lupus,2026-02-19
CZ0714075,Carabus variolosus,2021-06-29
CZ0714075,Cottus gobio,2004-01-01
CZ0714075,Lissotriton montandoni,2012-07-07
CZ0714075,Lutra lutra,2016-01-31
CZ0714075,Lynx lynx,2013-01-26
CZ0714075,Myotis emarginatus,2011-12-21
CZ0714075,Myotis myotis,2012-06-21
CZ0714075,Rhinolophus hipposideros,2012-06-21
CZ0714075,Salmo trutta,2004-01-01
CZ0714076,Bombina bombina,2011-04-21
CZ0714076,Euplagia quadripunctaria,2023-08-20
CZ0714076,Lycaena dispar,2023-06-08
CZ0714076,Pulsatilla grandis,2025-05-25
CZ0714076,Spermophilus citellus,2001-08-15
CZ0714076,Triturus cristatus,2011-07-05
CZ0714077,Barbastella barbastellus,2022-08-11
CZ0714077,Buxbaumia viridis,2021-11-01
CZ0714077,Campanula gelida,2024-07-25
CZ0714077,Canis lupus,2026-03-04
CZ0714077,Carabus variolosus,2023-06-28
CZ0714077,Cottus gobio,2004-01-01
CZ0714077,Lutra lutra,2015-03-10
CZ0714077,Lynx lynx,2011-02-06
CZ0714077,Myotis bechsteinii,2021-09-14
CZ0714077,Myotis emarginatus,2011-12-21
CZ0714077,Myotis myotis,2022-07-24
CZ0714077,Myotis sp.,2002-03-09
CZ0714077,Poa riphaea,2024-08-27
CZ0714077,Rhinolophus hipposideros,2022-07-24
CZ0714077,Salmo trutta,2004-01-01
CZ0714078,Barbastella barbastellus,2015-05-06
CZ0714078,Buxbaumia viridis,2021-06-03
CZ0714078,Carabus variolosus,2003-01-01
CZ0714078,Lutra lutra,2015-05-17
CZ0714078,Lynx lynx,2005-02-01
CZ0714078,Salmo trutta,2001-05-22
CZ0714080,Barbastella barbastellus,2026-03-03
CZ0714080,Cypripedium calceolus,2024-05-15
CZ0714080,Euplagia quadripunctaria,2022-08-03
CZ0714080,Lutra lutra,2012-05-09
CZ0714080,Myotis bechsteinii,2021-02-05
CZ0714080,Myotis emarginatus,2026-03-03
CZ0714080,Myotis myotis,2026-03-03
CZ0714080,Myotis sp.,2026-01-17
CZ0714080,Rhinolophus ferrumequinum,2007-07-16
CZ0714080,Rhinolophus hipposideros,2026-03-03
CZ0714081,Buxbaumia viridis,2020-10-08
CZ0714081,Canis lupus,2024-11-09
CZ0714081,Carabus variolosus,2022-06-07
CZ0714081,Castor fiber,2025-01-10
CZ0714081,Lampetra planeri,2025-09-11
CZ0714081,Leucorrhinia pectoralis,2020-06-27
CZ0714081,Lissotriton montandoni,2025-07-26
CZ0714081,Lynx lynx,2007-01-01
CZ0714081,Myotis myotis,1982-01-01
CZ0714081,Salmo trutta,2025-09-11
CZ0714082,Abramis brama,2017-08-07
CZ0714082,Blicca bjoerkna,2004-01-01
CZ0714082,Bombina bombina,2025-05-14
CZ0714082,Castor fiber,2014-01-12
CZ0714082,Cobitis sp.,2019-10-28
CZ0714082,Cucujus cinnaberinus,2024-10-28
CZ0714082,Euplagia quadripunctaria,2019-08-04
CZ0714082,Lemna trisulca,2005-04-01
CZ0714082,Leuciscus aspius,2012-10-17
CZ0714082,Lucanus cervus,2024-05-22
CZ0714082,Lutra lutra,2025-01-12
CZ0714082,Misgurnus fossilis,2004-01-01
CZ0714082,Myotis bechsteinii,2014-08-29
CZ0714082,Myotis myotis,2014-08-29
CZ0714082,Osmoderma barnabita,2013-04-06
CZ0714082,Phengaris nausithous,2004-07-19
CZ0714082,Rhodeus amarus,2022-09-01
CZ0714082,Romanogobio banaticus,2023-09-21
CZ0714082,Salmo trutta,2024-07-09
CZ0714082,Scardinius erythrophthalmus,2004-01-01
CZ0714082,Triturus cristatus,2025-05-06
CZ0714082,Unio crassus,2024-07-09
CZ0714083,Bombina bombina,2004-05-30
CZ0714083,Euplagia quadripunctaria,2022-08-15
CZ0714083,Lemna trisulca,2007-08-21
CZ0714083,Lycaena dispar,2004-01-01
CZ0714083,Triturus cristatus,2011-04-21
CZ0714084,Asplenium adulterinum,2025-03-26
CZ0714084,Lynx lynx,2013-08-01
CZ0714085,Abramis brama,2021-06-08
CZ0714085,Ameiurus nebulosus,2004-01-01
CZ0714085,Blicca bjoerkna,2025-08-19
CZ0714085,Bombina bombina,2025-07-24
CZ0714085,Canis lupus,2025-02-05
CZ0714085,Castor fiber,2025-12-19
CZ0714085,Cerambyx cerdo,2013-02-10
CZ0714085,Cottus gobio,2010-01-01
CZ0714085,Cucujus cinnaberinus,2023-09-07
CZ0714085,Euplagia quadripunctaria,2015-08-02
CZ0714085,Lemna trisulca,2020-04-01
CZ0714085,Leuciscus aspius,2025-08-19
CZ0714085,Lutra lutra,2026-01-21
CZ0714085,Lycaena dispar,2023-08-16
CZ0714085,Misgurnus fossilis,2020-05-06
CZ0714085,Ophiogomphus cecilia,2020-08-08
CZ0714085,Osmoderma barnabita,2022-10-27
CZ0714085,Phengaris nausithous,2025-07-24
CZ0714085,Phengaris teleius,2001-01-01
CZ0714085,Rhodeus amarus,2025-08-19
CZ0714085,Romanogobio banaticus,2025-08-19
CZ0714085,Romanogobio vladykovi,2025-08-19
CZ0714085,Salmo trutta,2004-01-01
CZ0714085,Sanguisorba officinalis,2022-08-14
CZ0714085,Scardinius erythrophthalmus,2022-09-01
CZ0714085,Succisa pratensis,2022-08-07
CZ0714085,Triturus carnifex,2024-08-10
CZ0714085,Triturus cristatus,2025-07-05
CZ0714085,Unio crassus,2007-07-14
CZ0714086,Barbastella barbastellus,2014-01-25
CZ0714086,Buxbaumia viridis,2015-09-24
CZ0714086,Canis lupus,2026-02-19
CZ0714086,Carabus variolosus,2020-05-27
CZ0714086,Cottus gobio,2004-01-01
CZ0714086,Lampetra planeri,2004-01-01
CZ0714086,Lutra lutra,2018-12-02
CZ0714086,Lycaena dispar,2013-07-09
CZ0714086,Lynx lynx,2013-07-06
CZ0714086,Myotis bechsteinii,2021-01-30
CZ0714086,Myotis emarginatus,2025-02-01
CZ0714086,Myotis myotis,2025-02-01
CZ0714086,Myotis sp.,2018-01-26
CZ0714086,Rhinolophus hipposideros,2025-02-01
CZ0714086,Salmo trutta,2018-10-03
CZ0714086,Sanguisorba officinalis,2019-04-21
CZ0714086,Triturus cristatus,2025-02-24
CZ0714133,Barbastella barbastellus,2025-01-26
CZ0714133,Bombina variegata,2025-06-02
CZ0714133,Canis lupus,2024-11-05
CZ0714133,Carabus variolosus,2023-05-19
