kod_chu,DRUH,POSLEDNI_NALEZ
CZ0323165,Castor fiber,2009-02-03
CZ0323165,Cottus gobio,2018-10-03
CZ0323165,Lampetra planeri,2024-10-22
CZ0323165,Lutra lutra,2016-11-10
CZ0323165,Myotis myotis,2015-05-12
CZ0323165,Ophiogomphus cecilia,2019-06-29
CZ0323165,Salmo trutta,2018-10-03
CZ0323165,Scardinius erythrophthalmus,2004-01-01
CZ0323166,Austropotamobius torrentium,2025-09-02
CZ0323166,Castor fiber,2024-05-09
CZ0323166,Cottus gobio,2023-06-29
CZ0323166,Lampetra planeri,2022-05-04
CZ0323166,Lutra lutra,2014-04-12
CZ0323166,Salmo trutta,2017-09-27
CZ0323166,Sanguisorba officinalis,2010-05-28
CZ0323167,Austropotamobius torrentium,2025-10-16
CZ0323167,Bombina bombina,2022-04-29
CZ0323167,Bombina variegata,2025-06-05
CZ0323167,Castor fiber,2022-05-18
CZ0323167,Myotis sp.,2015-07-04
CZ0323167,Phengaris nausithous,2025-08-05
CZ0323167,Phengaris teleius,2014-07-19
CZ0323167,Rumex sp.,2008-08-10
CZ0323167,Sanguisorba officinalis,2021-09-02
CZ0323167,Succisa pratensis,2021-05-16
CZ0323167,Triturus cristatus,2011-08-03
CZ0323169,Bombina variegata,2025-06-05
CZ0323169,Sanguisorba officinalis,2024-07-26
CZ0323169,Triturus cristatus,2025-06-05
CZ0323170,Austropotamobius torrentium,2016-10-19
CZ0323170,Salmo trutta,2004-01-01
CZ0323478,Bombina variegata,2025-08-17
CZ0323636,Myotis myotis,2025-06-09
CZ0323637,Barbastella barbastellus,2021-02-03
CZ0323637,Myotis myotis,2024-01-29
CZ0323638,Barbastella barbastellus,2025-01-29
CZ0323638,Myotis bechsteinii,2019-01-26
CZ0323638,Myotis myotis,2025-01-29
CZ0323639,Barbastella barbastellus,2022-02-02
CZ0323639,Myotis myotis,2025-06-09
CZ0323640,Myotis myotis,2025-06-09
CZ0323641,Myotis myotis,2025-06-09
CZ0323642,Myotis myotis,2025-06-09
CZ0323644,Myotis bechsteinii,2012-02-29
CZ0323644,Myotis myotis,2012-02-29
CZ0323645,Barbastella barbastellus,2022-01-26
CZ0323645,Myotis bechsteinii,2025-01-28
CZ0323645,Myotis myotis,2025-01-28
CZ0323646,Barbastella barbastellus,2024-01-31
CZ0323646,Myotis bechsteinii,2017-02-07
CZ0323646,Myotis myotis,2024-01-31
CZ0323647,Myotis myotis,2025-06-09
CZ0323648,Myotis myotis,2014-07-04
CZ0323648,Rhinolophus hipposideros,2014-07-04
CZ0323812,Cottus gobio,2022-11-11
CZ0323812,Lampetra planeri,2023-10-09
CZ0323812,Lutra lutra,2006-10-05
CZ0323812,Salmo trutta,2017-10-10
CZ0323824,Castor fiber,2023-04-12
CZ0323824,Cottus gobio,2019-09-23
CZ0323824,Gentianella praecox subsp. bohemica,2004-01-01
CZ0323824,Lampetra planeri,2023-10-27
CZ0323824,Lutra lutra,2015-06-27
CZ0323824,Misgurnus fossilis,2009-10-24
CZ0323824,Salmo trutta,2015-11-18
CZ0323825,Castor fiber,2021-09-08
CZ0323825,Cottus gobio,2019-09-12
CZ0323825,Lampetra planeri,2021-11-16
CZ0323825,Salmo trutta,2019-09-12
CZ0323826,Bombina variegata,2024-07-24
CZ0323826,Sanguisorba officinalis,2022-06-21
CZ0323826,Triturus cristatus,2024-07-24
CZ0324025,Castor fiber,2023-07-06
CZ0324025,Cottus gobio,2015-11-17
CZ0324025,Euplagia quadripunctaria,2015-08-09
CZ0324025,Lampetra planeri,2015-11-17
CZ0324025,Lutra lutra,2016-12-01
CZ0324025,Ophiogomphus cecilia,2015-06-28
CZ0324025,Salmo trutta,2015-11-17
CZ0324025,Sanguisorba officinalis,2025-05-11
CZ0324025,Succisa pratensis,2025-04-23
CZ0324026,Barbastella barbastellus,2015-12-16
CZ0324026,Canis lupus,2023-06-01
CZ0324026,Castor fiber,2024-03-28
CZ0324026,Cottus gobio,2016-09-23
CZ0324026,Lampetra planeri,2022-09-24
CZ0324026,Lutra lutra,2018-06-01
CZ0324026,Lynx lynx,2000-11-01
CZ0324026,Myotis bechsteinii,2015-08-20
CZ0324026,Myotis myotis,2015-10-04
CZ0324026,Phengaris nausithous,2020-08-16
CZ0324026,Rumex sp.,2009-06-06
CZ0324026,Salmo trutta,2016-09-23
CZ0324026,Sanguisorba officinalis,2019-05-22
CZ0324026,Succisa pratensis,2019-05-22
CZ0324029,Euplagia quadripunctaria,2017-04-01
CZ0324029,Phengaris nausithous,2011-05-29
CZ0324029,Sanguisorba officinalis,2016-04-01
CZ0324029,Succisa pratensis,2023-06-12
CZ0324032,Succisa pratensis,2019-07-12
CZ0325001,Hamatocaulis vernicosus,2020-11-01
CZ0325001,Phengaris nausithous,2025-08-15
CZ0325001,Sanguisorba officinalis,2018-06-30
CZ0325001,Succisa pratensis,2018-06-30
CZ0325002,Buxbaumia viridis,2024-09-29
CZ0325002,Hamatocaulis vernicosus,2020-11-01
CZ0325002,Sanguisorba officinalis,2007-09-16
CZ0325002,Succisa pratensis,2010-06-27
CZ0325003,Dicranum viride,2022-07-03
CZ0410001,Barbastella barbastellus,2017-10-04
CZ0410020,Abramis brama,2004-01-01
CZ0410020,Blicca bjoerkna,2015-10-22
CZ0410020,Castor fiber,2025-07-29
CZ0410020,Cottus gobio,2004-01-01
CZ0410020,Euphydryas aurinia,2007-06-11
CZ0410020,Lampetra planeri,2021-06-05
CZ0410020,Leuciscus aspius,2015-01-01
CZ0410020,Leucorrhinia pectoralis,2015-06-10
CZ0410020,Lutra lutra,2022-08-07
CZ0410020,Misgurnus fossilis,2017-10-19
CZ0410020,Ophiogomphus cecilia,2022-08-07
CZ0410020,Rumex sp.,2005-09-02
CZ0410020,Salmo trutta,2017-10-19
CZ0410020,Sanguisorba officinalis,2016-07-03
CZ0410020,Scardinius erythrophthalmus,2013-07-24
CZ0410020,Succisa pratensis,2005-08-27
CZ0410021,Euphydryas aurinia,2009-06-15
CZ0410021,Ophiogomphus cecilia,2025-06-30
CZ0410021,Sanguisorba officinalis,2010-09-21
CZ0410021,Succisa pratensis,2010-09-21
CZ0410023,Castor fiber,2020-04-19
CZ0410023,Sanguisorba officinalis,2018-05-25
CZ0410023,Succisa pratensis,2024-07-23
CZ0410038,Hamatocaulis vernicosus,2001-01-01
CZ0410040,Lycaena dispar,2025-07-18
CZ0410040,Rumex sp.,2005-08-26
CZ0410040,Sanguisorba officinalis,2005-08-26
CZ0410047,Euphydryas aurinia,2009-05-20
CZ0410047,Sanguisorba officinalis,2012-09-09
CZ0410150,Barbastella barbastellus,2013-07-23
CZ0410150,Castor fiber,2025-05-28
CZ0410150,Epidalea calamita,2020-07-28
CZ0410150,Euphydryas aurinia,2025-08-30
CZ0410150,Leucorrhinia pectoralis,2021-06-16
CZ0410150,Lutra lutra,2006-09-28
CZ0410150,Myotis sp.,2013-07-23
CZ0410150,Rumex sp.,2019-06-26
CZ0410150,Sanguisorba officinalis,2014-09-04
CZ0410150,Succisa pratensis,2014-09-04
CZ0410150,Triturus cristatus,2013-06-05
CZ0410151,Euplagia quadripunctaria,2020-01-01
CZ0410151,Lycaena dispar,2022-06-15
CZ0410151,Myotis myotis,2023-05-05
CZ0410151,Myotis sp.,2023-05-05
CZ0410151,Phengaris nausithous,2021-08-20
CZ0410151,Sanguisorba officinalis,2009-05-18
CZ0410151,Triturus cristatus,2011-06-03
CZ0410155,Barbastella barbastellus,2008-02-05
CZ0410155,Canis lupus,2025-01-26
CZ0410155,Lycaena dispar,2024-06-26
CZ0410155,Myotis myotis,2008-02-05
CZ0410155,Orthotrichum rogeri,2019-08-01
CZ0410155,Phengaris nausithous,2024-07-22
CZ0410155,Salmo trutta,2015-09-21
CZ0410155,Sanguisorba officinalis,2022-10-27
CZ0410168,Sanguisorba officinalis,2008-12-02
CZ0410168,Succisa pratensis,2008-11-23
CZ0410401,Canis lupus,2024-12-16
CZ0410401,Euphydryas aurinia,2011-09-06
CZ0410401,Leucorrhinia pectoralis,2022-05-15
CZ0410401,Sanguisorba officinalis,2010-08-22
CZ0410401,Succisa pratensis,2010-08-22
CZ0410404,Euphydryas aurinia,2009-06-16
CZ0410404,Lutra lutra,2024-12-16
CZ0410413,Abramis brama,2004-01-01
CZ0410413,Blicca bjoerkna,2004-01-01
CZ0410413,Castor fiber,2023-10-15
CZ0410413,Cottus gobio,2021-05-18
CZ0410413,Euphydryas aurinia,2009-06-15
CZ0410413,Leuciscus aspius,2004-01-01
CZ0410413,Ophiogomphus cecilia,2021-08-15
CZ0410413,Salmo trutta,2004-01-01
CZ0410413,Scardinius erythrophthalmus,2004-01-01
CZ0410413,Unio crassus,2021-08-15
CZ0410414,Asplenium adulterinum,2018-10-25
CZ0410414,Barbastella barbastellus,2022-06-10
CZ0410414,Canis lupus,2026-01-23
CZ0410414,Coleanthus subtilis,2023-07-03
CZ0410414,Euphydryas aurinia,2010-06-23
CZ0410414,Leucorrhinia pectoralis,2024-05-15
CZ0410414,Ligularia sibirica,2013-08-10
CZ0410414,Lutra lutra,2024-01-12
CZ0410414,Lynx lynx,2010-01-01
CZ0410414,Myotis myotis,2024-10-10
CZ0410414,Myotis sp.,2022-07-28
CZ0410414,Phengaris nausithous,2025-07-24
CZ0410414,Phengaris teleius,2010-07-01
CZ0410414,Salmo trutta,2003-07-26
CZ0410414,Sanguisorba officinalis,2025-07-24
CZ0410414,Succisa pratensis,2009-08-03
CZ0410438,Leucorrhinia pectoralis,2017-06-01
CZ0412065,Asplenium adulterinum,2018-10-25
CZ0412065,Cerastium alsinifolium,2000-01-01
CZ0412065,Euphydryas aurinia,2009-06-15
CZ0412069,Asplenium adulterinum,2018-11-14
CZ0412069,Cerastium alsinifolium,2018-11-14
CZ0412069,Euphydryas aurinia,2009-06-15
CZ0412070,Asplenium adulterinum,2026-03-07
CZ0412070,Canis lupus,2025-08-13
CZ0412070,Cerastium alsinifolium,2026-03-06
CZ0412070,Euphydryas aurinia,2009-06-15
CZ0412070,Myotis myotis,2024-09-27
CZ0412070,Phengaris nausithous,2018-07-25
CZ0412070,Sanguisorba officinalis,2022-06-27
CZ0412071,Asplenium adulterinum,2018-06-14
CZ0412071,Euphydryas aurinia,2009-06-16
CZ0412071,Gentianella obtusifolia subsp. sturmiana,2005-08-30
CZ0413007,Euphydryas aurinia,2024-08-24
CZ0413007,Sanguisorba officinalis,2017-07-23
CZ0413007,Succisa pratensis,2020-08-21
CZ0413008,Cottus gobio,2002-10-04
CZ0413008,Euphydryas aurinia,2025-09-02
CZ0413008,Gentianella obtusifolia subsp. sturmiana,2002-06-01
CZ0413008,Lampetra planeri,2004-01-01
CZ0413008,Lutra lutra,2020-03-26
CZ0413008,Salmo trutta,2015-09-23
CZ0413008,Sanguisorba officinalis,2021-06-15
CZ0413008,Succisa pratensis,2023-09-13
CZ0413009,Euphydryas aurinia,2024-08-22
CZ0413009,Gentianella obtusifolia subsp. sturmiana,2005-08-30
CZ0413009,Lutra lutra,2019-08-07
CZ0413009,Phengaris nausithous,2020-07-19
CZ0413009,Phengaris teleius,2020-07-19
CZ0413009,Sanguisorba officinalis,2020-09-15
CZ0413009,Succisa pratensis,2020-09-15
CZ0413009,Triturus cristatus,2024-05-17
CZ0413013,Bombina bombina,2019-05-30
CZ0413013,Euphydryas aurinia,2025-08-29
CZ0413013,Leucorrhinia pectoralis,2019-06-18
CZ0413013,Phengaris nausithous,2019-08-21
CZ0413013,Sanguisorba officinalis,2017-05-20
CZ0413013,Succisa pratensis,2017-05-20
CZ0413014,Bombina bombina,2025-06-13
CZ0413014,Euphydryas aurinia,2025-06-13
CZ0413014,Sanguisorba officinalis,2020-08-27
CZ0413014,Succisa pratensis,2025-06-13
CZ0413014,Triturus cristatus,2019-04-18
CZ0413015,Euphydryas aurinia,2025-08-29
CZ0413015,Rumex sp.,2010-05-15
CZ0413015,Sanguisorba officinalis,2010-10-03
CZ0413015,Succisa pratensis,2025-06-12
CZ0413017,Euphydryas aurinia,2012-08-21
CZ0413017,Lampetra planeri,2009-06-27
CZ0413017,Sanguisorba officinalis,2009-09-28
CZ0413017,Succisa pratensis,2009-09-27
CZ0413018,Euphydryas aurinia,2023-09-08
CZ0413018,Phengaris nausithous,2020-07-22
CZ0413018,Phengaris teleius,2020-07-22
CZ0413018,Sanguisorba officinalis,2022-08-23
CZ0413018,Succisa pratensis,2022-08-23
CZ0413173,Bombina bombina,2023-05-20
CZ0413173,Euphydryas aurinia,2025-08-29
CZ0413173,Lutra lutra,2023-12-14
CZ0413173,Sanguisorba officinalis,2017-06-02
CZ0413173,Succisa pratensis,2024-07-24
CZ0413173,Triturus cristatus,2020-07-03
CZ0413174,Triturus cristatus,2025-07-20
CZ0413177,Barbastella barbastellus,2013-06-07
CZ0413177,Castor fiber,2025-09-05
CZ0413177,Cottus gobio,2015-10-01
CZ0413177,Euphydryas aurinia,2025-08-31
CZ0413177,Hamatocaulis vernicosus,2001-01-01
CZ0413177,Lampetra planeri,2023-08-16
CZ0413177,Lutra lutra,2016-10-26
CZ0413177,Margaritifera margaritifera,2025-08-31
CZ0413177,Myotis myotis,2013-07-10
CZ0413177,Salmo trutta,2017-05-24
CZ0413177,Sanguisorba officinalis,2020-08-23
CZ0413177,Succisa pratensis,2025-09-17
CZ0413177,Triturus cristatus,2020-04-27
CZ0413179,Euphydryas aurinia,2025-08-27
CZ0413179,Gentianella obtusifolia subsp. sturmiana,2002-06-01
CZ0413179,Leucorrhinia pectoralis,2018-05-31
CZ0413179,Salmo trutta,2015-09-23
CZ0413179,Sanguisorba officinalis,2020-07-19
CZ0413179,Succisa pratensis,2020-08-23
CZ0413179,Triturus cristatus,2024-05-06
CZ0413180,Euphydryas aurinia,2024-09-04
CZ0413180,Sanguisorba officinalis,2015-06-04
CZ0413180,Succisa pratensis,2023-08-09
CZ0413181,Euphydryas aurinia,2025-09-04
CZ0413181,Lycaena dispar,2024-06-17
CZ0413181,Sanguisorba officinalis,2020-09-17
CZ0413181,Succisa pratensis,2023-08-30
CZ0413182,Canis lupus,2025-05-27
CZ0413182,Carabus menetriesi pacholei,2019-05-27
CZ0413182,Euphydryas aurinia,2024-09-06
CZ0413182,Leucorrhinia pectoralis,2021-07-27
CZ0413182,Phengaris nausithous,2019-07-24
CZ0413182,Sanguisorba officinalis,2021-08-16
CZ0413182,Succisa pratensis,2021-08-16
CZ0413184,Epidalea calamita,2025-07-25
CZ0413184,Euphydryas aurinia,1995-01-01
CZ0413184,Leucorrhinia pectoralis,2015-06-06
CZ0413184,Succisa pratensis,2023-08-22
CZ0413184,Triturus cristatus,2025-07-31
CZ0413185,Euphydryas aurinia,1995-01-01
CZ0413185,Triturus cristatus,2025-08-24
CZ0413187,Euphydryas aurinia,2015-09-12
CZ0413187,Phengaris nausithous,2022-07-23
CZ0413187,Sanguisorba officinalis,2014-07-14
CZ0413187,Succisa pratensis,2014-07-14
CZ0413188,Euphydryas aurinia,2009-05-26
CZ0413188,Spermophilus citellus,2025-07-07
CZ0413190,Bombina bombina,2022-07-11
CZ0413190,Euphydryas aurinia,2009-05-26
CZ0413190,Leucorrhinia pectoralis,2018-06-05
CZ0413190,Osmoderma barnabita,2018-10-03
CZ0413190,Rumex sp.,2010-09-21
CZ0413190,Sanguisorba officinalis,2010-09-21
CZ0413190,Succisa pratensis,2010-09-21
CZ0413190,Triturus cristatus,2025-07-31
CZ0413191,Cottus gobio,2021-10-12
CZ0413191,Euphydryas aurinia,2024-08-27
CZ0413191,Phengaris nausithous,2025-07-22
CZ0413191,Phengaris teleius,2025-07-22
CZ0413191,Salmo trutta,2014-09-24
CZ0413191,Sanguisorba officinalis,2020-09-02
CZ0413191,Succisa pratensis,2020-09-02
CZ0413193,Euphydryas aurinia,2007-06-11
CZ0413193,Leucorrhinia pectoralis,2021-06-17
CZ0413193,Lutra lutra,2025-03-13
CZ0413193,Scardinius erythrophthalmus,2010-11-11
CZ0413193,Triturus cristatus,2025-08-25
CZ0413194,Castor fiber,2026-01-27
CZ0413194,Cottus gobio,2015-09-21
CZ0413194,Lampetra planeri,2023-08-11
CZ0413194,Lutra lutra,2015-07-17
CZ0413194,Salmo trutta,2015-09-21
CZ0413194,Scardinius erythrophthalmus,2015-09-21
CZ0413195,Barbastella barbastellus,2015-06-07
CZ0413195,Cottus gobio,2023-08-13
CZ0413195,Euphydryas aurinia,2009-06-16
CZ0413195,Gentianella obtusifolia subsp. sturmiana,2005-08-30
CZ0413195,Lutra lutra,2022-09-07
CZ0413195,Myotis myotis,2015-06-07
CZ0413195,Salmo trutta,2017-06-09
CZ0413195,Sanguisorba officinalis,2015-05-19
CZ0413196,Bombina bombina,2025-08-09
CZ0413196,Lemna trisulca,2008-05-17
CZ0413196,Triturus cristatus,2025-06-29
CZ0414026,Asplenium adulterinum,2025-09-19
CZ0414026,Canis lupus,2025-08-13
CZ0414026,Cerastium alsinifolium,2025-09-19
CZ0414026,Euphydryas aurinia,2024-09-05
CZ0414026,Leucorrhinia pectoralis,2023-06-13
CZ0414026,Lutra lutra,2016-11-07
CZ0414026,Lynx lynx,2013-04-01
CZ0414026,Phengaris nausithous,2024-07-25
CZ0414026,Phengaris teleius,2020-07-23
CZ0414026,Sanguisorba officinalis,2025-07-04
CZ0414026,Succisa pratensis,2025-07-24
CZ0414027,Euphydryas aurinia,2025-08-29
CZ0414027,Leucorrhinia pectoralis,2014-07-05
CZ0414027,Salmo trutta,2002-10-03
CZ0414027,Sanguisorba officinalis,2021-09-01
CZ0414027,Succisa pratensis,2022-10-29
CZ0414027,Triturus cristatus,2020-04-25
CZ0414110,Barbastella barbastellus,2025-02-15
CZ0414110,Canis lupus,2025-04-27
CZ0414110,Carabus menetriesi pacholei,2025-05-24
CZ0414110,Castor fiber,2025-05-21
CZ0414110,Cottus gobio,2015-09-01
CZ0414110,Euplagia quadripunctaria,2013-07-05
CZ0414110,Hamatocaulis vernicosus,2024-05-10
CZ0414110,Lampetra planeri,2015-09-01
CZ0414110,Lutra lutra,2024-06-08
CZ0414110,Lynx lynx,2017-12-10
CZ0414110,Myotis bechsteinii,2024-08-24
CZ0414110,Myotis dasycneme,2016-01-29
CZ0414110,Myotis emarginatus,2023-09-02
CZ0414110,Myotis myotis,2025-03-01
CZ0414110,Myotis sp.,2024-07-06
CZ0414110,Phengaris nausithous,2025-06-29
CZ0414110,Phengaris teleius,2025-06-29
CZ0414110,Rhinolophus ferrumequinum,2023-09-02
CZ0414110,Rumex sp.,2023-07-22
CZ0414110,Salmo trutta,2018-06-10
CZ0414110,Sanguisorba officinalis,2023-06-05
CZ0414110,Succisa pratensis,2023-09-10
CZ0414127,Barbastella barbastellus,2025-03-02
CZ0414127,Bombina bombina,2025-08-15
CZ0414127,Canis lupus,2025-04-19
CZ0414127,Castor fiber,2026-01-19
CZ0414127,Cottus gobio,2021-05-28
CZ0414127,Euphydryas aurinia,2025-10-10
CZ0414127,Euplagia quadripunctaria,2025-08-07
CZ0414127,Lampetra planeri,2015-09-01
CZ0414127,Lemna trisulca,2022-05-29
CZ0414127,Leucorrhinia pectoralis,2021-07-23
CZ0414127,Lutra lutra,2026-01-19
CZ0414127,Lycaena dispar,2022-06-11
CZ0414127,Lynx lynx,2016-10-09
CZ0414127,Myotis alcathoe/emarginatus,2022-07-03
CZ0414127,Myotis bechsteinii,2022-09-09
CZ0414127,Myotis emarginatus,2020-08-12
CZ0414127,Myotis myotis,2025-02-15
CZ0414127,Myotis sp.,2025-02-28
CZ0414127,Phengaris nausithous,2024-07-25
CZ0414127,Phengaris teleius,2005-07-27
CZ0414127,Pulsatilla patens,2023-05-01
CZ0414127,Rumex sp.,2010-08-21
CZ0414127,Salmo salar,2023-11-12
CZ0414127,Salmo trutta,2021-05-28
CZ0414127,Sanguisorba officinalis,2024-06-18
CZ0414127,Succisa pratensis,2024-05-30
CZ0414127,Triturus cristatus,2025-08-15
CZ0414127,Vertigo angustior,2013-10-24
CZ0420004,Euplagia quadripunctaria,2010-08-08
CZ0420007,Euplagia quadripunctaria,2016-07-29
CZ0420012,Abramis brama,2006-08-09
CZ0420012,Barbastella barbastellus,2025-01-14
CZ0420012,Blicca bjoerkna,2019-01-01
CZ0420012,Castor fiber,2025-12-21
CZ0420012,Euplagia quadripunctaria,2025-08-11
CZ0420012,Lutra lutra,2023-08-16
CZ0420012,Myotis myotis,2024-01-15
CZ0420012,Myotis sp.,2023-08-16
CZ0420013,Cypripedium calceolus,2024-05-23
CZ0420013,Euplagia quadripunctaria,1995-01-01
CZ0420014,Euplagia quadripunctaria,2008-07-16
CZ0420014,Lucanus cervus,2023-07-06
CZ0420015,Barbastella barbastellus,2023-08-23
CZ0420015,Cucujus cinnaberinus,2018-04-05
CZ0420015,Euplagia quadripunctaria,2014-09-06
CZ0420015,Lemna trisulca,2007-07-05
CZ0420015,Myotis alcathoe/emarginatus,2023-08-23
CZ0420015,Myotis myotis,2023-04-29
CZ0420015,Ophiogomphus cecilia,2014-09-06
CZ0420015,Osmoderma barnabita,2007-07-26
CZ0420015,Rhinolophus hipposideros,2023-04-29
CZ0420021,Barbastella barbastellus,2025-01-14
CZ0420021,Euplagia quadripunctaria,2015-08-03
CZ0420021,Lutra lutra,2020-12-18
CZ0420021,Myotis myotis,2025-07-01
CZ0420021,Myotis sp.,2023-06-25
CZ0420021,Osmoderma barnabita,2015-10-01
CZ0420021,Rhinolophus hipposideros,2025-01-14
CZ0420021,Sanguisorba officinalis,2013-08-24
CZ0420026,Barbastella barbastellus,2013-10-19
CZ0420026,Chazara briseis,1995-01-01
CZ0420026,Euplagia quadripunctaria,2024-08-07
CZ0420026,Lucanus cervus,2025-10-27
CZ0420026,Myotis myotis,2013-07-21
CZ0420026,Rhinolophus hipposideros,2013-07-21
CZ0420035,Canis lupus,2025-03-15
CZ0420035,Lutra lutra,2020-05-04
CZ0420035,Lycaena dispar,2024-07-29
CZ0420035,Rhodeus amarus,2014-09-04
CZ0420035,Sanguisorba officinalis,2025-06-04
CZ0420035,Succisa pratensis,2025-06-07
CZ0420044,Cypripedium calceolus,2024-05-23
CZ0420053,Canis lupus,2024-04-27
CZ0420063,Chazara briseis,1995-01-01
CZ0420063,Cucujus cinnaberinus,2021-12-31
CZ0420063,Hipparchia semele,2009-01-01
CZ0420069,Euplagia quadripunctaria,2014-08-08
CZ0420073,Euplagia quadripunctaria,2022-08-08
CZ0420073,Lucanus cervus,2024-08-20
CZ0420074,Canis lupus,2024-04-06
CZ0420074,Lutra lutra,2019-11-16
CZ0420074,Salmo trutta,2011-10-20
CZ0420082,Ameiurus melas,2024-09-03
CZ0420082,Ameiurus nebulosus,2024-09-03
CZ0420082,Barbastella barbastellus,2015-05-16
CZ0420082,Canis lupus,2025-03-02
CZ0420082,Euplagia quadripunctaria,2024-08-12
CZ0420082,Myotis myotis,2014-08-16
CZ0420082,Salmo trutta,2025-09-01
CZ0420082,Succisa pratensis,2002-09-05
CZ0420082,Vertigo angustior,2009-06-30
CZ0420083,Canis lupus,2018-09-28
CZ0420083,Cottus gobio,2022-08-18
CZ0420083,Euphydryas aurinia,2019-07-16
CZ0420083,Euplagia quadripunctaria,2025-08-07
CZ0420083,Lycaena dispar,2019-08-21
CZ0420083,Salmo trutta,2022-08-18
CZ0420083,Succisa pratensis,2024-07-02
CZ0420085,Chazara briseis,1995-01-01
CZ0420085,Lutra lutra,2006-10-26
CZ0420085,Myotis myotis,2015-05-09
CZ0420085,Sanguisorba officinalis,2014-08-28
CZ0420144,Barbastella barbastellus,2021-08-10
CZ0420144,Canis lupus,2025-04-19
CZ0420144,Coleanthus subtilis,2013-07-03
CZ0420144,Cottus gobio,2015-09-01
CZ0420144,Lampetra planeri,2015-09-01
CZ0420144,Leucorrhinia pectoralis,2023-07-04
CZ0420144,Lutra lutra,2019-11-15
CZ0420144,Lycaena dispar,2025-08-02
CZ0420144,Myotis myotis,2012-06-21
CZ0420144,Orthotrichum rogeri,2015-07-15
CZ0420144,Phengaris teleius,2023-06-29
CZ0420144,Salmo trutta,2015-09-01
CZ0420160,Lutra lutra,2020-04-08
CZ0420160,Rhodeus amarus,1950-01-01
CZ0420160,Sanguisorba officinalis,2025-05-08
CZ0420160,Succisa pratensis,2002-05-01
CZ0420165,Cypripedium calceolus,2024-05-24
CZ0420165,Euplagia quadripunctaria,2005-08-28
CZ0420165,Lucanus cervus,2024-06-21
CZ0420165,Myotis myotis,2012-06-29
CZ0420166,Abramis brama,2004-01-01
CZ0420166,Bombina bombina,2020-06-23
CZ0420166,Euphydryas aurinia,2001-01-01
CZ0420166,Leucorrhinia pectoralis,2006-06-20
CZ0420166,Succisa pratensis,2023-01-01
CZ0420171,Barbastella barbastellus,2015-05-20
CZ0420171,Euplagia quadripunctaria,2019-08-18
CZ0420406,Chazara briseis,2007-08-26
CZ0420406,Euplagia quadripunctaria,2025-08-07
CZ0420406,Hipparchia semele,2010-08-22
CZ0420406,Stipa glabrata,2023-06-03
CZ0420416,Barbastella barbastellus,2013-10-22
CZ0420416,Euplagia quadripunctaria,2018-08-09
CZ0420416,Myotis myotis,2013-08-03
CZ0420416,Phengaris nausithous,2012-07-30
CZ0420416,Rhinolophus hipposideros,2013-08-03
CZ0420416,Rumex sp.,2020-06-22
CZ0420416,Sanguisorba officinalis,2024-05-13
CZ0420416,Vertigo angustior,2011-10-02
CZ0420449,Barbastella barbastellus,2013-10-09
CZ0420449,Myotis myotis,2015-05-15
CZ0420449,Rhinolophus hipposideros,2013-07-10
CZ0420451,Cucujus cinnaberinus,2023-04-26
CZ0420451,Euplagia quadripunctaria,2020-08-12
CZ0420451,Myotis myotis,2022-09-24
CZ0420451,Phengaris nausithous,2023-07-18
CZ0420451,Phengaris teleius,2024-08-08
CZ0420451,Sanguisorba officinalis,2021-06-01
CZ0420451,Succisa pratensis,2024-08-19
CZ0420454,Cucujus cinnaberinus,2022-04-18
CZ0420454,Euplagia quadripunctaria,2018-08-15
CZ0420459,Chazara briseis,2007-08-07
CZ0420459,Cucujus cinnaberinus,2017-03-16
CZ0420459,Euplagia quadripunctaria,2024-08-12
CZ0420459,Lucanus cervus,2013-06-20
CZ0420459,Lycaena dispar,2023-06-11
CZ0420459,Myotis myotis,2005-07-15
CZ0420459,Stipa glabrata,2025-05-13
CZ0420460,Chazara briseis,2007-08-07
CZ0420462,Chazara briseis,1995-01-01
CZ0420462,Euplagia quadripunctaria,2022-07-31
CZ0420462,Myotis myotis,2020-08-18
CZ0420500,Abramis brama,2004-01-01
CZ0420500,Barbastella barbastellus,2019-09-05
CZ0420500,Blicca bjoerkna,2004-01-01
CZ0420500,Bombina bombina,2018-07-12
