kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0110050,Euplagia quadripunctaria,"U Dívčích hradů, Praha - Radlice",5952c,2020-08-22,2020-08-22
CZ0110050,Euplagia quadripunctaria,XSJE1,5952c,2006-08-11,2006-08-11
CZ0110050,Gentianella amarella,5952-3,NA,2001-09-05,2001-09-05
CZ0110050,Hipparchia semele,5952,NA,1995-01-01,2011-08-23
CZ0110050,Hipparchia semele,KÚ: Hlubočepy,NA,2011-08-14,2012-08-01
CZ0110050,Lucanus cervus,CZ0110050,5952c,2021-07-17,2021-09-03
CZ0110050,Myotis myotis,Jinonice,5952c,2019-07-07,2019-07-07
CZ0110050,Myotis myotis,Jinonice - štola v Prokopském údolí,5952c,2005-04-01,2014-01-24
CZ0110050,Myotis myotis,"Jinonice, Prokopské údolí, štola",5952c,2002-01-19,2017-04-15
CZ0110050,Myotis myotis,"Praha - Prokopské údolí, štola",5952c,2015-01-24,2025-02-15
CZ0110050,Myotis myotis,Prokopské údolí,5952c,2026-02-07,2026-02-07
CZ0110050,Myotis myotis,"Prokopské údolí, štola",5952c,2022-11-26,2025-12-07
CZ0110050,Myotis sp.,Hlubočepy,5952c,2019-06-05,2019-06-05
CZ0110050,Myotis sp.,Jinonice - štola v Prokopském údolí,5952c,2005-08-08,2010-11-13
CZ0110050,Salmo trutta,CZ0110050,5952c,2007-01-01,2022-11-26
CZ0110050,Sanguisorba officinalis,Jinonice_27880363,5952c,2009-07-30,2009-07-30
CZ0110050,Scardinius erythrophthalmus,CZ0110050,5952c,2007-01-01,2007-01-01
CZ0110142,Barbastella barbastellus,Horní Počernice,5953b,2019-06-24,2019-06-24
CZ0110142,Bombina bombina,CZ0110142,5953b,2008-04-17,2017-05-21
CZ0110142,Bombina bombina,CZ0_110_amp_00002,5953b,2007-04-21,2007-06-10
CZ0110142,Bombina bombina,Ob-S33,5953b,2006-05-12,2006-06-18
CZ0110142,Bombina bombina,amp2,5953b,2019-03-30,2025-07-14
CZ0110142,Hipparchia semele,5953,NA,1995-01-01,1995-01-01
CZ0110142,Lemna trisulca,0175_122420,5953b,2001-06-27,2001-06-27
CZ0110142,Lemna trisulca,13170369_Praha-Újezd nad Lesy,5953b,2012-05-11,2012-05-11
CZ0110142,Lemna trisulca,a0082_122420_145_M1.7,5953b,2000-08-15,2000-08-15
CZ0110142,Myotis sp.,Klánovice,5953b,2019-06-24,2019-07-30
CZ0110142,Sanguisorba officinalis,8380066,5953b,2021-06-10,2021-06-10
CZ0110142,Sanguisorba officinalis,8380105,5953b,2008-09-21,2021-08-27
CZ0110142,Sanguisorba officinalis,8380110,5953b,2021-08-27,2021-08-27
CZ0110142,Sanguisorba officinalis,8380112,5953b,2021-06-10,2021-06-10
CZ0110142,Sanguisorba officinalis,8380131,5953b,2008-09-21,2008-09-21
CZ0110142,Sanguisorba officinalis,8380329,5953b,2021-06-10,2021-06-10
CZ0110142,Sanguisorba officinalis,9190_693,5953b,2010-07-15,2010-07-15
CZ0110142,Sanguisorba officinalis,Běchovice 2,5953b,2024-05-28,2024-05-28
CZ0110142,Sanguisorba officinalis,Běchovice_8380066,5953b,2005-08-02,2008-07-04
CZ0110142,Sanguisorba officinalis,Běchovice_8380105,5953b,2005-08-01,2009-09-21
CZ0110142,Sanguisorba officinalis,Horní Počernice_8380112,5953b,2009-03-16,2009-03-16
CZ0110142,Sanguisorba officinalis,Horní Počernice_8380131,5953b,2005-08-02,2009-09-02
CZ0110142,Sanguisorba officinalis,Horní Počernice_8380153,5953b,2005-08-01,2008-09-02
CZ0110142,Sanguisorba officinalis,Klánovice_8380093,5953b,2008-06-16,2008-06-16
CZ0110142,Sanguisorba officinalis,a0082_122420_118_T1.9,5953b,2000-08-15,2000-08-15
CZ0110142,Scardinius erythrophthalmus,CZ0110142,5953b,2020-04-16,2020-04-16
CZ0110154,Euplagia quadripunctaria,Na Rybářce,5852c,2021-08-07,2021-08-07
CZ0110154,Euplagia quadripunctaria,"Pražský okruh 519, Hlavní město Praha - Bohnice",5852c,2021-08-10,2021-08-10
CZ0110154,Euplagia quadripunctaria,V Zámcích,5852c,2021-08-08,2021-08-08
CZ0110154,Hipparchia semele,5852,NA,1995-01-01,1995-01-01
CZ0113001,Cucujus cinnaberinus,CZ0113001,5951b,2023-11-11,2023-11-11
CZ0113001,Hipparchia semele,5951,NA,2003-07-24,2007-07-21
CZ0113001,Vertigo angustior,CZ0113001,5951b,2003-01-01,2016-05-22
CZ0113002,Bombina bombina,CZ0113002,5953c,2008-05-16,2023-05-06
CZ0113002,Bombina bombina,Ob-Pha1,5953c,2006-04-08,2006-05-17
CZ0113002,Cerambyx cerdo,BROUCI3_6,5953c,2022-05-26,2022-05-26
CZ0113002,Cerambyx cerdo,BROUCI3_7,5953c,2022-05-26,2022-05-26
CZ0113002,Cerambyx cerdo,BROUCI3_8,5953c,2022-05-26,2022-05-26
CZ0113002,Cerambyx cerdo,BROUCI3_9,5953c,2022-05-26,2022-05-26
CZ0113002,Cerambyx cerdo,CZ0113002,5953c,1999-01-01,2023-07-13
CZ0113002,Hipparchia semele,5953,NA,1995-01-01,1995-01-01
CZ0113002,Lemna trisulca,14100847_,5953c,2021-08-30,2021-08-30
CZ0113002,Lemna trisulca,14564174_,5953c,2024-05-04,2024-05-04
CZ0113002,Lemna trisulca,Újezd u Průhonic_27710120,5953c,2017-10-31,2017-10-31
CZ0113002,Leucorrhinia pectoralis,CZ0113002,5953c,2015-06-06,2015-06-06
CZ0113002,Lucanus cervus,CZ0113002,5953c,2015-04-01,2015-04-01
CZ0113002,Myotis myotis,Milíčovské rybníky,5953c,2019-07-21,2019-07-21
CZ0113002,Sanguisorba officinalis,149 00 Praha-Újezd,5953c,2018-08-04,2018-08-04
CZ0113002,Sanguisorba officinalis,Újezd u Průhonic_27710113,5953c,2017-10-31,2017-10-31
CZ0113002,Scardinius erythrophthalmus,CZ0113002,5953c,2024-05-08,2024-05-08
CZ0113005,Chazara briseis,5952,NA,1995-01-01,1995-01-01
CZ0113005,Euplagia quadripunctaria,1103,"82,""6052a""",2011-05-19,2011-05-19
CZ0113005,Euplagia quadripunctaria,Lokace00204,6052a,2023-08-18,2023-08-18
