kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0724089,Aconitum firmum subsp. moravicum,AFM279,6576a,2021-09-02,2025-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM28,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM281,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM282,6575b,2023-08-02,2023-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM283,6475d,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM284,6575a,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM285,6575a,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM29,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM290,6576a,2025-08-15,2025-08-15
CZ0724089,Aconitum firmum subsp. moravicum,AFM30,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM31,6575b,2005-07-01,2006-05-15
CZ0724089,Aconitum firmum subsp. moravicum,AFM32,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM33,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM34,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM35,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM36,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM37,6576c,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM38,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM39,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM40,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM41,6576a,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM42,6576a,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM43,6576a,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM44,6576a,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM45,6576a,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM46,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM47,6475d,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM48,6575b,2005-07-01,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM49,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM50,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM51,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM52,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM53,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM54,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM55,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM56,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM57,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM58,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM59,6476c,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM61,6476c,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM62,6476c,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM64,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM65,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM66,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM67,6575b,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM9,6576a,2006-05-12,2006-05-12
CZ0724089,Aconitum firmum subsp. moravicum,Barabská cesta - Hubertka - Klínská,6576a,2010-08-25,2015-08-20
CZ0724089,Aconitum firmum subsp. moravicum,Barabská cesta - Matulákův potok,6476c,2010-08-25,2016-09-29
CZ0724089,Aconitum firmum subsp. moravicum,Barabská cesta - Psí doliny - Hubertka,6476c,2010-08-25,2015-08-20
CZ0724089,Aconitum firmum subsp. moravicum,Bařiny,6575b,2019-08-29,2019-08-29
CZ0724089,Aconitum firmum subsp. moravicum,Bučací potok,6476c,2003-08-01,2020-09-05
CZ0724089,Aconitum firmum subsp. moravicum,Bučací potok - skalka,6476c,2010-08-25,2010-08-25
CZ0724089,Aconitum firmum subsp. moravicum,Bučací potok - vodopád,6476c,2010-09-16,2020-08-12
CZ0724089,Aconitum firmum subsp. moravicum,Bučací potok - východní přítok,6476c,2012-09-12,2014-09-11
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací potok, levý, jih",6476c,2011-08-30,2020-08-12
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, mezi Smrky, nejvyšší pramen I.",6476c,2010-08-25,2010-08-25
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, mezi Smrky, nejvyšší pramen II.",6476c,2010-08-25,2010-08-25
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, mezi Smrky, nejvyšší pramen III.",6476c,2010-09-16,2010-09-16
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, mezi Smrky, nejvyšší pramen III., od Barabské cesty",6476c,2012-09-12,2014-09-04
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, pramen pod Malým Smrkem",6476c,2010-09-16,2010-09-16
CZ0724089,Aconitum firmum subsp. moravicum,"Bučací, pramenící pod Smrkem II.",6476c,2010-09-16,2010-09-16
CZ0724089,Aconitum firmum subsp. moravicum,Bučací_1(K),6476c,2019-07-20,2019-07-20
CZ0724089,Aconitum firmum subsp. moravicum,Bystré údolí,6575b,2022-06-04,2022-06-04
CZ0724089,Aconitum firmum subsp. moravicum,Bystrý potok manipulák,6475d,2012-08-10,2019-07-10
CZ0724089,Aconitum firmum subsp. moravicum,Bílá,6576c,2025-08-14,2025-08-14
CZ0724089,Aconitum firmum subsp. moravicum,"Bílá, Kožušanka, severně čp. 93",6576c,2024-05-05,2024-05-05
CZ0724089,Aconitum firmum subsp. moravicum,"Bílá, osada Čistý",6576d,2019-05-27,2019-05-27
CZ0724089,Aconitum firmum subsp. moravicum,"Bílá-Staré Hamry, Silnice Bez Názvu",6576c,2025-08-16,2025-08-16
CZ0724089,Aconitum firmum subsp. moravicum,Bílá_14770156,6576d,2013-07-18,2013-07-18
CZ0724089,Aconitum firmum subsp. moravicum,Bílá_14770192,6576d,2013-07-18,2013-07-18
CZ0724089,Aconitum firmum subsp. moravicum,Břestový potok - manipulák,6576a,2010-08-02,2019-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Břestový potok - prameniště,6576a,2010-08-02,2019-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Břestový potok nad manipulákem,6576a,2011-07-27,2011-07-27
CZ0724089,Aconitum firmum subsp. moravicum,Břestový potok pod manipulákem,6576a,2011-07-26,2015-07-14
CZ0724089,Aconitum firmum subsp. moravicum,"Břestový potok, dole",6576a,2010-08-02,2015-07-14
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Morávka, Byčinec, západně od PP Byčinec v jejím ochranném pásmu.",6477c,2010-07-21,2010-07-21
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Morávka, Byčinec.",6477c,2018-06-30,2023-08-04
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Prostřední Bečva",6575b,2017-06-30,2017-08-09
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Prostřední Bečva, údolí Kněhyně, U huti, Kněhyňský lom",6575b,2025-06-13,2025-06-13
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Prostřední Bečva, údolí Kněhyně, opuštěný kamenolom",6575b,2017-05-22,2017-05-22
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Staré Hamry, údolí Kyčerova.",6576a,2023-08-24,2023-08-24
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Staré Hamry, údolí potoka Kyčerov.",6576a,2023-07-19,2023-07-19
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Trojanovice, Pustevny.",6575b,2012-08-20,2012-08-20
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Veřovice, PP Velký kámen",6474d,2021-04-30,2021-04-30
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Čeladná, V Jámě",6576a,2017-08-10,2017-08-10
CZ0724089,Aconitum firmum subsp. moravicum,"CHKO Beskydy, Čeladná, Zlaté díry",6576a,2020-08-07,2020-08-07
CZ0724089,Aconitum firmum subsp. moravicum,Cesta na Pustevny - v Huti,6575b,2013-08-05,2019-08-29
CZ0724089,Aconitum firmum subsp. moravicum,Chodník nad Slepou cestou,6576a,2010-09-07,2019-07-10
CZ0724089,Aconitum firmum subsp. moravicum,Chodník nad Slepou cestou I,6576a,2011-08-13,2011-08-13
CZ0724089,Aconitum firmum subsp. moravicum,Daličanský potok,6576a,2011-09-08,2019-07-31
CZ0724089,Aconitum firmum subsp. moravicum,Daličanský potok - vodárka,6576a,2011-09-08,2012-07-22
CZ0724089,Aconitum firmum subsp. moravicum,Dešťanský potok – pramen 1,6576a,2013-10-17,2013-10-17
CZ0724089,Aconitum firmum subsp. moravicum,Dešťanský potok – pramen 2,6576a,2013-10-17,2013-10-17
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, Radhošť - hřeben, Havraní - podsvahová louka a les",6575a,2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, Radhošť - hřeben, asi 200 m Z od velké sjezdovky u sochy Radegasta",6575a,2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, Radhošť - hřeben, jižně orientovaná část bezlesí západně od zelené turist. značky",6575a,2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, Radhošť - hřeben, louka 200 m Z od sochy Radegastu","98,""6575a""",2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, Radhošť - hřeben, louka asi 800 m V od hotelu Radegast, pod hřebenovou cestou",6575a,2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva, radhošť - hřeben, jižně orientovaná louka asi 700 m V od hotelu Radegast, dolní část",6575a,2013-06-01,2013-06-01
CZ0724089,Aconitum firmum subsp. moravicum,"Dolní Bečva,pod vysílačem,AFM 155",6575a,2019-08-23,2019-08-23
CZ0724089,Aconitum firmum subsp. moravicum,Dolní Bečva_15591110,6575b,2010-10-03,2010-10-03
CZ0724089,Aconitum firmum subsp. moravicum,Dolní Bečva_15591161,6575b,2010-10-07,2010-10-07
CZ0724089,Aconitum firmum subsp. moravicum,Dolní Bečva_15591162,6575b,2010-10-07,2010-10-07
CZ0724089,Aconitum firmum subsp. moravicum,Havraní,6575a,2010-08-09,2010-08-09
CZ0724089,Aconitum firmum subsp. moravicum,Havraní - hřeben,6575a,2010-08-09,2019-08-23
CZ0724089,Aconitum firmum subsp. moravicum,Havraní hřeben - louka pod skalkami,6575a,2011-08-05,2019-08-23
CZ0724089,Aconitum firmum subsp. moravicum,Horní Bečva_14980265,6576c,2016-05-17,2016-05-17
CZ0724089,Aconitum firmum subsp. moravicum,Horní Bečva_6200436,6575b,2013-09-12,2013-09-12
CZ0724089,Aconitum firmum subsp. moravicum,Hubertka,6576a,2014-09-04,2020-08-12
CZ0724089,Aconitum firmum subsp. moravicum,Hubertka 2,6576a,2011-08-13,2019-07-31
CZ0724089,Aconitum firmum subsp. moravicum,Hubertka 4,6576a,2012-07-25,2015-08-20
CZ0724089,Aconitum firmum subsp. moravicum,Hubertka 5,6576a,2014-09-04,2015-08-05
CZ0724089,Aconitum firmum subsp. moravicum,"Hubertka, 48312, Čeladná",6576a,2016-06-24,2016-07-23
CZ0724089,Aconitum firmum subsp. moravicum,Hřeben Radhoště,6575a,2020-08-20,2020-08-20
CZ0724089,Aconitum firmum subsp. moravicum,Jižní pramen pod Hubertkou,6576a,2010-09-07,2010-09-07
CZ0724089,Aconitum firmum subsp. moravicum,Klubová,6576a,2010-08-11,2020-08-11
CZ0724089,Aconitum firmum subsp. moravicum,"Klín - Čistý, les",6576d,2010-08-18,2020-07-24
CZ0724089,Aconitum firmum subsp. moravicum,"Klín - Čistý, louka",6576d,2010-08-18,2020-07-24
CZ0724089,Aconitum firmum subsp. moravicum,"Knížecí cesta, Trojanovice",6575a,2020-08-08,2025-08-09
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně,6575b,2023-10-20,2024-10-05
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - pod vrcholem JZ svah,6575b,2018-08-08,2018-08-08
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - potok Bystrá 1,6575b,2011-08-01,2020-08-11
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - potok Bystrá 2,6575b,2011-08-01,2017-08-16
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - potok Bystrá 3,6575b,2011-08-01,2017-08-16
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - prameniště u červené tur. značky,6575b,2018-08-08,2018-08-08
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - suťový les,6575b,2018-08-08,2018-08-08
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně - v Huti,6575b,2010-08-08,2019-07-16
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyně pod Maňáky,6575b,2010-08-08,2020-08-22
CZ0724089,Aconitum firmum subsp. moravicum,Kněhyňský p. (Afir14),6575b,2000-01-01,2000-01-01
CZ0724089,Aconitum firmum subsp. moravicum,Kociánka,6576a,2010-07-27,2018-07-24
CZ0724089,Aconitum firmum subsp. moravicum,Kociánka nad rozcestím,6576a,2011-07-19,2013-07-09
CZ0724089,Aconitum firmum subsp. moravicum,Kožušanka 1,6576c,2010-07-27,2020-07-24
CZ0724089,Aconitum firmum subsp. moravicum,Kožušanka 2,6576c,2010-07-27,2019-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Kožušanka 3,6576c,2010-07-27,2019-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Kožušanka 4,6576c,2010-07-27,2019-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Krátká nad sedlem,6474d,2010-08-14,2020-08-10
CZ0724089,Aconitum firmum subsp. moravicum,Krátká nad sedlem 1,6474d,2010-08-14,2020-08-10
CZ0724089,Aconitum firmum subsp. moravicum,Krátká nad sedlem 2,6474d,2014-08-09,2014-08-09
CZ0724089,Aconitum firmum subsp. moravicum,Krátká nad sedlem 3,6474d,2014-08-09,2014-08-09
CZ0724089,Aconitum firmum subsp. moravicum,Krátká vrchol,6474d,2010-08-14,2019-07-11
CZ0724089,Aconitum firmum subsp. moravicum,Kyčera,6576c,2010-07-27,2020-07-24
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov,6576a,2020-07-04,2020-07-04
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov - mokřad,6576a,2010-08-02,2019-06-29
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov - mýtina,6576a,2011-07-26,2019-06-29
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov - prameniště, levá větev",6476c,2011-08-13,2019-07-31
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov - východní pramenná větev III.,6476c,2011-08-13,2011-08-13
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov 890 mnm,6476c,2011-08-13,2019-07-10
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov potok, střed",6576a,2010-08-02,2015-07-14
CZ0724089,Aconitum firmum subsp. moravicum,Kyčerov východ 890 m,6476c,2014-07-17,2019-07-31
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov, L (vých.) prm. I. část",6476c,2010-08-10,2010-08-10
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov, L (vých.) prm. II. část",6476c,2010-08-10,2010-08-10
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov, L (vých.) prm. III. část",6476c,2010-08-10,2012-08-08
CZ0724089,Aconitum firmum subsp. moravicum,"Kyčerov, P (záp.) prm. (I. část)",6476c,2010-08-10,2010-08-10
CZ0724089,Aconitum firmum subsp. moravicum,Levostranný pramen Kněhyně na vrstevnicové cestě směr Maňáky,6575b,2015-09-18,2015-09-18
CZ0724089,Aconitum firmum subsp. moravicum,Lokace00026,6575b,2024-07-26,2024-07-26
CZ0724089,Aconitum firmum subsp. moravicum,Lokace00127,6576a,2016-08-17,2016-08-17
CZ0724089,Aconitum firmum subsp. moravicum,M.Škaredý p. (Afir17),6575a,2000-01-01,2000-01-01
CZ0724089,Aconitum firmum subsp. moravicum,Magurka pod PR Klíny,6575b,2011-08-02,2019-07-11
CZ0724089,Aconitum firmum subsp. moravicum,Magurka pod PR Klíny 2,6575b,2011-07-31,2019-07-10
CZ0724089,Aconitum firmum subsp. moravicum,Magurka pod PR Klíny 3,6575b,2011-07-31,2011-07-31
CZ0724089,Aconitum firmum subsp. moravicum,Magurka pod PR Klíny 4,6575b,2011-07-31,2016-08-05
CZ0724089,Aconitum firmum subsp. moravicum,Magurka pod PR Klíny 5,6575b,2011-07-31,2011-07-31
CZ0724089,Aconitum firmum subsp. moravicum,Magurka – severovýchodní úbočí,6575b,2013-08-01,2013-08-01
CZ0724089,Aconitum firmum subsp. moravicum,"Malá Stolová - Korabský potok, mostek",6475d,2012-07-29,2018-08-08
CZ0724089,Aconitum firmum subsp. moravicum,Malý Javorník - prameniště Rokytné,6475c,2010-08-12,2016-08-03
CZ0724089,Aconitum firmum subsp. moravicum,"Malý Javorník, prameniště v bučině",6475c,2010-08-12,2019-07-11
CZ0724089,Aconitum firmum subsp. moravicum,"Malý Javorník, prameniště ve smrčině",6475c,2014-08-09,2014-08-09
CZ0724089,Aconitum firmum subsp. moravicum,Malý Smrk - Bučací,6476c,2011-08-14,2019-08-02
CZ0724089,Aconitum firmum subsp. moravicum,Malý Smrk - Jih,6476c,2010-08-10,2020-08-12
CZ0724089,Aconitum firmum subsp. moravicum,Matulákův potok,6476c,2015-08-06,2015-08-06
CZ0724089,Aconitum firmum subsp. moravicum,Matulákův potok II - Kořenská cesta,6476c,2010-09-07,2018-08-16
CZ0724089,Aconitum firmum subsp. moravicum,Maxova nádrž1,6576d,2010-07-27,2020-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Maxova nádrž2,6576d,2010-07-27,2020-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Medvědí - Chlopčíky,6576a,2010-08-11,2011-08-04
CZ0724089,Aconitum firmum subsp. moravicum,"Mezi soutoky Mohyly, Magurky a Čeladenky",6576a,2010-08-01,2013-07-09
CZ0724089,Aconitum firmum subsp. moravicum,"NPR Kněhyně, nad rozc.Megura",6575b,2019-08-29,2019-08-29
CZ0724089,Aconitum firmum subsp. moravicum,NPR Kněhyně-Čertův mlýn,6575b,2018-04-21,2018-04-21
CZ0724089,Aconitum firmum subsp. moravicum,NS Radegast,6575b,2015-07-23,2015-07-23
CZ0724089,Aconitum firmum subsp. moravicum,Nad prameništěm Malého Škaredého potoka,6575a,2010-08-18,2016-08-04
CZ0724089,Aconitum firmum subsp. moravicum,Nad soutokem Čeladenky s Mečovou,6576a,2013-09-19,2013-09-19
CZ0724089,Aconitum firmum subsp. moravicum,Nejvýchodnější bod PR Bučací,6476c,2010-08-10,2020-08-12
CZ0724089,Aconitum firmum subsp. moravicum,Nořičí hora 1,6475d,2011-08-03,2015-09-17
CZ0724089,Aconitum firmum subsp. moravicum,Nořičí hora 2,6475d,2011-08-03,2015-09-17
CZ0724089,Aconitum firmum subsp. moravicum,Noříčí,6475d,2012-07-29,2017-08-16
CZ0724089,Aconitum firmum subsp. moravicum,Němčanka - nahoře,6576a,2010-08-11,2010-08-11
CZ0724089,Aconitum firmum subsp. moravicum,Němčanka dole,6576c,2010-08-11,2013-08-02
CZ0724089,Aconitum firmum subsp. moravicum,Němčanka nahoře,6576a,2011-09-04,2020-07-30
CZ0724089,Aconitum firmum subsp. moravicum,Odbočky Ráztočky,6576a,2010-08-02,2020-08-11
CZ0724089,Aconitum firmum subsp. moravicum,Okrouhlý - jih,6575b,2011-08-03,2014-09-11
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice,6476c,2016-07-23,2025-06-04
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 1_16210175,6476c,2009-09-03,2009-09-03
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 1_16210248,6476c,2009-09-03,2009-09-03
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 1_16210295,6476c,2009-09-03,2009-09-03
CZ0724089,Aconitum firmum subsp. moravicum,"Ostravice 2, CHKO Beskydy",6576a,2009-08-06,2009-08-06
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15150195,6576c,2013-06-23,2013-06-23
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15150202,6576c,2013-06-23,2013-06-23
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15150243,6576d,2013-06-23,2013-06-23
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15770047,6476c,2013-07-11,2013-07-11
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15770110,"11,""6476c""",2013-07-11,2013-07-11
CZ0724089,Aconitum firmum subsp. moravicum,Ostravice 2_15770686,6576a,2013-07-11,2013-07-11
