kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,DATUM,CILMON,TYP_IND,KLIC,UROVEN,IND_GRP,JEDNOTKA,LIM_IND,LIM_INDLIST,STAV_IND,HOD_IND
CZ0214013,Rhinolophus hipposideros,Kokořín,5553c,2023,CELKOVE_HODNOCENI,Letouni,Kokořín,12226915,8951298,2023-01-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Kokořín,5553c,2023,CELKOVE_SUM,Letouni,Kokořín,12226915,8951298,2023-01-24,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Kokořín,5553c,2023,POP_PRESENCE,Letouni,Kokořín,12226915,8951298,2023-01-24,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Pivovarské sklepy ve Vojtěchově,5553b,2026,CELKOVE_HODNOCENI,Letouni,Pivovarské sklepy ve Vojtěchově,"15547416, 15547418",968549,2026-01-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Pivovarské sklepy ve Vojtěchově,5553b,2026,CELKOVE_SUM,Letouni,Pivovarské sklepy ve Vojtěchově,"15547416, 15547418",968549,2026-01-23,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Pivovarské sklepy ve Vojtěchově,5553b,2026,POP_PRESENCE,Letouni,Pivovarské sklepy ve Vojtěchově,"15547416, 15547418",968549,2026-01-23,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,"Pivovarské sklepy, Vojtěchov",5553b,2017,CELKOVE_HODNOCENI,Letouni,"Pivovarské sklepy, Vojtěchov",10085859,969331,2017-11-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,"Pivovarské sklepy, Vojtěchov",5553b,2017,CELKOVE_SUM,Letouni,"Pivovarské sklepy, Vojtěchov",10085859,969331,2017-11-24,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,"Pivovarské sklepy, Vojtěchov",5553b,2017,POP_PRESENCE,Letouni,"Pivovarské sklepy, Vojtěchov",10085859,969331,2017-11-24,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Truskavna – jeskyně Klemperka,5553c,2025,CELKOVE_HODNOCENI,Letouni,Truskavna – jeskyně Klemperka,15620514,9874649,2025-02-01,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Truskavna – jeskyně Klemperka,5553c,2025,CELKOVE_SUM,Letouni,Truskavna – jeskyně Klemperka,15620514,9874649,2025-02-01,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Truskavna – jeskyně Klemperka,5553c,2025,POP_PRESENCE,Letouni,Truskavna – jeskyně Klemperka,15620514,9874649,2025-02-01,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Tupadly - hotel Sv. Kryštof,5552b,2016,CELKOVE_HODNOCENI,Letouni,Tupadly - hotel Sv. Kryštof,"9790171, 9791172",6048218,2016-11-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Tupadly - hotel Sv. Kryštof,5552b,2016,CELKOVE_SUM,Letouni,Tupadly - hotel Sv. Kryštof,"9790171, 9791172",6048218,2016-11-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Tupadly - hotel Sv. Kryštof,5552b,2016,POP_PRESENCE,Letouni,Tupadly - hotel Sv. Kryštof,"9790171, 9791172",6048218,2016-11-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vidim,5553a,2021,CELKOVE_HODNOCENI,Letouni,Vidim,11725578,8242908,2021-12-07,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vidim,5553a,2021,CELKOVE_SUM,Letouni,Vidim,11725578,8242908,2021-12-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vidim,5553a,2021,POP_PRESENCE,Letouni,Vidim,11725578,8242908,2021-12-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vidim - pivovarský sklep,5553a,2015,CELKOVE_HODNOCENI,Letouni,Vidim - pivovarský sklep,9173198,5517795,2015-02-07,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vidim - pivovarský sklep,5553a,2015,CELKOVE_SUM,Letouni,Vidim - pivovarský sklep,9173198,5517795,2015-02-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vidim - pivovarský sklep,5553a,2015,POP_PRESENCE,Letouni,Vidim - pivovarský sklep,9173198,5517795,2015-02-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vidim - sklep bývalého pivovaru,5553a,2025,CELKOVE_HODNOCENI,Letouni,Vidim - sklep bývalého pivovaru,15620513,9874648,2025-02-01,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vidim - sklep bývalého pivovaru,5553a,2025,CELKOVE_SUM,Letouni,Vidim - sklep bývalého pivovaru,15620513,9874648,2025-02-01,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vidim - sklep bývalého pivovaru,5553a,2025,POP_PRESENCE,Letouni,Vidim - sklep bývalého pivovaru,15620513,9874648,2025-02-01,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,"Vidim, pivovarský sklep",5553a,2025,CELKOVE_HODNOCENI,Letouni,"Vidim, pivovarský sklep","13455988, 15447654",6337930,2025-11-20,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,"Vidim, pivovarský sklep",5553a,2025,CELKOVE_SUM,Letouni,"Vidim, pivovarský sklep","13455988, 15447654",6337930,2025-11-20,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,"Vidim, pivovarský sklep",5553a,2025,POP_PRESENCE,Letouni,"Vidim, pivovarský sklep","13455988, 15447654",6337930,2025-11-20,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vojtěchov - pivovarské sklepy,5553b,2015,CELKOVE_HODNOCENI,Letouni,Vojtěchov - pivovarské sklepy,9173191,4951646,2015-02-07,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vojtěchov - pivovarské sklepy,5553b,2015,CELKOVE_SUM,Letouni,Vojtěchov - pivovarské sklepy,9173191,4951646,2015-02-07,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vojtěchov - pivovarské sklepy,5553b,2015,POP_PRESENCE,Letouni,Vojtěchov - pivovarské sklepy,9173191,4951646,2015-02-07,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vojtěchov pivovar,5553b,2018,CELKOVE_HODNOCENI,Letouni,Vojtěchov pivovar,10395510,6666193,2018-09-15,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vojtěchov pivovar,5553b,2018,CELKOVE_SUM,Letouni,Vojtěchov pivovar,10395510,6666193,2018-09-15,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vojtěchov pivovar,5553b,2018,POP_PRESENCE,Letouni,Vojtěchov pivovar,10395510,6666193,2018-09-15,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,Vojtěchov – pivovarský sklep,5553b,2025,CELKOVE_HODNOCENI,Letouni,Vojtěchov – pivovarský sklep,15620481,7050237,2025-01-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,Vojtěchov – pivovarský sklep,5553b,2025,CELKOVE_SUM,Letouni,Vojtěchov – pivovarský sklep,15620481,7050237,2025-01-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,Vojtěchov – pivovarský sklep,5553b,2025,POP_PRESENCE,Letouni,Vojtěchov – pivovarský sklep,15620481,7050237,2025-01-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,pivovarské sklepy Vojtěchov,5553b,2016,CELKOVE_HODNOCENI,Letouni,pivovarské sklepy Vojtěchov,9801492,968347,2016-12-16,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,pivovarské sklepy Vojtěchov,5553b,2016,CELKOVE_SUM,Letouni,pivovarské sklepy Vojtěchov,9801492,968347,2016-12-16,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,pivovarské sklepy Vojtěchov,5553b,2016,POP_PRESENCE,Letouni,pivovarské sklepy Vojtěchov,9801492,968347,2016-12-16,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214013,Rhinolophus hipposideros,spodní místnost jeskyně Klemperka,5553c,2026,CELKOVE_HODNOCENI,Letouni,spodní místnost jeskyně Klemperka,15532838,968546,2026-01-12,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214013,Rhinolophus hipposideros,spodní místnost jeskyně Klemperka,5553c,2026,CELKOVE_SUM,Letouni,spodní místnost jeskyně Klemperka,15532838,968546,2026-01-12,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214013,Rhinolophus hipposideros,spodní místnost jeskyně Klemperka,5553c,2026,POP_PRESENCE,Letouni,spodní místnost jeskyně Klemperka,15532838,968546,2026-01-12,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,3. štola u trati,6050d,2022,CELKOVE_HODNOCENI,Letouni,3. štola u trati,11740875,998672,2022-01-30,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,3. štola u trati,6050d,2022,CELKOVE_SUM,Letouni,3. štola u trati,11740875,998672,2022-01-30,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,3. štola u trati,6050d,2022,POP_PRESENCE,Letouni,3. štola u trati,11740875,998672,2022-01-30,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,6050,"96,""6050b""",2012,CELKOVE_HODNOCENI,Letouni,6050,9010860,998160,2012-06-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,6050,"96,""6050b""",2012,CELKOVE_SUM,Letouni,6050,9010860,998160,2012-06-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,6050,"96,""6050b""",2012,POP_PRESENCE,Letouni,6050,9010860,998160,2012-06-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Alkazar,6050b,2016,CELKOVE_HODNOCENI,Letouni,Alkazar,"9777683, 9777684, 9777686, 9778120",5902481,2016-09-15,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Alkazar,6050b,2016,CELKOVE_SUM,Letouni,Alkazar,"9777683, 9777684, 9777686, 9778120",5902481,2016-09-15,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Alkazar,6050b,2016,POP_PRESENCE,Letouni,Alkazar,"9777683, 9777684, 9777686, 9778120",5902481,2016-09-15,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Alkazar - Kozel,6050b,2013,CELKOVE_HODNOCENI,Letouni,Alkazar - Kozel,"8903286, 9371163",5062706,2013-01-28,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Alkazar - Kozel,6050b,2013,CELKOVE_SUM,Letouni,Alkazar - Kozel,"8903286, 9371163",5062706,2013-01-28,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Alkazar - Kozel,6050b,2013,POP_PRESENCE,Letouni,Alkazar - Kozel,"8903286, 9371163",5062706,2013-01-28,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Amerika II.,6051a,2015,CELKOVE_HODNOCENI,Letouni,Amerika II.,9544962,5062343,2015-02-04,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Amerika II.,6051a,2015,CELKOVE_SUM,Letouni,Amerika II.,9544962,5062343,2015-02-04,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Amerika II.,6051a,2015,POP_PRESENCE,Letouni,Amerika II.,9544962,5062343,2015-02-04,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Aragonitová jeskyně,6050b,2014,CELKOVE_HODNOCENI,Letouni,Aragonitová jeskyně,9371175,5668018,2014-02-01,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Aragonitová jeskyně,6050b,2014,CELKOVE_SUM,Letouni,Aragonitová jeskyně,9371175,5668018,2014-02-01,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Aragonitová jeskyně,6050b,2014,POP_PRESENCE,Letouni,Aragonitová jeskyně,9371175,5668018,2014-02-01,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Barrandova jeskyně,6050d,2014,CELKOVE_HODNOCENI,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Barrandova jeskyně,6050d,2014,CELKOVE_SUM,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Barrandova jeskyně,6050d,2014,POP_PRESENCE,Letouni,Barrandova jeskyně,9371179,5668019,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Beranův lom - štola,6050d,2013,CELKOVE_HODNOCENI,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Beranův lom - štola,6050d,2013,CELKOVE_SUM,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Beranův lom - štola,6050d,2013,POP_PRESENCE,Letouni,Beranův lom - štola,"8902940, 9371182",5062322,2013-01-29,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Budňany - Rudolfka,6051c,2023,CELKOVE_HODNOCENI,Letouni,Budňany - Rudolfka,12226840,6839204,2023-01-25,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Budňany - Rudolfka,6051c,2023,CELKOVE_SUM,Letouni,Budňany - Rudolfka,12226840,6839204,2023-01-25,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Budňany - Rudolfka,6051c,2023,POP_PRESENCE,Letouni,Budňany - Rudolfka,12226840,6839204,2023-01-25,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,CELKOVE_HODNOCENI,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,CELKOVE_SUM,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Budňany - sklep pod konírnou na hradě Karlštejn,6051c,2026,POP_PRESENCE,Letouni,Budňany - sklep pod konírnou na hradě Karlštejn,15534170,6063083,2026-01-13,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Chlumské jeskyně,6050d,2014,CELKOVE_HODNOCENI,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Chlumské jeskyně,6050d,2014,CELKOVE_SUM,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Chlumské jeskyně,6050d,2014,POP_PRESENCE,Letouni,Chlumské jeskyně,9371225,5668034,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Devítikorunová jeskyně,6050b,2026,CELKOVE_HODNOCENI,Letouni,Devítikorunová jeskyně,15546243,5517096,2026-01-19,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Devítikorunová jeskyně,6050b,2026,CELKOVE_SUM,Letouni,Devítikorunová jeskyně,15546243,5517096,2026-01-19,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Devítikorunová jeskyně,6050b,2026,POP_PRESENCE,Letouni,Devítikorunová jeskyně,15546243,5517096,2026-01-19,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Gaislerova štola,6051a,2014,CELKOVE_HODNOCENI,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Gaislerova štola,6051a,2014,CELKOVE_SUM,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Gaislerova štola,6051a,2014,POP_PRESENCE,Letouni,Gaislerova štola,9371215,5668030,2014-01-30,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,"Gaislerova štola, Liščí lom",6051a,2021,CELKOVE_HODNOCENI,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,"Gaislerova štola, Liščí lom",6051a,2021,CELKOVE_SUM,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,"Gaislerova štola, Liščí lom",6051a,2021,POP_PRESENCE,Letouni,"Gaislerova štola, Liščí lom",11309016,7778940,2021-02-21,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar,6050d,2022,CELKOVE_HODNOCENI,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar,6050d,2022,CELKOVE_SUM,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar,6050d,2022,POP_PRESENCE,Letouni,Hostim u Berouna - lom Alkazar,12036136,1848161,2022-10-01,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,CELKOVE_HODNOCENI,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,CELKOVE_SUM,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Hostim u Berouna - lom Alkazar prostřední štola (štola B),6050d,2025,POP_PRESENCE,Letouni,Hostim u Berouna - lom Alkazar prostřední štola (štola B),15314217,12696213,2025-10-27,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,"Hostim, štola Alkazar západ",6050b,2025,CELKOVE_HODNOCENI,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,"Hostim, štola Alkazar západ",6050b,2025,CELKOVE_SUM,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,"Hostim, štola Alkazar západ",6050b,2025,POP_PRESENCE,Letouni,"Hostim, štola Alkazar západ",13772047,10809081,2025-02-22,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Houmelesí štola,6050d,2014,CELKOVE_HODNOCENI,Letouni,Houmelesí štola,9371221,5668033,2014-01-25,1,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Houmelesí štola,6050d,2014,CELKOVE_SUM,Letouni,Houmelesí štola,9371221,5668033,2014-01-25,1,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Houmelesí štola,6050d,2014,POP_PRESENCE,Letouni,Houmelesí štola,9371221,5668033,2014-01-25,1,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Houmelesí štoly,6050d,2024,CELKOVE_HODNOCENI,Letouni,Houmelesí štoly,12800252,998568,2024-01-28,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Houmelesí štoly,6050d,2024,CELKOVE_SUM,Letouni,Houmelesí štoly,12800252,998568,2024-01-28,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Houmelesí štoly,6050d,2024,POP_PRESENCE,Letouni,Houmelesí štoly,12800252,998568,2024-01-28,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Jeskyně Arnoldka,6050b,2026,CELKOVE_HODNOCENI,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Jeskyně Arnoldka,6050b,2026,CELKOVE_SUM,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Jeskyně Arnoldka,6050b,2026,POP_PRESENCE,Letouni,Jeskyně Arnoldka,15555330,998515,2026-01-31,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Jeskyně Dynamitka,6050d,2015,CELKOVE_HODNOCENI,Letouni,Jeskyně Dynamitka,9544980,5062320,2015-02-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Jeskyně Dynamitka,6050d,2015,CELKOVE_SUM,Letouni,Jeskyně Dynamitka,9544980,5062320,2015-02-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Jeskyně Dynamitka,6050d,2015,POP_PRESENCE,Letouni,Jeskyně Dynamitka,9544980,5062320,2015-02-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Jeskyně Marie,6050d,2021,CELKOVE_HODNOCENI,Letouni,Jeskyně Marie,11298162,1257843,2021-02-03,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Jeskyně Marie,6050d,2021,CELKOVE_SUM,Letouni,Jeskyně Marie,11298162,1257843,2021-02-03,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Jeskyně Marie,6050d,2021,POP_PRESENCE,Letouni,Jeskyně Marie,11298162,1257843,2021-02-03,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Jeskyně Nad Kačákem,6050b,2015,CELKOVE_HODNOCENI,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Jeskyně Nad Kačákem,6050b,2015,CELKOVE_SUM,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Jeskyně Nad Kačákem,6050b,2015,POP_PRESENCE,Letouni,Jeskyně Nad Kačákem,9544989,5068732,2015-02-05,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Jeskyně Oblézačka,6050b,2015,CELKOVE_HODNOCENI,Letouni,Jeskyně Oblézačka,9544919,5068737,2015-02-02,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Jeskyně Oblézačka,6050b,2015,CELKOVE_SUM,Letouni,Jeskyně Oblézačka,9544919,5068737,2015-02-02,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Jeskyně Oblézačka,6050b,2015,POP_PRESENCE,Letouni,Jeskyně Oblézačka,9544919,5068737,2015-02-02,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Korno - Podtraťová jeskyně,6050d,2026,CELKOVE_HODNOCENI,Letouni,Korno - Podtraťová jeskyně,15547125,5496625,2026-01-24,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Korno - Podtraťová jeskyně,6050d,2026,CELKOVE_SUM,Letouni,Korno - Podtraťová jeskyně,15547125,5496625,2026-01-24,0,NA,NA,NA,NA,NA,,,NA,1
CZ0214017,Rhinolophus hipposideros,Korno - Podtraťová jeskyně,6050d,2026,POP_PRESENCE,Letouni,Korno - Podtraťová jeskyně,15547125,5496625,2026-01-24,0,val,ano,lok,val,přítomnost druhu,ano,ano,1,ano
CZ0214017,Rhinolophus hipposideros,Krápníková jeskyně v Šanově koutě,6050b,2026,CELKOVE_HODNOCENI,Letouni,Krápníková jeskyně v Šanově koutě,15546216,998605,2026-01-23,0,NA,NA,lok,NA,NA,NA,NA,1,dobrý
CZ0214017,Rhinolophus hipposideros,Krápníková jeskyně v Šanově koutě,6050b,2026,CELKOVE_SUM,Letouni,Krápníková jeskyně v Šanově koutě,15546216,998605,2026-01-23,0,NA,NA,NA,NA,NA,,,NA,1
