kod_chu,DRUH,POLE,POSLEDNI_NALEZ
CZ0624098,Myotis bechsteinii,7165d,2017-01-11
CZ0624098,Myotis emarginatus,7165d,2025-01-16
CZ0624098,Myotis myotis,7165d,2020-01-15
CZ0624098,Myotis sp.,7165d,2013-01-10
CZ0624098,Pulsatilla grandis,7165d,2023-03-22
CZ0624098,Rhinolophus hipposideros,7165d,2025-01-16
CZ0624099,Abramis brama,"01,""7166d""",2004-01-01
CZ0624099,Abramis brama,7166d,2019-10-30
CZ0624099,Abramis brama,7167c,2019-10-30
CZ0624099,Abramis brama,7267a,2016-06-01
CZ0624099,Anisus vorticulus,7166d,2021-03-20
CZ0624099,Ballerus ballerus,"01,""7166d""",2004-01-01
CZ0624099,Ballerus sapa,7267a,2017-05-09
CZ0624099,Barbastella barbastellus,7166a,2015-06-15
CZ0624099,Barbastella barbastellus,7267a,2015-06-13
CZ0624099,Barbastella barbastellus,"96,""7166a""",2011-12-21
CZ0624099,Barbastella barbastellus,"96,""7166b""",2011-12-21
CZ0624099,Barbastella barbastellus,"96,""7166c""",2011-12-21
CZ0624099,Barbastella barbastellus,"96,""7166d""",2011-12-21
CZ0624099,Blicca bjoerkna,"01,""7166d""",2004-01-01
CZ0624099,Blicca bjoerkna,7166d,2019-10-30
CZ0624099,Blicca bjoerkna,7167c,2019-10-30
CZ0624099,Blicca bjoerkna,7267a,2022-04-23
CZ0624099,Bombina bombina,"4,""7167c""",2018-06-29
CZ0624099,Bombina bombina,"56,""7166a""",2011-05-04
CZ0624099,Bombina bombina,7166a,2021-07-23
CZ0624099,Bombina bombina,7166c,2025-05-09
CZ0624099,Bombina bombina,7166d,2025-04-19
CZ0624099,Bombina bombina,7167c,2024-06-24
CZ0624099,Bombina bombina,7267a,2024-06-24
CZ0624099,Castor fiber,"01,""7267a""",2017-02-11
CZ0624099,Castor fiber,"06,""7267a""",2017-02-11
CZ0624099,Castor fiber,"13,""7167c""",2017-02-11
CZ0624099,Castor fiber,"4,""7166a""",2003-01-01
CZ0624099,Castor fiber,"48,""7166d""",2003-01-01
CZ0624099,Castor fiber,"5,""7166a""",2017-02-11
CZ0624099,Castor fiber,"56,""7166a""",2011-04-15
CZ0624099,Castor fiber,"58,""7166d""",2017-02-11
CZ0624099,Castor fiber,"64,""7166c""",1988-01-01
CZ0624099,Castor fiber,7166a,2026-01-02
CZ0624099,Castor fiber,7166c,2026-02-10
CZ0624099,Castor fiber,7166d,2026-01-15
CZ0624099,Castor fiber,7167c,2026-01-11
CZ0624099,Castor fiber,7266b,2013-02-01
CZ0624099,Castor fiber,7267a,2026-03-13
CZ0624099,Castor fiber,"81,""7166d""",2000-01-01
CZ0624099,Castor fiber,"87,""7166d""",2017-02-11
CZ0624099,Castor fiber,"96,""7167c""",2017-02-11
CZ0624099,Castor fiber,"99,""7267a""",2017-02-11
CZ0624099,Cerambyx cerdo,"56,""7166a""",2006-05-24
CZ0624099,Cerambyx cerdo,7166a,2023-11-11
CZ0624099,Cerambyx cerdo,7166c,2019-07-05
CZ0624099,Cerambyx cerdo,7166d,2025-07-16
CZ0624099,Cerambyx cerdo,7167c,2025-08-13
CZ0624099,Cerambyx cerdo,7266b,2025-05-22
CZ0624099,Cerambyx cerdo,7267a,2021-07-10
CZ0624099,Cerambyx cerdo,"78,""7166c""",2019-07-09
CZ0624099,Cerambyx cerdo,"99,""7166d""",2021-06-20
CZ0624099,Cottus gobio,7166a,2022-09-20
CZ0624099,Cottus gobio,7166c,2022-09-20
CZ0624099,Cucujus cinnaberinus,"07,""7166a""",2003-04-19
CZ0624099,Cucujus cinnaberinus,"07,""7166c""",2019-05-19
CZ0624099,Cucujus cinnaberinus,"56,""7166a""",2011-05-04
CZ0624099,Cucujus cinnaberinus,7166a,2023-11-11
CZ0624099,Cucujus cinnaberinus,7166c,2024-04-27
CZ0624099,Cucujus cinnaberinus,7166d,2023-11-08
CZ0624099,Cucujus cinnaberinus,7167c,2020-10-28
CZ0624099,Cucujus cinnaberinus,7267a,2022-04-23
CZ0624099,Emys orbicularis,7166d,2022-09-04
CZ0624099,Euphydryas maturna,NA,2004-05-20
CZ0624099,Euplagia quadripunctaria,7166c,2014-07-26
CZ0624099,Euplagia quadripunctaria,"75,""7267a""",2002-01-01
CZ0624099,Gymnocephalus schraetser,7166d,2005-05-12
CZ0624099,Gymnocephalus schraetser,7267a,2012-10-06
CZ0624099,Hipparchia semele,NA,1995-01-01
CZ0624099,Lemna trisulca,7166c,2021-06-25
CZ0624099,Lemna trisulca,7166d,2025-08-25
CZ0624099,Lemna trisulca,"73,""7166c""",2003-06-17
CZ0624099,Leuciscus aspius,"01,""7166d""",2004-01-01
CZ0624099,Leuciscus aspius,7267a,2023-08-16
CZ0624099,Leucorrhinia pectoralis,7166d,2021-05-15
CZ0624099,Limoniscus violaceus,7167c,2006-06-18
CZ0624099,Limoniscus violaceus,7267a,2015-01-01
CZ0624099,Lucanus cervus,"07,""7166c""",2019-07-09
CZ0624099,Lucanus cervus,"09,""7167c""",2001-06-23
CZ0624099,Lucanus cervus,7166a,2023-11-11
CZ0624099,Lucanus cervus,7166c,2023-08-10
CZ0624099,Lucanus cervus,7166d,2025-07-16
CZ0624099,Lucanus cervus,7167c,2020-04-15
CZ0624099,Lucanus cervus,7266b,2019-09-15
CZ0624099,Lucanus cervus,7267a,2024-04-06
CZ0624099,Lucanus cervus,"99,""7166d""",2021-06-20
CZ0624099,Lutra lutra,7166c,2016-10-21
CZ0624099,Lutra lutra,7166d,2026-01-15
CZ0624099,Lutra lutra,7167c,2006-10-19
CZ0624099,Lutra lutra,7266b,2006-10-20
CZ0624099,Lutra lutra,7267a,2026-03-02
CZ0624099,Lutra lutra,"96,""7166a""",2007-01-01
CZ0624099,Lutra lutra,"96,""7166b""",2007-01-01
CZ0624099,Lutra lutra,"96,""7166c""",2007-01-01
CZ0624099,Lutra lutra,"96,""7166d""",2007-01-01
CZ0624099,Lycaena dispar,"56,""7166d""",2001-06-01
CZ0624099,Lycaena dispar,"64,""7166c""",2007-05-01
CZ0624099,Lycaena dispar,7166c,2022-06-06
CZ0624099,Lycaena dispar,7166d,2024-08-19
CZ0624099,Lycaena dispar,7167c,2025-09-03
CZ0624099,Lycaena dispar,7267a,2025-08-13
CZ0624099,Lycaena dispar,"96,""7166a""",2005-05-25
CZ0624099,Lycaena dispar,"96,""7166b""",2005-05-25
CZ0624099,Lycaena dispar,"96,""7166c""",2005-05-25
CZ0624099,Lycaena dispar,"96,""7166d""",2005-05-25
CZ0624099,Misgurnus fossilis,"07,""7166a""",2002-01-01
CZ0624099,Misgurnus fossilis,7166a,2023-08-24
CZ0624099,Misgurnus fossilis,7166c,2013-10-21
CZ0624099,Misgurnus fossilis,7166d,2023-10-18
CZ0624099,Misgurnus fossilis,7167c,2022-09-23
CZ0624099,Misgurnus fossilis,7267a,2023-08-24
CZ0624099,Myotis alcathoe/emarginatus,7166d,2015-07-21
CZ0624099,Myotis bechsteinii,"48,""7166d""",2001-01-01
CZ0624099,Myotis bechsteinii,7166a,2015-06-16
CZ0624099,Myotis bechsteinii,7166d,2015-07-21
CZ0624099,Myotis bechsteinii,7267a,2015-06-13
CZ0624099,Myotis bechsteinii,"95,""7267a""",2001-01-01
CZ0624099,Myotis bechsteinii,"96,""7166a""",2011-06-21
CZ0624099,Myotis bechsteinii,"96,""7166b""",2011-06-21
CZ0624099,Myotis bechsteinii,"96,""7166c""",2011-06-21
CZ0624099,Myotis bechsteinii,"96,""7166d""",2011-06-21
CZ0624099,Myotis blythii,"96,""7166a""",2012-06-21
CZ0624099,Myotis blythii,"96,""7166b""",2012-06-21
CZ0624099,Myotis blythii,"96,""7166c""",2012-06-21
CZ0624099,Myotis blythii,"96,""7166d""",2012-06-21
CZ0624099,Myotis emarginatus,"04,""7166a""",2002-10-16
CZ0624099,Myotis emarginatus,7166a,2013-05-01
CZ0624099,Myotis emarginatus,"96,""7166a""",2011-06-21
CZ0624099,Myotis emarginatus,"96,""7166b""",2011-06-21
CZ0624099,Myotis emarginatus,"96,""7166c""",2011-06-21
CZ0624099,Myotis emarginatus,"96,""7166d""",2011-06-21
CZ0624099,Myotis myotis,7166a,2015-06-15
CZ0624099,Myotis myotis,7267a,2015-06-13
CZ0624099,Myotis myotis,"96,""7166a""",2012-06-21
CZ0624099,Myotis myotis,"96,""7166b""",2012-06-21
CZ0624099,Myotis myotis,"96,""7166c""",2012-06-21
CZ0624099,Myotis myotis,"96,""7166d""",2012-06-21
CZ0624099,Myotis sp.,7166d,2015-07-20
CZ0624099,Ophiogomphus cecilia,"56,""7166a""",2014-06-27
CZ0624099,Ophiogomphus cecilia,7166a,2020-07-07
CZ0624099,Ophiogomphus cecilia,7166c,2023-07-08
CZ0624099,Ophiogomphus cecilia,7166d,2020-07-07
CZ0624099,Osmoderma barnabita,"07,""7166c""",2019-05-01
CZ0624099,Osmoderma barnabita,"26,""7167c""",2001-08-01
CZ0624099,Osmoderma barnabita,7166a,2013-04-27
CZ0624099,Osmoderma barnabita,7166c,2013-04-27
CZ0624099,Osmoderma barnabita,7166d,2022-04-11
CZ0624099,Osmoderma barnabita,7167c,2022-04-11
CZ0624099,Osmoderma barnabita,7267a,2022-04-11
CZ0624099,Pelecus cultratus,7166d,2006-08-01
CZ0624099,Rhinolophus hipposideros,7166a,2013-05-01
CZ0624099,Rhinolophus hipposideros,7166c,2006-07-13
CZ0624099,Rhinolophus hipposideros,7166d,2025-01-16
CZ0624099,Rhinolophus hipposideros,"96,""7166a""",2012-06-21
CZ0624099,Rhinolophus hipposideros,"96,""7166b""",2012-06-21
CZ0624099,Rhinolophus hipposideros,"96,""7166c""",2012-06-21
CZ0624099,Rhinolophus hipposideros,"96,""7166d""",2012-06-21
CZ0624099,Rhodeus amarus,7166a,2021-09-22
CZ0624099,Rhodeus amarus,7166c,2013-10-21
CZ0624099,Rhodeus amarus,7166d,2023-10-18
CZ0624099,Rhodeus amarus,7167c,2023-08-23
CZ0624099,Rhodeus amarus,7266b,2016-06-01
CZ0624099,Rhodeus amarus,7267a,2023-08-24
CZ0624099,Romanogobio vladykovi,7166d,2014-05-15
CZ0624099,Romanogobio vladykovi,7167c,2015-09-15
CZ0624099,Romanogobio vladykovi,7267a,2015-08-27
CZ0624099,Rosalia alpina,7167c,2025-06-25
CZ0624099,Rosalia alpina,7267a,2022-04-23
CZ0624099,Rumex sp.,7166c,2004-06-13
CZ0624099,Rumex sp.,7166d,2003-01-01
CZ0624099,Rumex sp.,7267a,2024-03-01
CZ0624099,Sanguisorba officinalis,"07,""7166d""",2005-10-06
CZ0624099,Sanguisorba officinalis,"55,""7166d""",2011-09-10
CZ0624099,Sanguisorba officinalis,7166a,2025-04-28
CZ0624099,Sanguisorba officinalis,7166c,2025-08-02
CZ0624099,Sanguisorba officinalis,7166d,2025-08-26
CZ0624099,Sanguisorba officinalis,7167c,2025-08-13
CZ0624099,Sanguisorba officinalis,7267a,2025-08-13
CZ0624099,Sanguisorba officinalis,"8,""7166d""",2014-07-18
CZ0624099,Sanguisorba officinalis,"85,""7267a""",2003-09-09
CZ0624099,Sanguisorba officinalis,"89,""7166d""",2011-09-10
CZ0624099,Scardinius erythrophthalmus,"01,""7166d""",2004-01-01
CZ0624099,Scardinius erythrophthalmus,7166d,2022-05-22
CZ0624099,Scardinius erythrophthalmus,7167c,2019-10-30
CZ0624099,Scardinius erythrophthalmus,7267a,2022-04-23
CZ0624099,Succisa pratensis,7267a,2025-09-22
CZ0624099,Triturus dobrogicus,"4,""7167c""",2018-06-29
CZ0624099,Triturus dobrogicus,7166c,2022-04-24
CZ0624099,Triturus dobrogicus,7166d,2018-04-07
CZ0624099,Triturus dobrogicus,7267a,2025-04-25
CZ0624099,Zingel streber,7166d,2005-05-12
CZ0624100,Barbastella barbastellus,7166c,2015-06-03
CZ0624100,Barbastella barbastellus,"96,""7166a""",2011-12-21
CZ0624100,Barbastella barbastellus,"96,""7166b""",2011-12-21
CZ0624100,Barbastella barbastellus,"96,""7166c""",2011-12-21
CZ0624100,Barbastella barbastellus,"96,""7166d""",2011-12-21
CZ0624100,Bombina bombina,7166c,2018-04-10
CZ0624100,Bombina bombina,7266a,2025-04-12
CZ0624100,Castor fiber,"54,""7166a""",2002-01-01
CZ0624100,Castor fiber,"64,""7166c""",1988-01-01
CZ0624100,Castor fiber,7266a,2014-04-04
CZ0624100,Cerambyx cerdo,"14,""7166c""",2002-03-15
CZ0624100,Cerambyx cerdo,7165d,2015-06-19
CZ0624100,Cerambyx cerdo,7166c,2025-05-25
CZ0624100,Cerambyx cerdo,"74,""7166c""",2013-07-05
CZ0624100,Chamaecytisus sp.,7166c,2002-04-26
CZ0624100,Cucujus cinnaberinus,"14,""7166c""",2002-03-15
CZ0624100,Cucujus cinnaberinus,7166c,2019-10-24
CZ0624100,Cucujus cinnaberinus,7266a,2023-05-10
CZ0624100,Eriogaster catax,7166c,2025-05-02
CZ0624100,Eriogaster catax,7266a,2025-04-23
CZ0624100,Eriogaster catax,NA,2004-01-01
CZ0624100,Euplagia quadripunctaria,"39,""7166c""",2000-01-01
CZ0624100,Euplagia quadripunctaria,7166c,2025-08-20
CZ0624100,Euplagia quadripunctaria,7266a,2024-08-16
CZ0624100,Euplagia quadripunctaria,"94,""7166c""",2020-08-06
CZ0624100,Lemna trisulca,"73,""7166c""",2003-06-17
CZ0624100,Lucanus cervus,"14,""7166c""",2002-03-15
CZ0624100,Lucanus cervus,7165d,2015-07-01
CZ0624100,Lucanus cervus,7166a,2023-11-11
CZ0624100,Lucanus cervus,7166c,2025-07-29
CZ0624100,Lucanus cervus,7266a,2025-06-29
CZ0624100,Lucanus cervus,"74,""7166c""",2013-07-20
CZ0624100,Lucanus cervus,"76,""7166c""",2018-04-18
CZ0624100,Lucanus cervus,"77,""7166c""",2018-05-20
CZ0624100,Lucanus cervus,"8,""7166c""",2018-05-11
CZ0624100,Lucanus cervus,"91,""7166c""",2018-05-31
CZ0624100,Lucanus cervus,"97,""7166c""",2014-06-18
CZ0624100,Lutra lutra,7266a,2020-03-26
CZ0624100,Lutra lutra,"96,""7166a""",2007-01-01
CZ0624100,Lutra lutra,"96,""7166b""",2007-01-01
CZ0624100,Lutra lutra,"96,""7166c""",2007-01-01
CZ0624100,Lutra lutra,"96,""7166d""",2007-01-01
CZ0624100,Lycaena dispar,"28,""7165d""",2007-05-01
CZ0624100,Lycaena dispar,"64,""7166c""",2007-05-01
CZ0624100,Lycaena dispar,7166c,2020-09-05
CZ0624100,Lycaena dispar,"96,""7166a""",2005-05-25
CZ0624100,Lycaena dispar,"96,""7166b""",2005-05-25
CZ0624100,Lycaena dispar,"96,""7166c""",2005-05-25
CZ0624100,Lycaena dispar,"96,""7166d""",2005-05-25
CZ0624100,Myotis bechsteinii,"96,""7166a""",2011-06-21
CZ0624100,Myotis bechsteinii,"96,""7166b""",2011-06-21
CZ0624100,Myotis bechsteinii,"96,""7166c""",2011-06-21
CZ0624100,Myotis bechsteinii,"96,""7166d""",2011-06-21
CZ0624100,Myotis blythii,"96,""7166a""",2012-06-21
CZ0624100,Myotis blythii,"96,""7166b""",2012-06-21
CZ0624100,Myotis blythii,"96,""7166c""",2012-06-21
CZ0624100,Myotis blythii,"96,""7166d""",2012-06-21
CZ0624100,Myotis emarginatus,"96,""7166a""",2011-06-21
CZ0624100,Myotis emarginatus,"96,""7166b""",2011-06-21
CZ0624100,Myotis emarginatus,"96,""7166c""",2011-06-21
CZ0624100,Myotis emarginatus,"96,""7166d""",2011-06-21
CZ0624100,Myotis myotis,7165d,2001-01-01
CZ0624100,Myotis myotis,7166c,2015-05-11
CZ0624100,Myotis myotis,"96,""7166a""",2012-06-21
CZ0624100,Myotis myotis,"96,""7166b""",2012-06-21
CZ0624100,Myotis myotis,"96,""7166c""",2012-06-21
CZ0624100,Myotis myotis,"96,""7166d""",2012-06-21
CZ0624100,Osmoderma barnabita,7166c,2011-05-06
CZ0624100,Pulsatilla grandis,7266a,2024-03-15
CZ0624100,Rhinolophus hipposideros,"96,""7166a""",2012-06-21
CZ0624100,Rhinolophus hipposideros,"96,""7166b""",2012-06-21
CZ0624100,Rhinolophus hipposideros,"96,""7166c""",2012-06-21
CZ0624100,Rhinolophus hipposideros,"96,""7166d""",2012-06-21
CZ0624100,Spermophilus citellus,"28,""7165d""",2002-01-01
CZ0624101,Cerambyx cerdo,"45,""7067c""",2015-06-02
CZ0624101,Cerambyx cerdo,7067c,2021-09-26
CZ0624101,Cucujus cinnaberinus,7066b,2021-09-26
CZ0624101,Cucujus cinnaberinus,7067c,2021-09-26
CZ0624101,Cypripedium calceolus,"3,""7067a""",2002-06-01
CZ0624101,Cypripedium calceolus,7067a,2023-05-19
CZ0624101,Dracocephalum austriacum,7067c,2025-05-07
CZ0624101,Echium maculatum,7067a,2025-07-01
CZ0624101,Euplagia quadripunctaria,7067a,2006-08-19
CZ0624101,Euplagia quadripunctaria,7067c,2023-08-19
CZ0624101,Euplagia quadripunctaria,"99,""7067c""",2005-07-28
CZ0624101,Lucanus cervus,"45,""7067c""",2015-06-02
CZ0624101,Lucanus cervus,7066b,2023-11-09
CZ0624101,Lucanus cervus,7066d,2021-09-26
CZ0624101,Lucanus cervus,7067a,2021-09-26
CZ0624101,Lucanus cervus,7067c,2021-09-26
CZ0624101,Pulsatilla grandis,7067a,2025-03-25
CZ0624101,Pulsatilla grandis,7067c,2025-03-25
CZ0624102,Bombina bombina,7266a,2016-04-21
CZ0624102,Coenagrion ornatum,7266a,2014-06-27
CZ0624102,Cucujus cinnaberinus,7266a,2011-04-21
CZ0624102,Eriogaster catax,NA,2004-01-01
CZ0624102,Euplagia quadripunctaria,7266a,2024-07-27
CZ0624102,Lucanus cervus,7266a,2025-06-29
CZ0624102,Lycaena dispar,7266a,2022-08-12
CZ0624102,Myotis alcathoe/emarginatus,7266a,2015-07-20
CZ0624102,Scardinius erythrophthalmus,7266a,2015-11-17
CZ0624102,Vertigo angustior,7266a,2023-09-19
CZ0624103,Abramis brama,7065a,2016-07-19
CZ0624103,Abramis brama,7065c,2019-09-26
CZ0624103,Abramis brama,"72,""7065c""",2025-08-11
CZ0624103,Ballerus ballerus,7065a,2004-01-01
CZ0624103,Blicca bjoerkna,7065a,2004-10-18
CZ0624103,Blicca bjoerkna,7065c,2017-09-11
CZ0624103,Bombina bombina,7065a,2009-07-12
CZ0624103,Bombina bombina,7065c,2018-04-30
CZ0624103,Bombina bombina,7065d,2018-06-19
CZ0624103,Castor fiber,7065c,2000-01-01
CZ0624103,Castor fiber,7065d,2011-12-28
CZ0624103,Cerambyx cerdo,7065c,2025-05-10
CZ0624103,Cerambyx cerdo,7065d,2022-07-01
CZ0624103,Cerambyx cerdo,"82,""7065c""",2012-04-02
CZ0624103,Cucujus cinnaberinus,7065a,2025-03-20
CZ0624103,Cucujus cinnaberinus,7065c,2025-06-03
CZ0624103,Cucujus cinnaberinus,7065d,2023-04-08
CZ0624103,Cucujus cinnaberinus,"82,""7065c""",2012-04-02
CZ0624103,Emys orbicularis,7065c,2024-05-01
CZ0624103,Emys orbicularis,7065d,2024-06-09
CZ0624103,Lemna trisulca,7065d,2024-08-27
CZ0624103,Leuciscus aspius,7065a,2016-07-19
CZ0624103,Leuciscus aspius,7065c,2017-09-11
CZ0624103,Leuciscus aspius,"72,""7065c""",2025-08-11
CZ0624103,Lucanus cervus,7065c,2025-05-10
CZ0624103,Lucanus cervus,7065d,2023-06-12
CZ0624103,Lucanus cervus,"82,""7065c""",2012-04-02
CZ0624103,Lutra lutra,7065c,2010-12-09
CZ0624103,Lutra lutra,7065d,2010-12-09
CZ0624103,Lycaena dispar,7065c,2018-05-20
CZ0624103,Misgurnus fossilis,7065a,2004-01-01
CZ0624103,Ophiogomphus cecilia,7065a,2019-08-25
CZ0624103,Ophiogomphus cecilia,7065c,2019-09-06
CZ0624103,Rhodeus amarus,7065a,2019-09-26
CZ0624103,Rhodeus amarus,7065c,2021-09-22
CZ0624103,Rhodeus amarus,"72,""7065c""",2025-08-11
CZ0624103,Romanogobio vladykovi,7065a,2023-10-05
CZ0624103,Romanogobio vladykovi,7065c,2023-10-05
CZ0624103,Romanogobio vladykovi,"72,""7065c""",2025-08-11
CZ0624103,Sabanejewia balcanica,7065c,2019-09-26
CZ0624103,Sabanejewia balcanica,"72,""7065c""",2025-08-11
CZ0624103,Salmo trutta,"72,""7065c""",2025-08-11
CZ0624103,Scardinius erythrophthalmus,7065a,2004-01-01
CZ0624103,Scardinius erythrophthalmus,7065c,2018-06-19
CZ0624103,Triturus dobrogicus,7065c,2018-06-19
CZ0624103,Triturus dobrogicus,7065d,2018-06-22
CZ0624103,Unio crassus,7065c,2009-10-04
CZ0624104,Barbastella barbastellus,7165b,2014-04-28
CZ0624104,Carabus hungaricus,7165b,2024-09-20
CZ0624104,Carabus hungaricus,"99,""7165b""",2000-08-01
CZ0624104,Cerambyx cerdo,7165b,2023-07-11
CZ0624104,Chazara briseis,NA,1995-01-01
CZ0624104,Cucujus cinnaberinus,7165b,2015-03-24
CZ0624104,Dianthus lumnitzeri,"01,""7165b""",2015-03-21
CZ0624104,Dianthus lumnitzeri,7165b,2025-05-20
CZ0624104,Eriogaster catax,7165b,2025-04-23
CZ0624104,Euplagia quadripunctaria,7165b,2025-08-01
CZ0624104,Iris arenaria,7165b,2023-05-04
CZ0624104,Lucanus cervus,7165b,2025-08-04
CZ0624104,Lycaena dispar,"28,""7165d""",2007-05-01
CZ0624104,Myotis bechsteinii,7165b,2012-05-23
CZ0624104,Myotis blythii,7165b,2000-01-01
CZ0624104,Myotis emarginatus,7165b,2006-08-14
CZ0624104,Myotis myotis,7165b,2015-09-08
CZ0624104,Pulsatilla grandis,"01,""7165b""",2015-03-21
CZ0624104,Pulsatilla grandis,7165b,2024-03-31
CZ0624104,Rhinolophus hipposideros,7165b,2006-08-14
CZ0624104,Rumex sp.,7165b,2004-04-20
CZ0624104,Spermophilus citellus,"28,""7165d""",2002-01-01
CZ0624104,Triturus dobrogicus,7165b,2018-04-17
CZ0624106,Barbastella barbastellus,7062d,2015-07-13
CZ0624106,Barbastella barbastellus,7162b,2015-08-13
CZ0624106,Bombina bombina,7062d,2008-04-22
CZ0624106,Bombina bombina,7162b,2025-04-21
CZ0624106,Cerambyx cerdo,7062d,2023-05-13
CZ0624106,Cerambyx cerdo,7162b,2023-05-13
CZ0624106,Echium maculatum,7162b,2005-01-01
CZ0624106,Eriogaster catax,NA,2006-10-09
CZ0624106,Euplagia quadripunctaria,7162b,2012-08-10
CZ0624106,Lucanus cervus,7062d,2023-05-13
CZ0624106,Lucanus cervus,7162b,2023-07-05
CZ0624106,Myotis bechsteinii,7162b,2015-08-13
CZ0624106,Myotis emarginatus,7162b,2014-08-13
CZ0624106,Myotis myotis,7062d,2015-07-13
CZ0624106,Myotis myotis,7162b,2015-07-23
CZ0624106,Rhinolophus hipposideros,7162b,2015-08-10
CZ0624108,Crambe tataria,7167a,2025-11-07
CZ0624108,Euplagia quadripunctaria,7167a,2008-08-01
CZ0624112,Crambe tataria,"01,""6866d""",2000-01-01
CZ0624112,Crambe tataria,6866d,2025-05-14
CZ0624112,Crambe tataria,"99,""6866d""",2008-09-01
CZ0624112,Lycaena dispar,6866d,2015-06-04
CZ0624112,Pulsatilla grandis,6866d,2004-01-01
CZ0624112,Spermophilus citellus,6866d,2000-01-01
CZ0624114,Cucujus cinnaberinus,7066b,2023-11-09
CZ0624114,Echium maculatum,7066b,2001-06-06
CZ0624114,Euplagia quadripunctaria,7066b,2021-08-21
CZ0624114,Lucanus cervus,7066b,2023-11-09
CZ0624114,Lycaena dispar,7066b,2017-06-01
CZ0624114,Pulsatilla grandis,7066b,2023-03-23
CZ0624115,Colias myrmidone,7066b,2003-05-23
CZ0624115,Cucujus cinnaberinus,7066a,2018-11-01
CZ0624115,Cypripedium calceolus,7066a,2024-05-02
CZ0624115,Echium maculatum,"03,""7066a""",2009-01-01
CZ0624115,Echium maculatum,7066b,2025-06-04
CZ0624115,Euplagia quadripunctaria,7066b,2024-08-04
CZ0624115,Lycaena dispar,"03,""7066a""",2009-06-15
CZ0624115,Lycaena dispar,7066b,2011-08-17
CZ0624115,Pulsatilla grandis,"01,""7066a""",2022-04-07
CZ0624115,Pulsatilla grandis,"03,""7066a""",2009-01-01
CZ0624115,Pulsatilla grandis,7066a,2025-03-31
CZ0624115,Pulsatilla grandis,7066b,2025-04-06
CZ0624116,Artemisia pancicii,7067d,2024-09-03
CZ0624116,Artemisia pancicii,"99,""7067d""",2008-01-01
CZ0624116,Carabus hungaricus,7067d,2002-03-20
CZ0624116,Crambe tataria,7067d,2025-04-23
CZ0624116,Crambe tataria,"99,""7067d""",2008-01-01
CZ0624116,Echium maculatum,7067d,2025-06-11
CZ0624116,Klasea lycopifolia,7067d,2024-05-06
CZ0624116,Klasea lycopifolia,"99,""7067d""",2008-01-01
CZ0624116,Lucanus cervus,7067d,2015-06-29
CZ0624116,Lycaena dispar,7067d,2021-06-02
CZ0624116,Pulsatilla grandis,7067d,2023-03-21
CZ0624116,Pulsatilla grandis,"99,""7067d""",2008-01-01
CZ0624118,Eriogaster catax,"56,""7162c""",2022-04-15
CZ0624118,Eriogaster catax,7162c,2025-04-22
CZ0624118,Eriogaster catax,NA,2007-04-13
CZ0624118,Pulsatilla grandis,"41,""7262a""",2008-03-16
CZ0624118,Pulsatilla grandis,"69,""7162c""",2012-01-01
CZ0624118,Pulsatilla grandis,7162c,2025-04-01
CZ0624118,Pulsatilla grandis,"92,""7262a""",2013-06-22
CZ0624119,Abramis brama,7168c,2004-10-21
CZ0624119,Abramis brama,7267a,2012-07-09
CZ0624119,Abramis brama,7267c,2025-07-07
CZ0624119,Abramis brama,7267d,2016-09-07
CZ0624119,Abramis brama,7268a,2004-10-22
CZ0624119,Abramis brama,7268c,2004-01-01
CZ0624119,Abramis brama,7367b,2020-09-22
CZ0624119,Abramis brama,7367d,2019-11-08
CZ0624119,Acipenser ruthenus,7267a,2018-11-03
CZ0624119,Acipenser ruthenus,7267c,2021-06-10
CZ0624119,Acipenser ruthenus,7268b,2019-09-09
CZ0624119,Ameiurus melas,7367d,2024-08-27
CZ0624119,Ameiurus nebulosus,7367d,2024-08-27
CZ0624119,Anisus vorticulus,7267c,2019-07-21
CZ0624119,Anisus vorticulus,7267d,2025-09-08
CZ0624119,Anisus vorticulus,7268a,2025-05-10
CZ0624119,Anisus vorticulus,7268c,2025-05-10
CZ0624119,Anisus vorticulus,7367b,2025-09-08
CZ0624119,Anisus vorticulus,7367d,2025-06-05
CZ0624119,Anodonta sp.,7367d,2018-10-04
CZ0624119,Ballerus ballerus,7267a,2011-10-26
CZ0624119,Ballerus ballerus,7267d,2004-08-27
CZ0624119,Ballerus ballerus,7367b,2011-09-07
CZ0624119,Ballerus ballerus,7367d,2012-08-28
CZ0624119,Ballerus sapa,7267a,2012-07-09
CZ0624119,Ballerus sapa,7367d,2019-11-08
CZ0624119,Barbastella barbastellus,7267c,1990-01-01
CZ0624119,Barbastella barbastellus,7367b,2015-06-24
CZ0624119,Barbastella barbastellus,"96,""7267a""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7267b""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7267c""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7267d""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7367a""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7367b""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7367c""",2011-06-21
CZ0624119,Barbastella barbastellus,"96,""7367d""",2011-06-21
CZ0624119,Blicca bjoerkna,7168c,2004-10-21
CZ0624119,Blicca bjoerkna,7168d,2002-07-25
