SITECODE,HABITAT_CODE,ID_IND,TYP_IND,LIM_IND,ZDROJ,rowname
CZ0614135,7140,ROZLOHA,min,1.28,VMB2,1331
CZ0614136,7140,ROZLOHA,min,2.5,VMB2,1332
CZ0614137,7140,ROZLOHA,min,2.33,VMB2,1333
CZ0620001,6240,ROZLOHA,min,1.17,VMB2,1334
CZ0620002,6210,ROZLOHA,min,11.26,VMB2,1335
CZ0620002,6210p,ROZLOHA,min,0.54,VMB2,1336
CZ0620002,6240,ROZLOHA,min,1.06,VMB2,1337
CZ0620003,6210,ROZLOHA,min,5.3,VMB2,1338
CZ0620004,4030,ROZLOHA,min,1.51,SDF,1339
CZ0620004,40A0,ROZLOHA,min,0.11,SDF,1340
CZ0620004,6210p,ROZLOHA,min,0.75,SDF,1341
CZ0620005,6210,ROZLOHA,min,10.31,VMB2,1342
CZ0620005,6210p,ROZLOHA,min,1,VMB2,1343
CZ0620005,91G0,ROZLOHA,min,13.52,VMB2,1344
CZ0620006,6210,ROZLOHA,min,2.93,VMB2,1345
CZ0620006,6240,ROZLOHA,min,1.5,EXPERT,1346
CZ0620007,6210,ROZLOHA,min,2.44,VMB2,1347
CZ0620008,6210p,ROZLOHA,min,2.65,SDF,1348
CZ0620009,3130,ROZLOHA,min,0.17,VMB2,1349
CZ0620010,3260,ROZLOHA,min,1.97,VMB2,1350
CZ0620011,6210,ROZLOHA,min,5.18,SDF,1351
CZ0620011,6210p,ROZLOHA,min,1.61,SDF,1352
CZ0620013,8160,ROZLOHA,min,0.37,VMB2,1353
CZ0620014,6210p,ROZLOHA,min,2.35,VMB2,1354
CZ0620014,6240,ROZLOHA,min,1.53,VMB2,1355
CZ0620016,6210,ROZLOHA,min,7.74,VMB2,1356
CZ0620016,6210p,ROZLOHA,min,0.86,MINIMI,1357
CZ0620017,6210p,ROZLOHA,min,1.58,SDF,1358
CZ0620018,6210,ROZLOHA,min,10.95,VMB2,1359
CZ0620018,6240,ROZLOHA,min,3.65,VMB2,1360
CZ0620020,6210,ROZLOHA,min,34.9,SDF,1361
CZ0620020,6210p,ROZLOHA,min,1.25,SDF,1362
CZ0620024,2330,ROZLOHA,min,1.38,VMB2,1363
CZ0620024,6260,ROZLOHA,min,52.3,VMB2,1364
CZ0620031,1340,ROZLOHA,min,1.75,VMB2,1365
CZ0620037,9170,ROZLOHA,min,52.47,VMB2,1366
CZ0620037,91I0,ROZLOHA,min,69.52,VMB2,1367
CZ0620048,6210,ROZLOHA,min,24.24,SDF,1368
CZ0620048,6240,ROZLOHA,min,2.82,VMB2,1369
CZ0620049,6240,ROZLOHA,min,1.2,VMB2,1370
CZ0620051,6110,ROZLOHA,min,0.12,VMB2,1371
CZ0620051,6240,ROZLOHA,min,1.64,VMB2,1372
CZ0620055,91G0,ROZLOHA,min,104.52,VMB2,1373
CZ0620056,6210,ROZLOHA,min,2.64,VMB2,1374
CZ0620073,2330,ROZLOHA,min,11.54,VMB2,1375
CZ0620076,1340,ROZLOHA,min,3.44,SDF,1376
CZ0620078,3140,ROZLOHA,min,0.32,N/A,1377
CZ0620078,6410,ROZLOHA,min,0.93,SDF,1378
CZ0620078,7230,ROZLOHA,min,1.4,SDF,1379
CZ0620084,3150,ROZLOHA,min,5.42,SDF,1380
CZ0620084,9.10E+01,ROZLOHA,min,22.6,VMB2,1381
CZ0620084,91F0,ROZLOHA,min,180.95,VMB2,1382
CZ0620101,91I0,ROZLOHA,min,68.31,VMB2,1383
CZ0620103,9170,ROZLOHA,min,176,VMB2,1384
CZ0620103,91G0,ROZLOHA,min,255.23,VMB2,1385
CZ0620103,91I0,ROZLOHA,min,20.93,VMB2,1386
CZ0620120,6210,ROZLOHA,min,2.02,VMB2,1387
CZ0620120,9170,ROZLOHA,min,30.63,VMB2,1388
CZ0620120,91I0,ROZLOHA,min,11.72,VMB2,1389
CZ0620132,6510,ROZLOHA,min,8.43,VMB2,1390
CZ0620132,8220,ROZLOHA,min,2.5,VMB2,1391
CZ0620132,9130,ROZLOHA,min,23.33,VMB2,1392
CZ0620132,9180,ROZLOHA,min,31.61,VMB2,1393
CZ0620139,6210,ROZLOHA,min,6.88,VMB2,1394
CZ0620147,6110,ROZLOHA,min,1.87,SDF,1395
CZ0620147,6240,ROZLOHA,min,15.62,VMB2,1396
CZ0620154,6210,ROZLOHA,min,49.92,VMB2,1397
CZ0620154,8230,ROZLOHA,min,20.81,VMB2,1398
CZ0620158,1340,ROZLOHA,min,3.92,SDF,1399
CZ0620158,91F0,ROZLOHA,min,55.78,SDF,1400
CZ0620162,40A0,ROZLOHA,min,0.25,VMB2,1401
CZ0620162,6240,ROZLOHA,min,16.01,VMB2,1402
CZ0620162,6250,ROZLOHA,min,13.99,VMB2,1403
CZ0620169,6210,ROZLOHA,min,10.78,VMB2,1404
CZ0620169,91G0,ROZLOHA,min,311.95,VMB2,1405
CZ0620169,91I0,ROZLOHA,min,99.5,VMB2,1406
CZ0620177,91G0,ROZLOHA,min,595.6,VMB2,1407
CZ0620177,91I0,ROZLOHA,min,85.73,VMB2,1408
CZ0620181,9.10E+01,ROZLOHA,min,8.1,MINIMI,1409
CZ0620181,91F0,ROZLOHA,min,41.6,VMB2,1410
CZ0620187,1340,ROZLOHA,min,0.73,VMB2,1411
CZ0620191,3260,ROZLOHA,min,5.63,VMB2,1412
CZ0620191,8220,ROZLOHA,min,6.32,VMB2,1413
CZ0620191,9130,ROZLOHA,min,39.32,VMB2,1414
CZ0620191,9170,ROZLOHA,min,95.78,VMB2,1415
CZ0620191,9180,ROZLOHA,min,83.28,VMB2,1416
CZ0620194,8220,ROZLOHA,min,4.79,SDF,1417
CZ0620194,9180,ROZLOHA,min,119.04,VMB2,1418
CZ0620204,9170,ROZLOHA,min,89.63,VMB2,1419
CZ0620245,6510,ROZLOHA,min,102.16,SDF,1420
CZ0620245,8220,ROZLOHA,min,4.76,VMB2,1421
CZ0620245,9110,ROZLOHA,min,211.52,VMB2,1422
CZ0620245,9130,ROZLOHA,min,187.73,VMB2,1423
CZ0620245,9180,ROZLOHA,min,24.6,VMB2,1424
CZ0620245,9.10E+01,ROZLOHA,min,25.63,VMB2,1425
CZ0620412,8150,ROZLOHA,min,0.9,VMB2,1426
CZ0620412,9180,ROZLOHA,min,6.95,VMB2,1427
CZ0620413,8150,ROZLOHA,min,0.23,VMB2,1428
CZ0620413,8220,ROZLOHA,min,0.89,VMB2,1429
CZ0620414,6230,ROZLOHA,min,8.77,VMB2,1430
CZ0620415,3140,ROZLOHA,min,0.06,N/A,1431
CZ0620416,3130,ROZLOHA,min,0.7,VMB2,1432
CZ0620417,6250,ROZLOHA,min,1.08,VMB2,1433
CZ0620418,3130,ROZLOHA,min,3.02,SDF,1434
CZ0620419,6210,ROZLOHA,min,10.84,VMB2,1435
CZ0620419,6240,ROZLOHA,min,0.39,VMB2,1436
CZ0620421,91G0,ROZLOHA,min,739.46,SDF,1437
CZ0622009,6210,ROZLOHA,min,5.81,VMB2,1438
CZ0622037,3130,ROZLOHA,min,1.98,VMB2,1439
CZ0622169,6210,ROZLOHA,min,0.64,VMB2,1440
CZ0622217,6210,ROZLOHA,min,10.22,VMB2,1441
CZ0622218,40A0,ROZLOHA,min,0.34,SDF,1442
CZ0622218,6210,ROZLOHA,min,31.79,VMB2,1443
CZ0622218,6250,ROZLOHA,min,2.89,VMB2,1444
CZ0622223,6240,ROZLOHA,min,3.66,VMB2,1445
CZ0623004,9.10E+01,ROZLOHA,min,12.8,VMB2,1446
CZ0623030,3130,ROZLOHA,min,0.8,SDF,1447
CZ0623035,6250,ROZLOHA,min,2.75,VMB2,1448
CZ0623041,3260,ROZLOHA,min,1.01,VMB2,1449
CZ0623046,9.10E+01,ROZLOHA,min,20.09,VMB2,1450
CZ0623324,3260,ROZLOHA,min,2.68,VMB2,1451
CZ0623798,9.10E+01,ROZLOHA,min,14.41,VMB2,1452
CZ0623799,91F0,ROZLOHA,min,116.89,VMB2,1453
CZ0624001,3260,ROZLOHA,min,3.1,VMB2,1454
CZ0624001,6430,ROZLOHA,min,1.85,VMB2,1455
CZ0624020,6110,ROZLOHA,min,0.12,VMB2,1456
CZ0624020,6190,ROZLOHA,min,0.5,MINIMI,1457
CZ0624020,6210,ROZLOHA,min,5.83,VMB2,1458
CZ0624020,6240,ROZLOHA,min,1.79,VMB2,1459
CZ0624020,8210,ROZLOHA,min,0.99,VMB2,1460
CZ0624020,8310,ROZLOHA,min,NA,NA,1461
CZ0624043,6190,ROZLOHA,min,6.92,VMB2,1462
CZ0624043,6210,ROZLOHA,min,11.05,SDF,1463
CZ0624043,6240,ROZLOHA,min,7,EXPERT,1464
CZ0624043,8160,ROZLOHA,min,0.01,VMB3,1465
CZ0624043,8210,ROZLOHA,min,0.08,VMB3,1466
CZ0624043,8310,ROZLOHA,min,NA,NA,1467
CZ0624060,6210,ROZLOHA,min,17.89,VMB2,1468
CZ0624060,6250,ROZLOHA,min,17.14,VMB2,1469
CZ0624060,91G0,ROZLOHA,min,40,EXPERT,1470
CZ0624060,91I0,ROZLOHA,min,34.39,VMB2,1471
CZ0624062,6210,ROZLOHA,min,14.21,VMB2,1472
CZ0624062,91G0,ROZLOHA,min,143.25,VMB2,1473
CZ0624062,91I0,ROZLOHA,min,10.15,VMB2,1474
CZ0624064,6410,ROZLOHA,min,4.68,VMB2,1475
CZ0624064,9170,ROZLOHA,min,550.6,VMB2,1476
CZ0624064,91G0,ROZLOHA,min,35.29,VMB2,1477
CZ0624064,91I0,ROZLOHA,min,66.11,VMB2,1478
CZ0624065,6240,ROZLOHA,min,4.38,VMB2,1479
CZ0624065,8310,ROZLOHA,min,0.04,N/A,1480
CZ0624065,9150,ROZLOHA,min,16.91,VMB2,1481
CZ0624065,9170,ROZLOHA,min,19.67,SDF,1482
CZ0624065,9180,ROZLOHA,min,3.14,VMB2,1483
CZ0624065,91H0,ROZLOHA,min,11.41,VMB2,1484
CZ0624066,6210,ROZLOHA,min,17.25,SDF,1485
CZ0624066,9170,ROZLOHA,min,28.47,VMB2,1486
CZ0624068,3150,ROZLOHA,min,4.03,SDF,1487
CZ0624068,3270,ROZLOHA,min,0.69,VMB2,1488
CZ0624068,6430,ROZLOHA,min,0.5,SDF,1489
CZ0624068,9.10E+01,ROZLOHA,min,23.27,VMB2,1490
CZ0624068,91F0,ROZLOHA,min,421.43,VMB2,1491
CZ0624069,6210,ROZLOHA,min,0.18,MINIMI,1492
CZ0624069,6210p,ROZLOHA,min,2.79,VMB2,1493
CZ0624069,9170,ROZLOHA,min,306.64,VMB2,1494
CZ0624069,91I0,ROZLOHA,min,10.9,VMB2,1495
CZ0624070,2330,ROZLOHA,min,38.35,SDF,1496
CZ0624070,6260,ROZLOHA,min,12.06,SDF,1497
CZ0624070,9.10E+01,ROZLOHA,min,184.72,VMB2,1498
CZ0624070,91G0,ROZLOHA,min,266.91,VMB2,1499
CZ0624070,91I0,ROZLOHA,min,819.88,VMB2,1500
CZ0624071,3150,ROZLOHA,min,2.9,SDF,1501
CZ0624071,6410,ROZLOHA,min,4.13,SDF,1502
CZ0624071,6440,ROZLOHA,min,25.02,VMB2,1503
CZ0624071,9.10E+01,ROZLOHA,min,6.07,VMB2,1504
CZ0624071,91F0,ROZLOHA,min,138.94,VMB2,1505
CZ0624072,3140,ROZLOHA,min,0,N/A,1506
CZ0624072,6210,ROZLOHA,min,838.95,VMB2,1507
CZ0624072,6210p,ROZLOHA,min,177.82,SDF,1508
CZ0624072,6410,ROZLOHA,min,3.39,SDF,1509
CZ0624072,6430,ROZLOHA,min,1.19,SDF,1510
CZ0624072,6510,ROZLOHA,min,103.72,VMB2,1511
CZ0624072,7220,ROZLOHA,min,0.56,SDF,1512
CZ0624072,9130,ROZLOHA,min,637.71,VMB2,1513
CZ0624072,9170,ROZLOHA,min,1276.97,VMB2,1514
CZ0624072,9.10E+01,ROZLOHA,min,62.99,VMB2,1515
CZ0624072,91G0,ROZLOHA,min,21.26,VMB2,1516
CZ0624072,91I0,ROZLOHA,min,142.29,SDF,1517
CZ0624094,9170,ROZLOHA,min,35.26,VMB2,1518
CZ0624095,3150,ROZLOHA,min,0.56,MINIMI,1519
CZ0624095,3260,ROZLOHA,min,5.69,SDF,1520
CZ0624095,3270,ROZLOHA,min,0.83,VMB2,1521
CZ0624095,40A0,ROZLOHA,min,0.88,VMB2,1522
CZ0624095,6190,ROZLOHA,min,11.94,VMB2,1523
CZ0624095,6510,ROZLOHA,min,22.81,VMB2,1524
CZ0624095,8150,ROZLOHA,min,0.94,VMB2,1525
CZ0624095,8210,ROZLOHA,min,0.85,VMB2,1526
CZ0624095,8220,ROZLOHA,min,20.65,VMB2,1527
CZ0624095,8230,ROZLOHA,min,1.21,SDF,1528
CZ0624095,9170,ROZLOHA,min,813.55,VMB2,1529
CZ0624095,9180,ROZLOHA,min,129.53,VMB2,1530
CZ0624095,91H0,ROZLOHA,min,11.77,MINIMI,1531
CZ0624095,91U0,ROZLOHA,min,0.35,VMB2,1532
CZ0624096,3260,ROZLOHA,min,55.55,VMB2,1533
CZ0624096,4030,ROZLOHA,min,29.21,SDF,1534
CZ0624096,40A0,ROZLOHA,min,4.09,VMB2,1535
CZ0624096,5130,ROZLOHA,min,6.62,SDF,1536
CZ0624096,6190,ROZLOHA,min,8.02,SDF,1537
CZ0624096,6210,ROZLOHA,min,73.48,VMB2,1538
CZ0624096,6510,ROZLOHA,min,121.36,SDF,1539
CZ0624096,8150,ROZLOHA,min,1.75,SDF,1540
CZ0624096,8220,ROZLOHA,min,37.2,SDF,1541
CZ0624096,8230,ROZLOHA,min,3.73,SDF,1542
CZ0624096,8310,ROZLOHA,min,0.25,N/A,1543
CZ0624096,9170,ROZLOHA,min,2384.64,VMB2,1544
CZ0624096,9180,ROZLOHA,min,135.66,SDF,1545
CZ0624096,91I0,ROZLOHA,min,50.82,VMB2,1546
CZ0624097,6210,ROZLOHA,min,4.51,VMB2,1547
CZ0624098,8310,ROZLOHA,min,NA,NA,1548
CZ0624099,3150,ROZLOHA,min,5.25,VMB2,1549
CZ0624099,6440,ROZLOHA,min,222.68,VMB2,1550
CZ0624099,6510,ROZLOHA,min,196.74,VMB2,1551
CZ0624099,9.10E+01,ROZLOHA,min,49.63,VMB2,1552
CZ0624099,91F0,ROZLOHA,min,1180.77,VMB2,1553
CZ0624100,6210,ROZLOHA,min,17.16,VMB2,1554
CZ0624100,6240,ROZLOHA,min,6.15,VMB2,1555
CZ0624100,91G0,ROZLOHA,min,945.75,VMB2,1556
CZ0624100,91H0,ROZLOHA,min,50.86,VMB2,1557
CZ0624100,91I0,ROZLOHA,min,752.05,VMB2,1558
CZ0624101,6240,ROZLOHA,min,6.76,VMB2,1559
CZ0624101,91G0,ROZLOHA,min,325.85,VMB2,1560
CZ0624101,91I0,ROZLOHA,min,213.93,VMB2,1561
CZ0624102,1340,ROZLOHA,min,7.54,VMB2,1562
CZ0624103,3150,ROZLOHA,min,1.55,VMB2,1563
CZ0624103,9.10E+01,ROZLOHA,min,13.94,VMB2,1564
CZ0624103,91F0,ROZLOHA,min,352.93,VMB2,1565
CZ0624104,6190,ROZLOHA,min,11.03,SDF,1566
CZ0624104,6210,ROZLOHA,min,24.88,VMB2,1567
CZ0624104,6240,ROZLOHA,min,52.12,VMB2,1568
CZ0624104,8160,ROZLOHA,min,0.07,VMB2,1569
CZ0624104,8210,ROZLOHA,min,0.41,SDF,1570
CZ0624104,9180,ROZLOHA,min,144.28,VMB2,1571
CZ0624104,91G0,ROZLOHA,min,66.59,VMB2,1572
CZ0624104,91H0,ROZLOHA,min,16.73,VMB2,1573
CZ0624106,9170,ROZLOHA,min,360.61,VMB2,1574
CZ0624106,91G0,ROZLOHA,min,134.32,VMB2,1575
CZ0624108,6250,ROZLOHA,min,2.04,VMB2,1576
CZ0624112,6250,ROZLOHA,min,2.8,VMB2,1577
CZ0624114,6210,ROZLOHA,min,4.69,VMB2,1578
CZ0624114,6210p,ROZLOHA,min,8.26,VMB2,1579
CZ0624114,6240,ROZLOHA,min,4.84,VMB2,1580
CZ0624114,91G0,ROZLOHA,min,398.53,VMB2,1581
CZ0624114,91I0,ROZLOHA,min,130.49,SDF,1582
CZ0624115,6210,ROZLOHA,min,10.19,SDF,1583
CZ0624115,6210p,ROZLOHA,min,9.64,SDF,1584
CZ0624115,6240,ROZLOHA,min,30.74,VMB2,1585
CZ0624116,6250,ROZLOHA,min,11.59,VMB2,1586
CZ0624118,6210,ROZLOHA,min,10.19,VMB2,1587
CZ0624119,3130,ROZLOHA,min,0.24,VMB2,1588
CZ0624119,3150,ROZLOHA,min,137.19,SDF,1589
CZ0624119,3260,ROZLOHA,min,0.26,VMB2,1590
CZ0624119,3270,ROZLOHA,min,4.49,SDF,1591
CZ0624119,6210,ROZLOHA,min,48.15,SDF,1592
CZ0624119,6410,ROZLOHA,min,10.24,SDF,1593
CZ0624119,6430,ROZLOHA,min,0.8,SDF,1594
CZ0624119,6440,ROZLOHA,min,580.09,SDF,1595
CZ0624119,9.10E+01,ROZLOHA,min,96.68,VMB2,1596
CZ0624119,91F0,ROZLOHA,min,4947.35,VMB2,1597
CZ0624119,91G0,ROZLOHA,min,113.37,VMB2,1598
CZ0624128,40A0,ROZLOHA,min,0.6,VMB2,1599
CZ0624128,6110,ROZLOHA,min,1.17,VMB2,1600
CZ0624128,6190,ROZLOHA,min,11.61,SDF,1601
CZ0624128,6240,ROZLOHA,min,10.56,VMB2,1602
CZ0624128,8220,ROZLOHA,min,2.11,SDF,1603
CZ0624129,6430,ROZLOHA,min,2.34,SDF,1604
CZ0624129,6510,ROZLOHA,min,5.54,SDF,1605
CZ0624129,9130,ROZLOHA,min,81.94,SDF,1606
CZ0624130,6110,ROZLOHA,min,1.19,SDF,1607
CZ0624130,6190,ROZLOHA,min,4.05,VMB2,1608
CZ0624130,6210,ROZLOHA,min,80.18,VMB2,1609
CZ0624130,6240,ROZLOHA,min,4.51,SDF,1610
CZ0624130,6510,ROZLOHA,min,191.98,VMB2,1611
CZ0624130,8160,ROZLOHA,min,1.3,VMB2,1612
CZ0624130,8210,ROZLOHA,min,27.95,VMB2,1613
CZ0624130,8310,ROZLOHA,min,0,N/A,1614
CZ0624130,9130,ROZLOHA,min,1921.14,VMB2,1615
CZ0624130,9150,ROZLOHA,min,70.54,VMB2,1616
CZ0624130,9170,ROZLOHA,min,1065.95,VMB2,1617
CZ0624130,9180,ROZLOHA,min,231.92,VMB2,1618
CZ0624130,9.10E+01,ROZLOHA,min,25.24,VMB2,1619
CZ0624130,91G0,ROZLOHA,min,176.3,VMB2,1620
CZ0624130,91H0,ROZLOHA,min,10.51,VMB2,1621
CZ0624132,8220,ROZLOHA,min,13.07,VMB2,1622
CZ0624132,9130,ROZLOHA,min,649.91,VMB2,1623
CZ0624132,9170,ROZLOHA,min,243.94,VMB2,1624
CZ0624132,9180,ROZLOHA,min,61.56,VMB2,1625
CZ0624234,6190,ROZLOHA,min,3.28,VMB2,1626
CZ0624234,6240,ROZLOHA,min,4.75,VMB2,1627
CZ0624235,6110,ROZLOHA,min,0.24,VMB2,1628
CZ0624235,6210,ROZLOHA,min,1.13,VMB2,1629
CZ0624236,6210,ROZLOHA,min,3.93,SDF,1630
CZ0624236,6240,ROZLOHA,min,1.06,SDF,1631
CZ0627016,6210,ROZLOHA,min,0.99,SDF,1632
CZ0627016,6210p,ROZLOHA,min,4.84,SDF,1633
CZ0710004,6510,ROZLOHA,min,12.05,VMB2,1634
CZ0710006,6510,ROZLOHA,min,3.91,VMB2,1635
CZ0710006,9170,ROZLOHA,min,243.94,VMB2,1636
CZ0710007,6510,ROZLOHA,min,8.73,SDF,1637
CZ0710007,9170,ROZLOHA,min,191.08,VMB2,1638
CZ0710007,9.10E+01,ROZLOHA,min,11.74,VMB2,1639
CZ0710034,9170,ROZLOHA,min,30,MINIMI,1640
CZ0710148,6510,ROZLOHA,min,5.48,VMB2,1641
CZ0710148,9170,ROZLOHA,min,153.05,VMB2,1642
CZ0710161,9170,ROZLOHA,min,195.42,VMB2,1643
CZ0710161,91F0,ROZLOHA,min,261.91,SDF,1644
CZ0710182,3150,ROZLOHA,min,0.94,VMB2,1645
CZ0710182,6410,ROZLOHA,min,32.63,VMB2,1646
CZ0710182,9170,ROZLOHA,min,106.77,VMB2,1647
CZ0710182,9.10E+01,ROZLOHA,min,7.04,VMB2,1648
CZ0710183,6510,ROZLOHA,min,26.3,VMB2,1649
CZ0710183,8220,ROZLOHA,min,4.25,VMB2,1650
CZ0710183,9110,ROZLOHA,min,540.88,VMB2,1651
CZ0710183,9130,ROZLOHA,min,177.57,VMB2,1652
CZ0710183,9180,ROZLOHA,min,36.21,VMB2,1653
CZ0710183,9.10E+01,ROZLOHA,min,9.47,VMB2,1654
CZ0710505,40A0,ROZLOHA,min,0.3,VMB2,1655
CZ0712225,6210,ROZLOHA,min,1.73,VMB2,1656
CZ0714073,3150,ROZLOHA,min,1.98,SDF,1657
CZ0714073,6410,ROZLOHA,min,25.21,SDF,1658
CZ0714073,6510,ROZLOHA,min,43.78,SDF,1659
CZ0714073,8310,ROZLOHA,min,0.01,N/A,1660
CZ0714073,9170,ROZLOHA,min,1930.48,VMB2,1661
CZ0714073,9.10E+01,ROZLOHA,min,101.49,VMB2,1662
CZ0714073,91F0,ROZLOHA,min,2217.23,VMB2,1663
CZ0714075,4060,ROZLOHA,min,21.86,VMB2,1664
CZ0714075,6150,ROZLOHA,min,10.26,VMB2,1665
CZ0714075,6430,ROZLOHA,min,26.26,VMB2,1666
CZ0714075,7110,ROZLOHA,min,3.84,VMB2,1667
CZ0714075,8220,ROZLOHA,min,25.59,VMB2,1668
CZ0714075,9110,ROZLOHA,min,326.23,VMB2,1669
CZ0714075,91D0,ROZLOHA,min,76.45,VMB2,1670
CZ0714075,9410,ROZLOHA,min,1416.01,VMB2,1671
CZ0714076,6210,ROZLOHA,min,9.77,VMB2,1672
CZ0714076,6510,ROZLOHA,min,6.67,SDF,1673
CZ0714076,8210,ROZLOHA,min,1.37,VMB2,1674
CZ0714077,4060,ROZLOHA,min,250.27,VMB2,1675
CZ0714077,4080,ROZLOHA,min,7.06,VMB2,1676
CZ0714077,6150,ROZLOHA,min,252.27,VMB2,1677
CZ0714077,6430,ROZLOHA,min,293.24,VMB2,1678
CZ0714077,7110,ROZLOHA,min,13.57,VMB2,1679
CZ0714077,7140,ROZLOHA,min,6.35,VMB2,1680
CZ0714077,8110,ROZLOHA,min,9.23,VMB2,1681
CZ0714077,8220,ROZLOHA,min,7.44,VMB2,1682
CZ0714077,9110,ROZLOHA,min,303.47,VMB2,1683
CZ0714077,91D0,ROZLOHA,min,99.75,VMB2,1684
CZ0714077,9410,ROZLOHA,min,3850.38,VMB2,1685
CZ0714078,9110,ROZLOHA,min,14.95,VMB2,1686
CZ0714078,9130,ROZLOHA,min,458.77,VMB2,1687
CZ0714078,9180,ROZLOHA,min,28.13,VMB2,1688
CZ0714080,6110,ROZLOHA,min,0.13,VMB2,1689
CZ0714080,8210,ROZLOHA,min,7.34,VMB2,1690
CZ0714080,8310,ROZLOHA,min,0,N/A,1691
CZ0714080,9130,ROZLOHA,min,80.65,VMB2,1692
CZ0714080,9150,ROZLOHA,min,57.36,VMB2,1693
CZ0714080,9180,ROZLOHA,min,5.71,VMB2,1694
CZ0714081,6230,ROZLOHA,min,1.28,EXPERT,1695
CZ0714081,6430,ROZLOHA,min,4.71,SDF,1696
CZ0714081,7110,ROZLOHA,min,12.83,VMB2,1697
CZ0714081,7140,ROZLOHA,min,8.09,VMB2,1698
CZ0714081,91D0,ROZLOHA,min,52.63,VMB2,1699
CZ0714081,9410,ROZLOHA,min,169.15,VMB2,1700
CZ0714082,9170,ROZLOHA,min,38.74,VMB2,1701
CZ0714082,91F0,ROZLOHA,min,181.44,VMB2,1702
CZ0714083,4030,ROZLOHA,min,1.27,SDF,1703
CZ0714083,6210p,ROZLOHA,min,3.02,SDF,1704
CZ0714084,8220,ROZLOHA,min,1.97,VMB2,1705
CZ0714084,9110,ROZLOHA,min,165.11,VMB2,1706
CZ0714084,9130,ROZLOHA,min,346.54,VMB2,1707
CZ0714085,3150,ROZLOHA,min,17.93,VMB2,1708
CZ0714085,6430,ROZLOHA,min,6.85,SDF,1709
CZ0714085,6510,ROZLOHA,min,25.41,SDF,1710
CZ0714085,9.10E+01,ROZLOHA,min,43.97,VMB2,1711
CZ0714085,91F0,ROZLOHA,min,1871.98,VMB2,1712
CZ0714086,6430,ROZLOHA,min,3.99,SDF,1713
CZ0714086,6510,ROZLOHA,min,66.72,VMB2,1714
CZ0714086,7110,ROZLOHA,min,0.95,VMB2,1715
CZ0714086,8210,ROZLOHA,min,14.34,VMB2,1716
CZ0714086,8220,ROZLOHA,min,134.44,VMB2,1717
CZ0714086,8310,ROZLOHA,min,0.01,N/A,1718
CZ0714086,9110,ROZLOHA,min,2423.6,VMB2,1719
CZ0714086,9130,ROZLOHA,min,1146.15,VMB2,1720
CZ0714086,9180,ROZLOHA,min,77.45,VMB2,1721
CZ0714086,9.10E+01,ROZLOHA,min,45.11,VMB2,1722
CZ0714086,9410,ROZLOHA,min,228.36,VMB2,1723
CZ0714133,3130,ROZLOHA,min,4.3,SDF,1724
CZ0714133,3150,ROZLOHA,min,7.31,SDF,1725
CZ0714133,40A0,ROZLOHA,min,0.11,SDF,1726
CZ0714133,6230,ROZLOHA,min,193.54,SDF,1727
CZ0714133,6410,ROZLOHA,min,73.94,SDF,1728
CZ0714133,6430,ROZLOHA,min,58.62,SDF,1729
CZ0714133,6510,ROZLOHA,min,221.59,SDF,1730
CZ0714133,7140,ROZLOHA,min,4.44,SDF,1731
CZ0714133,8150,ROZLOHA,min,1.32,SDF,1732
CZ0714133,8220,ROZLOHA,min,12.74,SDF,1733
CZ0714133,9110,ROZLOHA,min,206.11,SDF,1734
CZ0714133,9130,ROZLOHA,min,2093.4,SDF,1735
CZ0714133,9170,ROZLOHA,min,760.9,SDF,1736
CZ0714133,9180,ROZLOHA,min,273.97,SDF,1737
CZ0714133,9.10E+01,ROZLOHA,min,19.73,SDF,1738
CZ0714771,8310,ROZLOHA,min,NA,NA,1739
CZ0714772,8220,ROZLOHA,min,1.68,VMB2,1740
CZ0714772,9110,ROZLOHA,min,71.97,VMB2,1741
CZ0714772,9130,ROZLOHA,min,361.09,VMB2,1742
CZ0714772,9180,ROZLOHA,min,31.76,VMB2,1743
CZ0720013,6210,ROZLOHA,min,6.74,SDF,1744
CZ0720013,6510,ROZLOHA,min,15.07,VMB2,1745
CZ0720013,91I0,ROZLOHA,min,15.37,VMB2,1746
CZ0720016,6210,ROZLOHA,min,9.48,SDF,1747
CZ0720016,9170,ROZLOHA,min,124.41,VMB2,1748
CZ0720016,9.10E+01,ROZLOHA,min,4.33,SDF,1749
CZ0720016,91I0,ROZLOHA,min,17.14,VMB2,1750
CZ0720033,6210,ROZLOHA,min,12.81,VMB2,1751
CZ0720033,6210p,ROZLOHA,min,2.17,VMB2,1752
CZ0720033,6430,ROZLOHA,min,4.26,VMB2,1753
CZ0720033,6510,ROZLOHA,min,88.75,VMB2,1754
CZ0720033,7140,ROZLOHA,min,0.24,VMB2,1755
CZ0720033,7220,ROZLOHA,min,0.08,SDF,1756
CZ0720033,8220,ROZLOHA,min,0.15,VMB2,1757
CZ0720033,9130,ROZLOHA,min,662.2,VMB2,1758
CZ0720033,9170,ROZLOHA,min,69.67,VMB2,1759
CZ0720058,6510,ROZLOHA,min,21.63,SDF,1760
CZ0720153,9130,ROZLOHA,min,50.85,SDF,1761
CZ0720153,9170,ROZLOHA,min,519.09,VMB2,1762
CZ0720185,6230,ROZLOHA,min,2.57,SDF,1763
CZ0720185,6510,ROZLOHA,min,20.69,SDF,1764
